no;smiles;biotic_flag;ExactMolWt;MolLogP;NumHAcceptors;NumHDonors
20724;NC(=O)NC(CO)C(=S)NCC(=O)NCC(=O)O;0;278.068490548;-2.8665999999999965;5.0;6.0
20725;CC(C)=Nc1nc2c(ncn2C2OCC(O)C2O)c(=O)[nH]1;0;293.11240396000005;-0.5175000000000003;8.0;3.0
20726;OCC(CO)=NC(CO)CO;0;163.084457896;-2.2347999999999995;5.0;4.0
20727;N#CC(CO)N(C=O)CCC(=O)NCC(=O)NCC(N)=O;0;299.122968644;-3.5629199999999965;6.0;4.0
20728;C=CC=NCC(=O)N(CC(N)=O)CC(=O)O;0;227.090605896;-1.3582999999999985;4.0;2.0
20729;N#CCCN(CC(=O)N(CC#N)C(CO)C(N)=O)C(N)=O;0;296.123302992;-2.5208399999999984;6.0;3.0
20730;CC(=O)C=NC(C#N)(CO)Cc1ccccc1;0;230.105527688;1.14358;4.0;1.0
20731;N=C(N)NC(=N)N(CC(N)=O)CC(O)CO;0;232.128388372;-3.4552599999999978;5.0;7.0
20732;CC(C#N)NC(=O)CNC(=O)CCN(CC#N)CCC#N;0;290.14912381600004;-0.7397599999999991;6.0;2.0
20733;CC(NCCC(=O)N(CC#N)CCNC(=N)N)C(=O)O;0;284.15968849999996;-1.7255499999999966;5.0;5.0
20734;N#CCCN(CCc1ccccc1)C(=O)CN;0;231.137162164;0.93008;3.0;1.0
20735;CC(OC(=O)CN(CCC#N)C(=O)CNC(=N)N)C(N)=O;0;298.138953056;-2.371249999999997;6.0;4.0
20736;CC(O)C(=O)OCC(NC(=O)CNC(N)=O)C(N)=O;0;276.106984232;-3.4511999999999983;6.0;5.0
20737;COC(=O)CCN(C(=N)NC(=N)N)C(C)C#N;0;240.133473752;-0.818579999999999;5.0;4.0
20738;CC=C(C=NC(C)C(=O)O)c1ccccc1;0;217.11027872;2.633800000000001;2.0;1.0
20739;N#CCCN(CC#N)C(=O)CN=CCc1cnc[nH]1;0;258.122909068;0.2888599999999995;5.0;1.0
20740;CCN(CC(=O)O)C(=O)C(=O)N(CC)CC(=O)O;0;260.100836232;-1.1473999999999986;4.0;2.0
20741;CC(O)C(=O)OCC(NC(=O)CNC(N)=O)C(N)=S;0;292.084140612;-2.6503999999999985;6.0;5.0
20742;C=CC=NCC(=O)NC(C(=C)c1ccccc1)C(=O)O;0;272.116092372;1.526;3.0;2.0
20743;CC(NCCC(=O)NC(C#N)CO)C(=O)O;0;229.10625596;-1.560119999999998;5.0;4.0
20744;N#CCCNCC(=O)N(CCC#N)CC(N)=O;0;237.12257472;-1.2827399999999984;5.0;2.0
20745;COC(=O)c1nc[nH]c1N(CCC#N)C(=O)CNC(=N)N;0;293.1236373400001;-1.0739499999999984;6.0;4.0
20746;CC(O)C(=O)N(CCO)c1[nH]cnc1C#N;0;224.090940244;-1.0125200000000008;5.0;3.0
20747;N#CC(CNC(=N)N)Nc1[nH]cnc1CC(=O)O;0;251.11307265599999;-1.1760499999999998;5.0;6.0
20748;C=CC=NCC(=O)NCC(=O)N(CCC(N)=O)CC(=O)O;0;298.12771967599997;-1.8519999999999968;5.0;3.0
20749;C=CC(NC(Cc1ccccc1)C(=O)O)C(=O)O;0;249.10010796;0.9110999999999998;3.0;3.0
20750;N#CC=CN(CC#N)c1ncco1;0;174.054160812;1.0418599999999998;5.0;0.0
20751;N#CCCN(CCC#N)C(=O)CCNC(C#N)CC#N;0;272.138559132;0.4279199999999999;6.0;1.0
20752;NC(=O)c1nc[nH]c1NC(C(N)=O)C(=O)O;0;227.065453768;-2.141000000000001;5.0;5.0
20753;CC(=O)C=NCC(=O)N(CCO)CCC#N;0;225.11134134;-0.6192199999999999;5.0;1.0
20754;COC(=O)CN(CC(N)=S)C(N)=O;0;205.052112212;-1.173799999999999;4.0;2.0
20755;N#CCn1c(=O)nc(N=CC(O)CO)c2nc[nH]c21;0;262.08143818;-1.3013199999999998;8.0;3.0
20756;NC(=O)C(Cc1ccccc1)N=C(CO)CO;0;236.116092372;-0.4914000000000004;4.0;3.0
20757;N#CCCC=NC(C#N)CCC#N;0;174.09054632;1.55694;4.0;0.0
20758;CC(=O)C=NC(C(N)=O)C(O)CO;0;188.079706864;-2.1466999999999987;5.0;3.0
20759;CSCCC=C(C=NC(CO)C(=O)O)c1ccccc1;0;293.108564468;2.3394000000000004;4.0;2.0
20760;N#CC(CO)N=CCCc1ccccc1;0;202.110613068;1.57448;3.0;1.0
20761;O=C(O)CCN(CC(=O)O)C(=O)CNCCO;0;248.100836232;-2.0437999999999983;5.0;4.0
20762;CC(C#N)N(C(N)=O)c1[nH]c(=O)[nH]c1C#N;0;220.070873496;-0.6281399999999999;4.0;3.0
20763;N#CCN(CC(N)=O)C(=O)CNC(=O)CNC=O;0;255.096753896;-3.3139199999999978;5.0;3.0
20764;N=C(N)NCCC=Nc1c(C(=O)O)nc[nH]c1=O;0;252.097088244;-0.9564299999999994;5.0;5.0
20765;N#CCCC=Nc1[nH]cnc1C#N;0;173.070145224;1.2874599999999998;4.0;1.0
20766;N#CCCN(CCC#N)C(=O)CN(CC#N)C(=N)N;0;261.1338081;-0.6385899999999984;5.0;2.0
20767;NC(=S)C(CO)Nc1[nH]cnc1C(=O)O;0;230.04736118;-0.833200000000001;5.0;5.0
20768;CC(N)C(=O)N(CC(N)=O)C(C)C(N)=O;0;216.122240372;-2.478699999999998;4.0;3.0
20769;N#CC=CNCC(=O)NCC(=O)NCCC(N)=O;0;253.11748934;-2.2789199999999985;5.0;4.0
20770;CC(O)C(O)C(O)C=NC(C#N)(CO)CO;0;232.105921612;-2.59322;7.0;5.0
20771;N#CC(CO)N=CC(=O)CCO;0;170.06914218;-1.10682;5.0;2.0
20772;N=C(N)NCC(C=O)(CO)C(O)(CO)C(O)CO;0;265.127385328;-4.276329999999996;7.0;8.0
20773;CC(NCCC(=O)N(CC(=O)O)CC(O)CO)C(N)=O;0;291.143035392;-2.893699999999997;6.0;5.0
20774;N#CCCN(CC(=O)NCC(N)=O)C(C#N)CNC(=N)N;0;294.15527181600004;-2.8211699999999977;6.0;5.0
20775;CC(N=C(Cc1ccccc1)C(=O)O)C(=O)O;0;235.084457896;1.2278;3.0;2.0
20776;O=C(O)CN=C(CO)C(O)C(O)C(O)CO;0;237.08485182;-3.4206999999999996;7.0;6.0
20777;COC(=O)C=C(NC(C#N)CNC(=N)N)C(=O)OC;0;269.11240396;-1.818849999999998;7.0;4.0
20778;C=CC=NC(Cc1ccccc1)C(=O)NC(C)C(N)=O;0;273.147726848;0.8445000000000003;3.0;2.0
20779;CC=NCC(=O)N(CC#N)CCC(=O)O;0;211.095691276;-0.09602000000000027;4.0;1.0
20780;C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)CC(=O)O;0;291.13313940399996;0.6815799999999999;5.0;3.0
20781;N#Cc1[nH]c(=O)[nH]c1N(C=O)CCNC(=N)N;0;237.097422592;-1.979449999999999;4.0;5.0
20782;CC(C)=NCC(=O)N(CCC#N)CCC(=O)O;0;239.126991404;0.68418;4.0;1.0
20783;N#CCCNC(=O)CN(CCc1ccccc1)C(=O)CN;0;288.15862588;0.04628000000000021;4.0;2.0
20784;N#CCNC(=O)CN(C=O)C(C#N)C(O)C(O)CO;0;270.09641954800003;-3.309139999999998;7.0;4.0
20785;N#CC(=N)N(CCC(=O)O)CCC(=O)O;0;213.074955832;-0.26135000000000025;4.0;3.0
20786;N=C(N)N(CC(N)=O)CC(=O)OCc1cnc[nH]1;0;254.112738308;-1.8663299999999978;5.0;4.0
20787;CCN(C(=N)N)C(Cc1ccccc1)C(=O)O;0;235.132076784;0.8976699999999995;2.0;3.0
20788;CC(C#N)N(CCO)C(=O)CCN(CCC#N)CCC#N;0;291.16952491200004;0.23884000000000039;6.0;1.0
20789;CC=NCC(=O)NC(C#N)CC#N;0;178.08546094;-0.0008400000000001184;4.0;1.0
20790;CCN(CC(=O)O)C(=O)C(Cc1ccccc1)NC=O;0;278.126657056;0.2767999999999991;3.0;2.0
20791;CCN(CC(=O)O)C(=O)C(Cc1ccccc1)NC=N;0;277.142641468;0.7274699999999994;3.0;3.0
20792;N#CC=CNc1nc(=O)[nH]c2c(NC(N)=O)ncnc12;0;272.077021496;-0.3471200000000005;7.0;4.0
20793;N=C(N)NC(=N)NC(C=O)C(O)Cc1ccccc1;0;263.138224784;-0.8350599999999986;4.0;6.0
20794;NC(=O)COC(=O)CCNC(N)=O;0;189.074955832;-1.9266999999999994;4.0;3.0
20795;CC=NCC(=O)N(CC(=O)O)C(CC(=O)O)C(=O)O;0;274.080100788;-1.0817999999999983;5.0;3.0
20796;NC(=O)C(O)CCNc1ncnc2[nH]cnc12;0;236.102173624;-0.9989000000000001;6.0;4.0
20797;N#CCN(C(=O)CN)C(Cc1ccccc1)C(N)=O;0;260.127325752;-0.6061199999999998;4.0;2.0
20798;CC(N=CC(O)C(O)C(O)C(O)C(O)CO)C(N)=O;0;280.12705098;-4.2721999999999944;8.0;7.0
20799;C=CC=NC(C(N)=O)C(=CCO)c1ccccc1;0;244.121177752;1.173;3.0;2.0
20800;COC(=O)CC(C(=O)OC)N(CC#N)C(=O)CN;0;257.10117058000003;-1.5980199999999973;7.0;1.0
20801;NC(=O)CNC(=O)CNC(=S)C(O)CC(N)=O;0;262.073575928;-3.258799999999999;5.0;5.0
20802;N#CCCN(CCNC(=N)N)CC(=O)N(CC#N)CC#N;0;290.160357196;-1.4390899999999978;6.0;3.0
20803;N#CCN(CCC(N)=O)C(=O)CCN(CC(N)=O)C(N)=O;0;298.138953056;-2.529919999999998;5.0;3.0
20804;NC(=S)C(CO)NC(CC(=O)O)C(=O)O;0;236.046692484;-1.8491;5.0;5.0
20805;CC(=NC(C#N)CCC#N)C(=O)O;0;179.069476528;0.72786;4.0;1.0
20806;NC(=O)C(O)COC(=O)CCNC(CO)C(=O)O;0;264.09575085200004;-3.1989999999999976;7.0;5.0
20807;CCN(CC#N)C(=O)CN=CC(=O)CCO;0;225.11134134;-0.6192199999999999;5.0;1.0
20808;CC(O)C(=O)N(CC#N)c1ncc(CO)o1;0;225.074955832;-0.5957200000000005;6.0;2.0
20809;CC(NCCC(=O)N(CC#N)CCC(=O)O)C(N)=O;0;270.132805056;-1.333219999999998;5.0;3.0
20810;N#CCN(CCO)C(=O)CCC(=O)N(CC#N)CCO;0;282.132805056;-1.544439999999998;6.0;2.0
20811;CC(=O)C=Nc1ncnc2[nH]c(=O)n(CCC#N)c12;0;258.08652356;0.32458000000000004;7.0;1.0
20812;O=C(O)CCC=Nc1ncco1;0;168.053492116;1.2417;4.0;1.0
20813;N=C(N)N(CCC(N)=S)C(CC(N)=O)C(N)=O;0;260.105544752;-2.4126299999999983;4.0;5.0
20814;N#CC(N=CCO)C(O)CO;0;158.06914218;-1.7051200000000002;5.0;3.0
20815;N#CCCC=NC(C(=O)O)C(=CCO)c1ccccc1;0;272.116092372;1.89008;4.0;2.0
20816;N=C(N)N(CCC(N)=O)CC(=O)NC(CO)C(N)=O;0;274.138953056;-3.980329999999997;5.0;6.0
20817;CCNCC(=O)NCC(N)=S;0;175.077933036;-1.0017999999999991;3.0;3.0
20818;N#CCNC(=S)CN(CC(=S)NCC#N)C(N)=O;0;284.05140100399996;-0.7517400000000001;5.0;3.0
20819;N#CCCN(CC(=O)NC(C#N)CC#N)C(=O)C(N)CO;0;292.12838837199996;-2.029659999999998;7.0;3.0
20820;N#CC(C(O)CO)N(CCC(=O)O)C(=O)CN;0;245.10117058;-2.506219999999999;6.0;4.0
20821;CCC(=S)NCC(=O)N(CCC#N)CC(=O)NCC#N;0;295.110295784;-0.30453999999999914;5.0;2.0
20822;N#CC(N)C(O)CNC(=N)N;0;157.096359972;-2.3187499999999996;4.0;5.0
20823;N#CCCNC(=O)CN(CC(O)CO)C(=N)NC(=N)N;0;285.154937468;-2.910679999999998;6.0;7.0
20824;CCNCC(=O)NCC(N)=O;0;159.100776656;-1.802599999999999;3.0;3.0
20825;CSC(=O)C(C)N=C(C)C;0;159.071785036;1.7452999999999999;3.0;0.0
20826;CC(C(N)=O)N(CC(N)=O)C(=O)CN(CC#N)C(N)=O;0;284.123302992;-2.921619999999998;5.0;3.0
20827;N#CCN(C(=N)NC(=N)N)C(CO)C(N)=O;0;227.11307265599999;-2.923979999999999;5.0;6.0
20828;O=c1nc(N=CC(O)Cc2ccccc2)c2[nH]c(=O)[nH]c2[nH]1;0;299.1018392760001;0.2454;5.0;4.0
20829;CC(O)c1nc(N)nc(N)n1;0;155.080709908;-0.9107000000000003;6.0;3.0
20830;CCN(C(=O)C(N)CO)C(C#N)Cc1ccccc1;0;261.147726848;0.2893800000000004;4.0;2.0
20831;NC(=O)Cc1nc[nH]c1N=CC(O)C(O)C(O)CO;0;272.112069612;-2.7851999999999992;7.0;6.0
20832;C=CC(O)C(=O)OCC(C#N)N(CC(N)=O)C(N)=O;0;270.09641954800003;-2.1653199999999995;6.0;3.0
20833;CSCCC(C#N)N=CCCc1ccccc1;0;246.119069576;3.335280000000002;3.0;0.0
20834;COC(=O)c1ncn(C(=N)N)c1N(CC#N)C(N)=O;0;265.092337212;-1.1800499999999992;7.0;3.0
20835;C=CC(C#N)N(CC#N)C(=O)C(=O)N(CC#N)C(C#N)C=C;0;296.102173624;-0.15288000000000013;6.0;0.0
20836;N#CC(CNC(=N)N)N=CCCC(N)=O;0;210.12290906799998;-1.3020499999999993;4.0;4.0
20837;N#CCCN(CCOC(=O)C=Cn1ccnc1)C(N)=O;0;277.11748934;0.19137999999999977;6.0;1.0
20838;CC(C=NC(C(N)=O)C(O)C(O)CO)NC(=N)N;0;261.143704088;-3.503229999999996;6.0;7.0
20839;N#CCNC(=O)CNC(=S)CNc1cc[nH]c(=O)n1;0;280.074244624;-1.26142;6.0;4.0
20840;CC(=O)C=Nc1[nH]cnc1CO;0;167.069476528;0.19330000000000003;4.0;2.0
20841;Cc1nc[nH]c1NC(=O)CCN(CCC(N)=O)C(=N)N;0;281.16002284800004;-0.8824099999999986;4.0;5.0
20842;N#CCCC(C#N)N=CCCc1ccccc1;0;225.12659748;2.8859600000000016;3.0;0.0
20843;CC(C#N)N(C(N)=O)c1[nH]cnc1C(=O)OCC(N)=O;0;280.092002864;-1.1510199999999997;6.0;3.0
20844;NC(=O)c1nc[nH]c1N(C=O)CCc1ccccc1;0;258.111675688;0.7140999999999993;3.0;2.0
20845;COC(=O)C(=O)C(=CCO)C(=O)OC;0;202.04773804;-1.1798;6.0;1.0
20846;CC(C#N)NC(=O)CNC(C#N)C(O)C(O)CO;0;256.117154992;-2.7894399999999977;7.0;5.0
20847;CSCCc1nc(N)nc(NCC#N)n1;0;224.08441538399998;0.29478;7.0;2.0
20848;N#CCN(C=O)CCC(=O)N(CCC(N)=O)C(C#N)CO;0;295.128054024;-2.0530399999999975;6.0;2.0
20849;N#CCNC(=O)CN=CC(=O)CCO;0;197.080041212;-1.35152;5.0;2.0
20850;NC(=O)CCNC(=O)CN=CCc1ccccc1;0;247.132076784;0.2915000000000001;3.0;2.0
20851;CC=C(c1ccccc1)c1nc[nH]c1NC(C)=C(O)C#N;0;280.132411132;3.5862800000000004;4.0;3.0
20852;N#CCC(C#N)NC(=O)CNC(=O)CNC(=S)CO;0;283.073910276;-2.066039999999999;6.0;4.0
20853;N#Cc1ncnc(NC(=O)CCNC(=N)N)c1NC(N)=O;0;291.119220656;-1.34945;6.0;6.0
20854;N#CCC(C#N)NC(=O)C(Cc1ccccc1)NC(=N)N;0;284.138559132;0.002830000000000499;4.0;4.0
20855;C=CC=C(c1ccccc1)C(C#N)N=CCNC(=N)N;0;267.148395544;1.7020499999999994;3.0;3.0
20856;CC=C(C=NCC(=O)NCCC(=O)O)c1ccccc1;0;274.131742436;1.7515999999999998;3.0;2.0
20857;C=Cc1nc(N=CC)nc(N(CCC(N)=O)CC(=O)O)n1;0;292.128388372;0.003199999999999814;7.0;2.0
20858;O=C(O)CCC=Nc1[nH]cnc1CC(=O)O;0;225.074955832;0.6038999999999999;4.0;3.0
20859;CC(O)C=NC(Cc1ccccc1)C(=O)NCCC(N)=O;0;291.158291532;0.040899999999999825;4.0;3.0
20860;O=C(O)C(N=CCc1cnc[nH]1)C(O)C(O)CO;0;257.10117058000003;-1.8096999999999996;6.0;5.0
20861;N#CCCNC(=O)c1nc[nH]c1N(CC#N)C(N)=O;0;261.097422592;-0.5381399999999996;5.0;3.0
20862;CC(CO)=NCC(=O)NC(C#N)Cc1ccccc1;0;259.132076784;0.6906799999999995;4.0;2.0
20863;N#CCN(CCC(N)=O)C(=O)CN=CC(=O)O;0;240.085854864;-1.6306199999999988;5.0;2.0
20864;N#CCN(C(=O)CN=CCO)C(CC(=O)O)C(=O)O;0;271.080435136;-1.6704199999999991;6.0;3.0
20865;CC(NC(=N)N)C(=O)OCCN(CC#N)CCC#N;0;266.149123816;-0.8595699999999984;6.0;3.0
20866;N#CCNCC(=O)NCC(=O)N(CC#N)CC#N;0;248.102173624;-1.9084599999999983;6.0;2.0
20867;NC(=O)CCC(N)C(N)=O;0;145.085126592;-1.9355000000000002;3.0;3.0
20868;C=CC(=O)OC(CC(=O)NC(C)C#N)C(=O)NC(C)C#N;0;292.11715499200005;-0.4691399999999988;6.0;2.0
20869;O=C(O)CCNC(=S)CN1CC(=O)NC1=O;0;245.047026832;-1.0700999999999994;4.0;3.0
20870;CC(O)C=NC(Cc1ccccc1)C(N)=O;0;220.121177752;0.5345999999999999;3.0;2.0
20871;C=C(c1ccccc1)C(C#N)N(CC(=O)O)C(N)=O;0;259.095691276;1.05728;3.0;2.0
20872;C=CC(O)C(C=NC(C#N)C(O)C(O)CO)CNC(=N)N;0;299.15935415200005;-2.6903499999999996;7.0;7.0
20873;N#CCCN(CC(N)=O)CC(=O)NCCC(N)=O;0;255.133139404;-2.321019999999998;5.0;3.0
20874;N=C(N)NCCC(=O)N(CC(N)=O)CC(O)CO;0;261.143704088;-3.4733299999999976;5.0;6.0
20875;C=CC=C(c1ccccc1)C(C#N)Nc1ncc(CO)o1;0;281.11642672;2.74058;5.0;2.0
20876;CC(O)C(=O)NC(C(=O)O)C(O)C(O)CO;0;237.08485182;-3.349299999999999;6.0;6.0
20877;N#CC(CO)NC(=O)CCN(CC(=O)O)C(=N)N;0;257.11240396;-2.342749999999998;5.0;5.0
20878;CCN(C=CC#N)CCC#N;0;149.095297352;1.2592599999999998;3.0;0.0
20879;N#CC(N)=Nc1ncnc2[nH]cnc12;0;187.06064315999998;-0.13481999999999988;5.0;2.0
20880;CC(C)=NCC(=O)N(CC#N)CCC(=O)OCC(N)=O;0;282.132805056;-0.7620199999999986;6.0;1.0
20881;C=Cc1nc[nH]c1NC(=O)CCN(CCC(N)=O)C(N)=O;0;294.14403843599996;-0.3625999999999993;4.0;4.0
20882;N#CC(O)=C(CCO)NC(C#N)C(O)C(O)C(O)CO;0;287.111735264;-2.78124;9.0;7.0
20883;N#CCCN(CCC(=O)NC(CO)C(=O)O)C(C#N)CO;0;298.12771967599997;-1.9616399999999972;7.0;4.0
20884;CC(NCC(N)=O)C(=S)NCC(=O)NCCC(=O)O;0;290.10487605599997;-2.0422999999999965;5.0;5.0
20885;N#CCNc1ncnc(C#N)c1NC(N)=O;0;217.07120784399999;-0.22563999999999995;6.0;3.0
20886;CCN(CC#N)C(=O)CCN(CC#N)CCC#N;0;247.14331016399998;0.4878400000000003;5.0;0.0
20887;Nc1c(C=C(C(=O)O)C(=O)C(=O)O)nc[nH]c1=O;0;253.033484944;-1.5262000000000004;6.0;4.0
20888;N#CCCN(CC(=O)N(CC#N)CC#N)C(C#N)C(=O)O;0;288.09708824399996;-0.945379999999999;7.0;1.0
20889;N#CCC(C#N)N(CC#N)C(=O)CCN(C=O)CC#N;0;272.102173624;-0.4834799999999999;6.0;0.0
20890;CC(C#N)N(CC#N)C(=O)CN1CC(N)=NC1=O;0;248.102173624;-0.9565399999999991;5.0;1.0
20891;N#CCCN(CCC(N)=O)C(CC(=O)O)C(=O)O;0;257.10117058000003;-0.9946199999999992;5.0;3.0
20892;N#CCCn1c(=O)[nH]c2ncnc(N=CC(=O)CCO)c21;0;288.09708824399996;-0.31292000000000003;8.0;2.0
20893;COC(=O)CCN(CC#N)C(=O)C(N)CO;0;229.10625596;-1.778719999999998;6.0;2.0
20894;N=C(N)N(CCC(=O)O)CCC(=O)Nc1ncc(CO)o1;0;299.12296864399997;-0.8343299999999991;6.0;5.0
20895;CC(=O)C=NCC(=O)N(CCC#N)CC(=O)NCC#N;0;277.11748934;-0.9717399999999985;6.0;1.0
20896;N#CCN=CC(CNC(=N)N)C(O)C(=O)O;0;227.101839276;-1.8744499999999982;5.0;5.0
20897;N#CCCNC(=O)c1nc[nH]c1NC(N)=O;0;222.08652356;-0.45622;4.0;4.0
20898;NC(=O)C=CNc1[nH]cnc1CC(N)=O;0;209.091274592;-1.1516000000000008;4.0;4.0
20899;CC(CO)=NCC(=O)NCC(=O)N(CC#N)CC#N;0;265.11748934;-1.568439999999998;6.0;2.0
20900;NC(=S)CCN(CC(=O)O)C(=O)CNCCC(=O)O;0;291.088891644;-1.3598999999999986;5.0;4.0
20901;O=c1ccn(C2OCC(O)C2O)c(=O)[nH]1;0;214.05897142;-2.2128;6.0;3.0
20902;N#CC(COC(=O)CN(CC(N)=O)C(N)=O)NC(N)=O;0;286.10256754799997;-3.043919999999999;6.0;4.0
20903;N#CCC(C#N)N(CC#N)C(=O)CN=CCCC(=O)O;0;275.101839276;0.08004000000000028;6.0;1.0
20904;CC(N)C(=O)N(CC#N)CC(=O)NC(C#N)CO;0;253.11748934;-2.3135399999999966;6.0;3.0
20905;O=CN(CCC(=O)NC(CO)C(=O)O)CC(=O)O;0;262.08010078800004;-2.518799999999998;5.0;4.0
20906;CC(C(=O)O)N(CC(=O)O)C(=N)C#N;0;199.059305768;-0.6530499999999997;4.0;3.0
20907;CC(O)C(=O)OCCN(CCC#N)CC(N)=O;0;243.121906024;-1.3886199999999982;6.0;2.0
20908;NC(=O)Cc1nc[nH]c1N=C(Cc1ccccc1)C(=O)O;0;286.10659030799997;0.8372999999999995;4.0;3.0
20909;CCN(CC#N)C(=O)CCN(C(N)=O)C(C#N)CO;0;267.133139404;-0.986239999999998;5.0;2.0
20910;CCN(C(=O)CCN(C(=N)N)C(C)C#N)C(C#N)CC#N;0;289.165108228;0.13841000000000103;5.0;2.0
20911;N#CCCN(CC(=O)Nc1[nH]c(=O)[nH]c1C(=O)O)C(N)=O;0;296.08691748399997;-1.3659199999999991;5.0;5.0
20912;N#CC(Cc1ccccc1)Nc1c(C(=O)O)nc[nH]c1=O;0;284.09094024399997;1.0148799999999998;5.0;3.0
20913;CSCCC(C#N)NC(Cc1ccccc1)C(=O)O;0;278.10889881599996;1.9171799999999999;4.0;2.0
20914;C=CC(N=CC(O)CNC(=N)N)C(N)=O;0;213.12257472;-2.0589299999999984;4.0;5.0
20915;CC(C#N)NCCC(=O)NC(CO)C(O)CO;0;245.137556088;-2.291519999999998;6.0;5.0
20916;N=C(N)NCCC(=O)N(CCO)CC(=O)NCC(=O)O;0;289.138618708;-3.118729999999996;5.0;6.0
20917;N#CCN(CC(=O)Nc1[nH]cnc1CC(=O)O)C(N)=O;0;280.092002864;-1.1204199999999997;5.0;4.0
20918;C=C(c1ccccc1)c1nc[nH]c1N=CC(=O)CCO;0;269.11642672;2.1249999999999996;4.0;2.0
20919;N#CC=CNC(C(N)=O)C(N)=O;0;168.064725496;-2.0475200000000005;4.0;3.0
20920;CC(C#N)Nc1nc(N)nc(C(C)O)n1;0;208.10725900399999;-0.1689200000000003;7.0;3.0
20921;CC(C=Nc1ncc(CO)o1)NC(=N)N;0;211.106924656;-0.25922999999999996;5.0;4.0
20922;N#CCN(CC(=O)N(CCC(N)=O)c1ncco1)C(=N)N;0;293.1236373400001;-1.397949999999998;6.0;3.0
20923;CC(N)C(=O)N(CC#N)C(C#N)C(O)C(O)CO;0;256.117154992;-2.7079399999999976;7.0;4.0
20924;C=CC(C#N)NC(=O)CNC(=O)CCNC(C)C(N)=O;0;281.148789468;-1.8495199999999974;5.0;4.0
20925;CC(O)C(=O)N(CC#N)CCC#N;0;181.085126592;-0.36694000000000027;4.0;1.0
20926;N#CC(CO)N(C=O)CC(=O)NCC(=O)O;0;229.069870452;-2.4699199999999992;5.0;3.0
20927;C=CC(C#N)N(C(N)=O)c1[nH]cnc1C#N;0;216.075958876;0.24466000000000027;4.0;2.0
20928;CC(NCC(O)C(O)CO)C(N)=S;0;208.088163372;-2.035299999999999;5.0;5.0
20929;CC(C#N)N(C(=O)CCN(CC#N)C(N)=O)c1ncco1;0;290.11273830799996;0.21406000000000003;6.0;1.0
20930;COC(=O)CCN(C(=N)N)C(CO)C(N)=S;0;248.094311372;-1.6080299999999985;5.0;4.0
20931;CSCCC=C(C=NC(C)C#N)c1ccccc1;0;258.119069576;3.8059800000000026;3.0;0.0
20932;COC(=O)CCN(C(=N)N)C(CO)C(N)=O;0;232.117154992;-2.408829999999998;5.0;4.0
20933;N#CCN(CC(=O)N(CCC(=O)O)c1ncco1)C(N)=O;0;295.091668516;-0.6134199999999992;6.0;2.0
20934;CC(O)C(O)C(O)C=NC(CO)C(N)=O;0;220.105921612;-2.994;6.0;5.0
20935;N#CCCN(C(N)=O)c1ncnc2c1ncn2C(=N)N;0;273.108655972;-0.6333499999999999;7.0;3.0
20936;N#CC(CO)N(C(=O)CN1CC(N)=NC1=O)c1ncco1;0;292.092002864;-1.3151199999999992;7.0;2.0
20937;N#CC(Cc1ccccc1)Nc1[nH]cnc1CC(=O)O;0;270.111675688;1.5835799999999998;4.0;3.0
20938;NC(=O)COC(=O)CNC(=O)C(O)Cc1ccccc1;0;280.105921612;-1.2652999999999985;5.0;3.0
20939;CCN(CC(N)=O)C(=O)CN=CCCC(=O)O;0;243.121906024;-0.7441999999999991;4.0;2.0
20940;CC(NC(C#N)C(O)C(O)C(O)CO)=C(O)C#N;0;257.10117058000003;-2.1437399999999998;8.0;6.0
20941;N#CCNC1=NC2OC(C(O)CO)C(O)C2O1;0;243.085520516;-2.706619999999999;8.0;4.0
20942;CC(=NCC(=O)NCC(=O)NC(C)C#N)C(=O)O;0;254.101504928;-1.3236199999999991;5.0;3.0
20943;CCN(CC(N)=O)C(=O)CNC(=S)C(C)NC(N)=O;0;289.120860468;-1.7059999999999977;4.0;4.0
20944;O=C(O)CNC(=O)CNC(=O)CN=CCc1cnc[nH]1;0;281.11240396000005;-1.6599999999999988;5.0;4.0
20945;N#CC(NC(N)=O)C(O)COC(=O)CN1CC(=O)NC1=O;0;299.086583136;-2.9972199999999987;7.0;4.0
20946;N#CCC(C#N)NCC(O)Cc1ccccc1;0;229.1215121;0.9854599999999998;4.0;2.0
20947;COC(=O)CN(CCC(N)=O)C(N)=O;0;203.090605896;-1.5844999999999985;4.0;2.0
20948;CC(C(N)=O)N(CC(=O)O)C(=O)CN(CCC#N)C(N)=O;0;299.122968644;-1.9322199999999983;5.0;3.0
20949;NC(=O)CCNC(=O)CNC(CO)Cc1ccccc1;0;279.158291532;-0.8287999999999984;4.0;4.0
20950;N#CCN1CC(=O)OC(Cc2ccccc2)C1=O;0;244.084792244;0.5066799999999998;4.0;0.0
20951;NC(=O)Cc1nc[nH]c1N=C(CO)C(O)C(O)CO;0;272.112069612;-2.7835999999999994;7.0;6.0
20952;NC(=O)CC(NCC(O)C(O)C(O)C(O)CO)C(N)=O;0;295.13795001200003;-5.258799999999995;8.0;8.0
20953;N#CCCN(CCC(=O)NCC#N)C(CC(N)=O)C(N)=O;0;294.14403843599996;-2.038739999999998;6.0;3.0
20954;Cc1cnc(NC(C(=O)O)=C(C(=O)O)C(O)C(=O)O)o1;0;286.04371527999996;-0.7362800000000003;7.0;5.0
