no;smiles;biotic_flag;ExactMolWt;MolLogP;NumHAcceptors;NumHDonors
7714;CC(NCC(=S)NCCC#N)C(=S)NCCC#N;0;283.09253754400004;0.6258599999999996;5.0;3.0
7715;COC(=O)CCNCC(=O)NCCC#N;0;213.11134134;-0.8310199999999985;5.0;2.0
7716;N#CCCN(CC(=O)NCC(=O)O)C(=O)CNC(=N)N;0;284.123302992;-2.5874499999999987;5.0;5.0
7717;CCN(C(=O)CN=C(CO)CO)C(C#N)CC#N;0;252.122240372;-0.9336399999999996;6.0;2.0
7718;N#CC(CC(O)C(C#N)NC(N)=O)NC(N)=O;0;240.097088244;-2.1416399999999998;5.0;5.0
7719;CC(C=Nc1ncnc2[nH]c(=O)[nH]c12)NC(=N)N;0;248.11340700399998;-0.7799299999999993;5.0;5.0
7720;N#CCC(C#N)N(CC#N)C(=N)NC(=N)N;0;218.10284231999998;-0.964319999999999;5.0;4.0
7721;N#CC(N=CCCc1ccccc1)C(O)CO;0;232.121177752;0.9353799999999999;4.0;2.0
7722;N#CC(CO)NCC(N)=O;0;143.069476528;-2.05422;4.0;3.0
7723;CC=C(c1ccccc1)c1nc[nH]c1N=CC(C)NC(=N)N;0;296.17494464000004;2.4351699999999994;3.0;4.0
7724;O=C(O)C(=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12)C(=O)O;0;278.028733912;-1.4409999999999998;6.0;4.0
7725;NC(=O)Nc1[nH]cnc1C(=O)Nc1[nH]cnc1C(O)CO;0;295.102901896;-1.098600000000001;6.0;7.0
7726;N#CC(NC(C#N)C(O)C(O)C(O)C(O)CO)C(=O)O;0;289.09099982;-4.119139999999997;9.0;7.0
7727;N#CC=CN(CC(=O)NCC(=O)O)C(C#N)C(O)CO;0;282.096419548;-2.2281399999999976;7.0;4.0
7728;C=C(C=NCC(=O)N(CC#N)C(C#N)CO)c1ccccc1;0;296.127325752;1.00726;5.0;1.0
7729;C=C(c1ccccc1)C(C#N)NC(CC(N)=O)C(N)=O;0;272.127325752;-0.08911999999999998;4.0;3.0
7730;NC(=O)NCCC(=O)OCC(O)c1cnc[nH]1;0;242.101504928;-0.9552999999999996;5.0;4.0
7731;O=C(C=Nc1c(C(=O)O)nc[nH]c1=O)Cc1ccccc1;0;285.07495583200006;0.9821999999999996;5.0;2.0
7732;C=CC(C#N)Nc1c(C(=O)O)nc[nH]c1=O;0;220.059640116;-0.04181999999999997;5.0;3.0
7733;CC(O)C(O)C(O)C=NC(C(N)=O)C(O)C(O)CO;0;280.12705098;-4.272199999999995;8.0;7.0
7734;C=C(c1ccccc1)C(C#N)N(CC)CCC#N;0;239.14224754399999;2.827560000000001;3.0;0.0
7735;N#CC(N=C(CO)C(O)CO)C(=CCO)c1ccccc1;0;290.126657056;-0.25902000000000047;6.0;4.0
7736;COC(=O)CN(CC(N)=O)C(=O)CN(CCC#N)C(N)=O;0;299.122968644;-2.232319999999998;6.0;2.0
7737;N#CC(NC(CO)C(N)=O)C(O)C(O)C(O)C(O)CO;0;293.122299948;-5.249719999999995;9.0;8.0
7738;N#CCCN(CC(=O)OCCN(CC#N)C(N)=O)C(N)=O;0;296.123302992;-1.2717399999999977;6.0;2.0
7739;C=C(c1ccccc1)C(C#N)N(CCC#N)C(=O)C(C)O;0;283.132076784;1.7150599999999998;4.0;1.0
7740;C=C(c1ccccc1)C(C#N)N(CCC#N)C(=O)C(C)N;0;282.148061196;1.68146;4.0;1.0
7741;CC(O)C(C#N)NC(=O)CN(CCC#N)CCC(N)=O;0;281.148789468;-1.5333399999999984;6.0;3.0
7742;C=Cc1nc(N=CC)nc(N(CCC#N)C(C#N)CC#N)n1;0;294.13414244800003;1.76274;8.0;0.0
7743;CC(NCCC(=O)NCC(=O)NC(C)C(=O)O)C(=O)O;0;289.127385328;-1.855299999999997;5.0;5.0
7744;CCN(C(=O)CNC(=N)NC(=N)N)c1[nH]c(=O)[nH]c1C#N;0;293.13487072000004;-2.0649799999999994;5.0;7.0
7745;N#CC=Cn1cnc(CC#N)c1NC(N)=O;0;216.075958876;0.43406000000000006;5.0;2.0
7746;CC(C)=Nc1c(C(=O)O)nc[nH]c1=O;0;195.064391148;0.5803999999999999;4.0;2.0
7747;N#CCN(C=O)c1ncnc(C#N)c1NC(N)=O;0;245.066122464;-0.6747400000000001;6.0;2.0
7748;N#CC(C#N)N=CC(=O)CCO;0;165.053826464;-0.5755400000000002;5.0;1.0
7749;CCN(C(=O)CN(CC#N)CCC#N)c1[nH]cnc1C#N;0;285.1338081;0.37354000000000004;6.0;1.0
7750;N#CCCN(CCC(N)=O)CC(=O)N(CC#N)CC#N;0;276.133473752;-1.0467599999999977;6.0;1.0
7751;NC(=O)CCN(CC(N)=O)CC(=O)O;0;203.090605896;-2.2662999999999984;4.0;3.0
7752;O=C(O)c1nc[nH]c1N=CC(O)CO;0;199.059305768;-0.8366;5.0;4.0
7753;N=CNc1nc(=O)n(CCc2ccccc2)c2[nH]cnc12;0;282.122909068;1.3812699999999996;5.0;3.0
7754;COC(=O)CCN(C(=O)CN=CC(=O)O)C(C#N)CC#N;0;294.09641954800003;-0.6606399999999992;7.0;1.0
7755;N#CCCN(C(=O)CNC(=N)N)C(C#N)CC#N;0;247.11815803599998;-0.9823899999999985;5.0;3.0
7756;N#CCCN(CC(=O)NCC#N)C(=O)CNC(=S)CO;0;297.08956034;-1.7222399999999978;6.0;3.0
7757;N#CC(NCCc1ccccc1)C(O)C(O)CO;0;250.131742436;-0.5750200000000001;5.0;4.0
7758;NC(=O)NCC(=O)NCC(=O)NC(C(N)=O)C(O)CO;0;291.117883264;-4.9057999999999975;6.0;7.0
7759;CC(O)C(=O)N(CCC(N)=O)CC(=O)O;0;218.090271548;-1.844199999999999;4.0;3.0
7760;N=C(N)Nc1ncnc(C(N)C(N)=O)c1NC(=N)N;0;266.135205068;-2.4275600000000006;6.0;8.0
7761;CSCCC(C#N)NC(=O)CCNC(C)C#N;0;254.120132196;0.6396599999999999;5.0;2.0
7762;N#CCNC(=O)CNC(C#N)C(=CCO)c1ccccc1;0;284.127325752;0.18386000000000063;5.0;3.0
7763;N=C(NC1=NC2OCC(O)C2O1)C(N)=Nc1ncco1;0;280.092002864;-1.29783;8.0;4.0
7764;N=C(N)NCC(=O)OC(CC(N)=O)C(N)=O;0;231.096753896;-3.258029999999998;5.0;5.0
7765;C=C(c1ccccc1)C(O)C(=O)N(CC)C(C#N)CO;0;274.131742436;0.7936799999999997;4.0;2.0
7766;N#CCC(C#N)NC(=O)CN(C(N)=O)C(C#N)C(O)CO;0;294.107652928;-2.465459999999999;7.0;4.0
7767;N#CCN(CC(=O)O)C(=O)CNC(=O)C(N)CO;0;258.09641954800003;-3.141019999999998;6.0;4.0
7768;N#CCN(C(=O)CN)C(C#N)CO;0;182.08037556;-1.8182399999999987;5.0;2.0
7769;COC(=O)c1nc[nH]c1N(CCC(N)=O)CC(N)=O;0;269.11240396;-1.6365999999999987;6.0;3.0
7770;CC=C(C=C(C(=O)OC)C(=O)C(=O)OC)c1ccccc1;0;288.09977361200004;1.9314;5.0;0.0
7771;NC(=S)CCN(CC(N)=S)C(=O)CNC=O;0;262.055817688;-1.476699999999999;4.0;3.0
7772;CC(C#N)N(C=CC#N)CCC(=O)NCC(=O)O;0;250.106590308;-0.17134000000000055;5.0;2.0
7773;CSCCC(=O)OCC(NC(N)=O)C(N)=O;0;249.07832696;-1.1950999999999983;5.0;3.0
7774;C=CC(O)C(=O)OCc1cnc(NC(=O)CNC(N)=O)o1;0;298.09133416799995;-1.1284999999999994;7.0;4.0
7775;CC(C#N)N(CCC#N)CCC(=O)OCC(N)=O;0;252.122240372;-0.4672399999999996;6.0;1.0
7776;N#CC(Cc1ccccc1)NC(=O)CNC(=S)CO;0;277.08849772;0.14677999999999986;4.0;3.0
7777;CCN(CC(=O)O)C(N)=O;0;146.06914218;-0.5284000000000002;2.0;2.0
7778;N#CCC(C#N)NC(=O)CCN(CC(=O)O)C(=N)N;0;266.112738308;-1.4213699999999987;5.0;4.0
7779;CC(=O)C=NCC(=O)N(CC#N)CCO;0;211.095691276;-1.00932;5.0;1.0
7780;CSCCC=NCC(=O)NCC(=O)NCC(=O)O;0;275.093977024;-0.8726999999999983;5.0;3.0
7781;O=C(O)C=Nc1ncnc2c1ncn2C1OCC(O)C1O;0;293.07601845199997;-1.1362000000000005;9.0;3.0
7782;CSCCC(=O)OCC(NC(N)=O)C(N)=S;0;265.05548334;-0.3942999999999987;5.0;3.0
7783;O=C(O)C(=CCO)c1ccccc1;0;178.06299418;1.1469;2.0;2.0
7784;N#CCCNC(=O)CNC(=N)N;0;169.096359972;-1.5006499999999994;3.0;4.0
7785;CC(C(N)=S)N(CC(N)=O)C(=O)CNC(N)=O;0;261.08956034;-2.356799999999998;4.0;4.0
7786;N=C(N)NC(=N)NCC(=O)N(CCO)c1cc[nH]c(=O)n1;0;296.134536372;-2.897359999999998;6.0;7.0
7787;N#CC(CO)N(C=O)C(CC(N)=O)C(N)=O;0;228.085854864;-2.941419999999998;5.0;3.0
7788;CCN(CC#N)C(=O)CCN(CC(N)=O)C(=N)NC(=N)N;0;296.17092188000004;-2.0462799999999968;5.0;5.0
7789;N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C#N)C(=N)N;0;262.09267156;-1.7677699999999996;5.0;5.0
7790;N=C(N)NC(C=O)CC=O;0;143.069476528;-1.37403;3.0;3.0
7791;N#CCNC(=O)CCN(C=O)CC(=O)NC(C#N)CC#N;0;290.112738308;-1.6032599999999986;6.0;2.0
7792;N=C(N)NC(=N)N(CC=O)CC=O;0;185.091274592;-1.895959999999999;4.0;4.0
7793;N=C(N)NCC(=O)NCCC(=O)OCC(N)=O;0;245.11240396;-2.9957299999999982;5.0;5.0
7794;N#CCN(C=O)CC(=O)N(CC#N)CCc1ccccc1;0;284.127325752;0.5632600000000001;4.0;0.0
7795;N=C(N)N(CC(N)=O)CC(=O)Nc1cc[nH]c(=O)n1;0;267.107987276;-2.610829999999999;5.0;5.0
7796;NC(=S)CNC(C(N)=S)C(O)Cc1ccccc1;0;283.081304164;0.12040000000000117;4.0;4.0
7797;N#CCCN(CC(O)C(O)CO)c1ncnc2[nH]cnc12;0;292.128388372;-1.21292;8.0;4.0
7798;N#CC(C(O)CO)N(C(N)=O)c1[nH]cnc1C(=O)O;0;269.076018452;-1.7616199999999997;6.0;5.0
7799;N#CC(NC(=O)CCN(CC(=O)O)C(N)=O)C(O)CO;0;288.106984232;-2.7966199999999986;6.0;5.0
7800;CC(C#N)N(CCC(=O)Nc1ncco1)C(=N)N;0;250.117823688;0.11074999999999963;5.0;3.0
7801;CC(O)C(C#N)N=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12;0;274.08143818;-1.3017200000000002;7.0;3.0
7802;CC(=NC(C#N)C(O)CO)C(=O)O;0;186.0640568;-1.22272;5.0;3.0
7803;C=CC(C#N)N(CC#N)C(=O)CCN(C=O)CCC(=O)O;0;292.11715499199994;-0.2600399999999992;5.0;1.0
7804;COC(=O)CCN(C=CC#N)C(C)C#N;0;207.100776656;0.8008599999999998;5.0;0.0
7805;N#CCCN(CCC#N)CC(=O)Nc1cc[nH]c(=O)n1;0;274.117823688;-0.1622400000000001;6.0;2.0
7806;CCN(C(=O)CN(CCC(N)=O)C(=N)N)C(C)C#N;0;268.16477388;-1.1821499999999983;4.0;3.0
7807;N#CCNC(=S)CCNc1[nH]cnc1Cc1ccccc1;0;299.120466544;2.24308;4.0;3.0
7808;CSCCC(=O)OCc1c[nH]c(=O)[nH]c1=O;0;244.051777864;-0.14049999999999996;5.0;2.0
7809;CCN(CCC(=O)O)C(=O)CCN(C=O)CC(=O)O;0;274.116486296;-0.7572999999999988;4.0;2.0
7810;CC(O)C(=O)N(CC(O)CO)c1[nH]cnc1C(=O)O;0;273.0960852;-1.825099999999999;6.0;5.0
7811;N#CCCNC(=O)CNC(=O)CNC(=O)CNC(N)=O;0;284.123302992;-3.0830199999999985;5.0;5.0
7812;CC(=Nc1ncc(C)o1)C(=O)O;0;168.053492116;1.16002;4.0;1.0
7813;N#CCCNC(=O)CN=CC(O)Cc1ccccc1;0;259.132076784;0.6906799999999992;4.0;2.0
7814;N#CC(CO)Nc1[nH]c(=O)[nH]c1C(=O)O;0;212.054554736;-1.3024199999999992;5.0;5.0
7815;NC(=O)NCCC(=O)O;0;132.053492116;-0.8705999999999996;2.0;3.0
7816;CC(NC(=N)N)C(=S)NCCC#N;0;199.08916641599998;-0.31134999999999957;3.0;4.0
7817;N#CCC(C#N)N(CC(O)C(O)CO)C(=N)NC(=N)N;0;283.139287404;-2.773799999999999;7.0;7.0
7818;N#CCNC(=S)CC(NC(N)=O)C(=S)NCC#N;0;284.051401004;-0.7054399999999994;5.0;4.0
7819;N#CCNC(=O)CN=CC(=CCO)c1ccccc1;0;257.11642672;0.7728799999999997;4.0;2.0
7820;CC(O)C(=O)NCC(=O)N(CCO)CC(N)=O;0;247.116820644;-3.2103999999999973;5.0;4.0
7821;CC(N)C(=O)NC(C#N)CO;0;157.085126592;-1.6657199999999988;4.0;3.0
7822;N#CC(C(O)CO)N(CCC(N)=O)C(N)=O;0;230.101504928;-2.5121199999999995;5.0;4.0
7823;NC(=O)C=CNC(CO)C(N)=O;0;173.080041212;-2.5787999999999998;4.0;4.0
7824;N#CCN(CC(N)=O)C(=O)C(N)CO;0;200.090940244;-2.8565199999999984;5.0;3.0
7825;CCN(CC#N)C(=O)CNC(=S)CNC(=N)N;0;256.110630132;-1.2414499999999977;4.0;4.0
7826;CCN(C(=O)C(C)N)C(Cc1ccccc1)C(N)=O;0;263.163376912;0.2787000000000007;3.0;2.0
7827;C=CC(C#N)NC(=O)CN=CCCC#N;0;204.101111004;0.5553599999999999;4.0;1.0
7828;CC(O)C(=O)NCC(=O)N(CCC#N)C(C)C#N;0;252.122240372;-0.862239999999999;5.0;2.0
7829;N#CCN(C(=O)CN1CCC(N)=NC1=O)C(C#N)CO;0;278.11273830799996;-1.5940399999999981;6.0;2.0
7830;N#CCN(CC(N)=O)C(=O)CNC(=O)CN=C(CO)CO;0;299.12296864399997;-3.6343199999999976;7.0;4.0
7831;NC(=O)C(N=CCCc1ccccc1)C(=O)O;0;234.100442308;0.6284999999999996;3.0;2.0
7832;N#CCCN(CC(N)=O)CC(=O)Nc1[nH]cnc1C(=O)O;0;294.10765292799994;-1.2526199999999987;6.0;4.0
7833;O=C(O)Cc1nc[nH]c1NC(CO)C(O)CO;0;245.10117058;-1.8371999999999993;6.0;6.0
7834;N#CCCNC(=O)CNC(C#N)C(O)CO;0;226.106590308;-2.148739999999998;6.0;4.0
7835;COC(=O)CCNC(C#N)CCC(C#N)(C#N)NC(N)=O;0;292.12838837199996;-0.7342599999999992;7.0;3.0
7836;CC(C#N)N(C(=O)CNC=O)C(C#N)CC#N;0;233.091274592;-0.7210599999999998;5.0;1.0
7837;O=C(NC(CO)CO)C(O)Cc1ccccc1;0;239.115758024;-0.9405999999999994;4.0;4.0
7838;CCN(CC(=O)N(CC#N)CC#N)C(=N)N;0;222.12290906799998;-0.9224699999999988;4.0;2.0
7839;COC(=O)CCNC(=O)CN(CC#N)CCC#N;0;252.122240372;-0.5950399999999987;6.0;1.0
7840;CSCCC(=O)N(CC(N)=O)C(C#N)CNC(=N)N;0;286.121194816;-1.5713499999999971;5.0;4.0
7841;N#CCCN(CCc1ccccc1)C(C#N)CC#N;0;252.13749651199998;2.2506400000000006;4.0;0.0
7842;CCN(CCC#N)C(=O)CN(CC#N)CCC#N;0;247.14331016399998;0.48783999999999983;5.0;0.0
7843;CCN(C=O)CC(=O)NC(C#N)Cc1ccccc1;0;259.132076784;0.7157800000000001;3.0;1.0
7844;C=C(C=NCC(=O)NCC(=O)NCC#N)c1ccccc1;0;284.127325752;0.5265800000000003;4.0;2.0
7845;CC(NC(=O)CCN(CCC#N)C(N)=O)C(N)=O;0;255.133139404;-1.3391199999999976;4.0;3.0
7846;O=C(O)CNc1[nH]cnc1CO;0;171.064391148;-0.6015000000000004;4.0;4.0
7847;CC(C)=NCC(=O)N(CCC(N)=O)CC(N)=O;0;242.137890436;-1.3434999999999984;4.0;2.0
7848;CC(O)C(=O)NCC(=O)NCC(=O)NCCC(N)=O;0;274.127719676;-3.4087999999999976;5.0;5.0
7849;CCN(C=CC#N)CC(=O)N(CC#N)CCC#N;0;245.12766009999999;0.61144;5.0;0.0
7850;N#CCCC(C#N)N=CC(=O)CCO;0;193.085126592;0.20466;5.0;1.0
7851;C=CC(C#N)NC(=O)C(Cc1ccccc1)N=CC(C)=O;0;283.132076784;1.4518799999999998;4.0;1.0
7852;O=C(O)CCN(CCO)c1[nH]cnc1C(=O)O;0;243.085520516;-0.6187000000000002;5.0;4.0
7853;NC1=NC(=O)N(CC(=O)N(CCC(=O)O)c2ncco2)C1;0;295.091668516;-0.724899999999999;6.0;2.0
7854;O=C(O)CNC(=O)CNCC(O)C(O)C(O)CO;0;266.11140091600004;-4.1481999999999974;7.0;7.0
7855;CC(=O)C(C#N)Nc1[nH]c(=O)[nH]c1C#N;0;205.059974464;-0.5322400000000005;5.0;3.0
7856;CC(C#N)N=CC(CO)(CO)CC(C#N)(C#N)NC(N)=O;0;292.12838837199996;-1.215359999999999;7.0;4.0
7857;N#CCCCNCC(=O)NCC(=O)N(CC#N)CCC#N;0;290.14912381600004;-0.7381599999999982;6.0;2.0
7858;N#Cc1nc[nH]c1NC(C#N)CCC(C#N)(C#N)NC(N)=O;0;297.108655972;-0.18008000000000035;7.0;4.0
7859;NC(=O)CNC(=O)CCNC(CO)C(=O)O;0;233.10117058;-2.986899999999998;5.0;5.0
7860;O=CN(CC(=O)O)c1ncco1;0;170.032756672;-0.27800000000000047;4.0;1.0
7861;N=C(N)NCC(=O)NCCC(=O)Nc1ncc(CO)o1;0;284.123302992;-1.9052299999999998;6.0;6.0
7862;N#CC(CNC(=N)N)N=C(CO)C(O)C(O)C(O)CO;0;289.138618708;-4.130049999999997;8.0;8.0
7863;N#CC(CO)(N=CC(=O)Cc1ccccc1)C(O)CO;0;276.111006992;-0.5231200000000003;6.0;3.0
7864;N=C(N)n1cnc(C(=O)O)c1N(CC(=O)O)C(N)=O;0;270.07126741999997;-1.7074299999999996;6.0;5.0
7865;CC(O)(CO)C(C=O)CNC(=N)N;0;189.11134134;-1.972129999999999;4.0;5.0
7866;NC(=O)C(NCCC(=O)O)C(O)CO;0;206.090271548;-2.742199999999999;5.0;5.0
7867;CC(NC(N)=O)C(=O)OCC(NC(N)=O)C(N)=O;0;261.10731858;-2.891399999999998;5.0;5.0
7868;NC(=O)CCNC(Cc1ccccc1)C(=O)O;0;236.116092372;0.14729999999999993;3.0;3.0
7869;NCC(=O)N(CCC(N)=S)CC(=O)NCC(N)=O;0;275.105210404;-2.9485999999999972;5.0;4.0
7870;c1ccc(CCNc2ncco2)cc1;0;188.094963004;2.3292;3.0;1.0
7871;N#CCNC(Cc1ccccc1)C(=O)NC(C#N)CC#N;0;281.1276601;0.6329400000000001;5.0;2.0
7872;NC(=O)Nc1[nH]cnc1C(O)CO;0;186.07529018;-1.0740000000000003;4.0;5.0
7873;NCC(=O)N(CCC(N)=S)CC(=O)NCC(N)=S;0;291.082366784;-2.1477999999999975;5.0;4.0
7874;N#CCCNC(=S)CC(O)C(=S)NCCC#N;0;270.060903068;0.39875999999999995;5.0;3.0
7875;CC(O)C(C#N)NC(=O)CN(CC#N)C(=N)NC(=N)N;0;280.139621752;-2.3809999999999976;6.0;6.0
7876;NC(=O)CC(NC(C(N)=S)C(O)CO)C(N)=O;0;264.089225992;-3.686799999999997;6.0;6.0
7877;N#CCCN(CCC#N)C(=O)CNC(=O)CNCC#N;0;276.133473752;-1.1282599999999983;6.0;2.0
7878;N=C(N)NCC=NC(C(N)=O)C(=O)O;0;201.086189212;-2.5212299999999983;4.0;5.0
7879;CCN(C(=O)CCNC(N)=O)C(C#N)Cc1ccccc1;0;288.15862588;1.0281800000000008;3.0;2.0
7880;CC(O)c1nc(N)nc(N(CCO)C(C#N)CC#N)n1;0;277.12872272000004;-0.8883399999999999;9.0;3.0
7881;C=CC=NCC(=O)N(CCC#N)CCC(N)=O;0;236.127325752;-0.13912000000000002;4.0;1.0
7882;C=CC=NC(C#N)C(C)O;0;138.07931294;0.5161799999999999;3.0;1.0
7883;N#CC(Cc1ccccc1)NC(=O)CNC(N)=O;0;246.111675688;-0.09422000000000008;3.0;3.0
7884;CC(CO)=NCC(=O)N(CCC#N)CC(=O)O;0;241.10625596;-0.7335199999999995;5.0;2.0
7885;CC(C(=O)O)N(C(=N)N)C(CC(=O)O)C(=O)O;0;247.080435136;-1.4171299999999984;4.0;5.0
7886;N#CC=CN(CCC#N)c1[nH]cnc1CC(=O)O;0;245.091274592;0.7941599999999999;5.0;2.0
7887;CC(CO)=Nc1nc(=O)[nH]c2[nH]c(=O)[nH]c12;0;223.070539148;-0.9758000000000002;5.0;4.0
7888;C=CC(C#N)NCCCC(C#N)(C#N)N(CCC#N)C(N)=O;0;299.149458164;0.5147200000000004;6.0;2.0
7889;CC(C=NCC(=O)N(CC(N)=O)C(C)C#N)NC(=N)N;0;281.16002284800004;-1.8452499999999974;5.0;4.0
7890;N#CC(O)C(O)C(O)Cc1ccccc1;0;207.089543276;-0.16462;4.0;3.0
7891;N#CCCN(CCC(N)=O)C(=O)CNC=CC(N)=O;0;267.133139404;-1.8073199999999972;5.0;3.0
7892;C=CC(C#N)N(CCC(=O)O)C(N)=O;0;197.080041212;-0.08001999999999987;3.0;2.0
7893;O=C(O)C(Cc1ccccc1)NC(C(=O)O)C(O)CO;0;283.105587264;-0.9216999999999997;5.0;5.0
7894;O=CC(O)C(O)C(O)C(O)Cc1ccccc1;0;240.099773612;-1.1284000000000003;5.0;4.0
7895;CC(=O)C(C#N)NCC(=O)NC(CC(N)=O)C(N)=O;0;269.11240396;-3.097319999999997;6.0;4.0
7896;CC(C#N)N(CCC(=O)NC(CC(N)=O)C(N)=O)C(=N)N;0;297.15493746800007;-2.670449999999997;5.0;5.0
7897;NC(=O)CCN(CC(=O)O)C(CO)C(N)=O;0;233.10117058;-2.905399999999998;5.0;4.0
7898;CC(C=O)Nc1[nH]c(=O)[nH]c1C=O;0;183.064391148;-0.4852000000000003;4.0;3.0
7899;CSCCC(C#N)NC(C#N)C(=O)O;0;213.057197592;0.19805999999999968;5.0;2.0
7900;O=C(C=NC(CO)C(=O)O)CCO;0;189.063722452;-1.5458000000000003;5.0;3.0
7901;COC(=O)CCN(C(=O)CN)C(CC(=O)O)C(=O)O;0;276.095750852;-1.7352999999999978;6.0;3.0
7902;C=Cc1nc(N)nc(NCC(=O)N(CCO)CC(=O)O)n1;0;296.123302992;-1.5857999999999983;8.0;4.0
7903;CCN(CCC#N)C(=O)CCN(CC(N)=O)C(N)=O;0;269.148789468;-0.9953199999999973;4.0;2.0
7904;CC=NCC(=O)N(CCC#N)CC(=O)NCC#N;0;249.12257472;-0.5408399999999991;5.0;1.0
7905;N#CCN(CCC(=O)O)C(=O)CN=CCNC(=N)N;0;268.128388372;-1.6328499999999977;5.0;4.0
7906;N#CC(CO)N(CC(=O)NCC(N)=O)C(=O)CNC(=N)N;0;299.13420202400005;-4.215949999999998;6.0;6.0
7907;N#CCNC(=O)CNC(=O)CN=CC(=O)CCO;0;254.101504928;-2.2353199999999984;6.0;3.0
7908;NC(=O)CN(Cc1nc(N)nc(NCC(=O)O)n1)C(N)=O;0;298.113800928;-2.6837;8.0;5.0
7909;N#CCN(CC(=O)N(CCO)c1cc[nH]c(=O)n1)C(N)=O;0;294.107652928;-2.000519999999999;6.0;3.0
7910;N#CCN(CC(=O)O)C(=O)CNC(C#N)C(O)CO;0;270.09641954800003;-2.7418399999999976;7.0;4.0
7911;NCC(=O)N(CC(=O)O)CC(O)C(O)CO;0;236.100836232;-3.4275999999999986;6.0;5.0
7912;N#CCCN(CCC(N)=O)c1c(C(N)=O)ncn1C(=N)N;0;292.13962175200004;-1.6809499999999984;7.0;4.0
7913;NC1=NC(=O)N(CC(=O)Nc2[nH]c(=O)[nH]c2C(=O)O)C1;0;282.07126741999997;-1.8675000000000002;5.0;5.0
7914;O=C(C(O)CO)C(O)C(O)C(O)C(O)CO;0;240.08451747200002;-4.655399999999995;8.0;7.0
7915;N=C(N)NC(CC(O)C(N)=S)C(O)C(N)=S;0;265.06671672;-2.4778299999999986;5.0;7.0
7916;CC(C#N)NCCC(=O)N(CCC#N)CCC#N;0;247.14331016399998;0.5341400000000001;5.0;1.0
7917;NC=Nc1cc[nH]c(=O)n1;0;138.054160812;-0.6116000000000001;3.0;2.0
7918;N#CCCN(C(=O)CN)C(C#N)CO;0;196.096025624;-1.4281399999999986;5.0;2.0
7919;N#CC=CN(CCC(N)=O)CC(=O)O;0;197.080041212;-0.7143199999999992;4.0;2.0
7920;CCN(CCC#N)C(=O)c1nc[nH]c1N(CC#N)CCC#N;0;299.149458164;1.0291400000000002;6.0;1.0
7921;NC(=O)COC(=O)CNC(N)=O;0;175.059305768;-2.3167999999999997;4.0;3.0
7922;CC(N)C(=O)N(CC(=O)NCC#N)CC(O)CO;0;258.132805056;-2.8448199999999972;6.0;4.0
7923;O=CN(CC(O)C(O)CO)c1ncnc2[nH]cnc12;0;267.096753896;-1.9702000000000004;7.0;4.0
7924;CC(C(N)=O)N(C=CC#N)CCC#N;0;192.101111004;0.11315999999999993;4.0;1.0
7925;CC=NCC(=O)N(CCC#N)C(C#N)Cc1ccccc1;0;282.148061196;1.9542599999999999;4.0;0.0
7926;CC(CO)=Nc1[nH]cnc1CC#N;0;178.08546094;0.5604799999999999;4.0;2.0
7927;N#CCC(C#N)Nc1nc(N)nc(CCNC(N)=O)n1;0;275.124306036;-1.1176400000000002;8.0;4.0
7928;N#CC(CO)NC(=O)CNC(=O)CN1CC(N)=NC1=O;0;282.107652928;-3.103919999999998;6.0;4.0
7929;CC(C=NCC(=O)N(CCC#N)CC(=O)O)NC(=N)N;0;282.144038436;-1.2443499999999972;5.0;4.0
7930;N#CCNC(=O)CNC(=S)CNc1[nH]cnc1C(=O)O;0;296.06915924399993;-0.9234199999999999;6.0;5.0
7931;CC(C#N)N(CCC#N)CC(=O)N(CC#N)CC(=O)O;0;277.11748934;-0.4490599999999992;6.0;1.0
7932;N#CCCN(C(=O)CNC(N)=O)C(CO)C(N)=O;0;257.11240396;-2.756819999999998;5.0;4.0
7933;CC(C)=Nc1nc(=O)[nH]c2[nH]cnc12;0;191.080709908;0.7585;4.0;2.0
7934;COC(=O)C(=O)C(=CCCc1ccccc1)c1ccccc1;0;294.125594436;3.4449000000000023;3.0;0.0
7935;N#CCCN=C(C#N)c1nc[nH]c1N=C(N)C#N;0;240.08719225599998;0.14834000000000008;6.0;2.0
7936;CSCCC(=O)OCC(C#N)N(CC(N)=O)C(N)=O;0;288.08922599199997;-0.9591199999999982;6.0;2.0
7937;N#CCN(CC#N)C(=O)CNC(=N)NC(=N)N;0;236.11340700399998;-2.130399999999999;5.0;5.0
7938;N#CCCN(C(=O)CN=CC(=O)CCO)C(C#N)CC#N;0;289.11748934;-0.44315999999999955;7.0;1.0
7939;NC(=O)CNCC(=O)NC(Cc1ccccc1)C(=O)O;0;279.121906024;-1.1265999999999983;4.0;4.0
7940;N#CCNC(=O)CNC(=O)CCN(CC(=O)O)C(=N)N;0;284.123302992;-2.5874499999999987;5.0;5.0
7941;COC(=O)CCN(CCC#N)C(=N)NC(=N)N;0;240.133473752;-0.8169799999999985;5.0;4.0
7942;N#CC(C#N)N=CC(O)C(O)CO;0;183.064391148;-1.8129400000000002;6.0;3.0
7943;N#CCC(C#N)N(CC#N)C(=O)CNCCO;0;235.106924656;-1.273659999999999;6.0;2.0
