"cluster_id";"is_centroid";"smiles"
0;0;"CC(NC(=O)CN(CC#N)C(N)=O)C(N)=O"
0;0;"CC(C#N)N(CC#N)C(=O)CCN(CC#N)C(N)=O"
0;0;"CC(=O)C=NCC(=O)N(CC#N)CC(=O)NCC#N"
0;0;"N#CCN(C=O)CC(=O)NCC(=O)N(CC#N)CC(=O)O"
0;0;"N#CCN(CC(N)=O)C(=O)CNC(=O)CN=CC(=O)O"
0;0;"N#CCCNC(=O)CN(CC(=O)NCCC#N)C(N)=O"
0;0;"NC(=O)CCNC(=O)CCN(CC(N)=O)C(N)=O"
0;0;"N#CCCN(CC(=O)NCC#N)C(=O)CNC=CC(N)=O"
0;0;"COC(=O)CCN(CC(=O)N(CC#N)CCC#N)C(N)=O"
0;0;"N#CCCC(C#N)NC(=O)CCN(CC(N)=O)C(N)=O"
0;0;"CC(C#N)N(CCC#N)C(N)=O"
0;0;"CC(NC(=O)CN(CCC#N)C(N)=O)C(=O)OCC(N)=O"
0;0;"CC(NC(=O)CN(CC#N)C(=O)CNC(N)=O)C(=O)O"
0;0;"CCN(CC#N)C(=O)CNC(=O)CCN(CC#N)C(N)=O"
0;0;"CC(NC(=O)CCN(CC(=O)NCC#N)C(N)=O)C(N)=O"
0;0;"N#CCN(CC#N)C(=O)CNC(=O)CNC=CC(N)=O"
0;0;"N#CCCC(C#N)NC(=O)CN(CCC#N)C(N)=O"
0;0;"N#CCCN1CCC(=O)NC1=O"
0;0;"NCC(=O)NCC(=O)N(CCC(N)=O)CC(N)=O"
0;0;"N#CCCNC(=O)CN(CCC#N)C(=O)CN"
0;0;"N#CCCN(CCC(=O)OCC(N)=O)C(=O)CNC=O"
0;0;"CC(O)C(=O)NCC(=O)N(CC#N)C(C)C#N"
0;0;"N#CCN(C=O)CCC(=O)NCC(=O)N(CC#N)CCO"
0;0;"N#CCN(CC(N)=O)C(=O)C(=O)N(CC#N)CC(N)=O"
0;0;"N#CCCN(CC(=O)NCC#N)C(=O)CNC=O"
0;0;"N#CCCNC(=O)CN(CC#N)C(=O)CCNC(N)=O"
0;0;"NC(=O)CCNC(=O)CN(CC(N)=O)C(N)=O"
0;0;"N#CCCN(CCC(N)=O)C(=O)CCN(CC#N)C(N)=O"
0;0;"CCN(CC(N)=O)C(=O)CNC(=O)CNC(N)=O"
0;0;"N#CCCNC(=O)CNC(=O)CN(CC#N)C(=O)CN"
0;0;"CCN(C(=O)CNC(N)=O)C(CC(N)=O)C(N)=O"
0;0;"N#CCC(C#N)NC(=O)CN(CCC(N)=O)C(N)=O"
0;0;"N#CCCNC(=O)CN(CC#N)C(N)=O"
0;0;"COC(=O)CCNC(=O)CN(CCC#N)C(N)=O"
0;0;"CC(N)C(=O)NCC(=O)NCC(=O)N(CC#N)CC(N)=O"
0;0;"N#CCCN(CC(=O)N(CCC#N)CCC(N)=O)C(N)=O"
0;0;"N#CCCNC(=O)CCN(CC(=O)NCCC#N)C(N)=O"
0;0;"CC(C#N)N(CCC(=O)NCC(=O)NCCC#N)C(N)=O"
0;0;"N#CCN(CC#N)C(=O)CNC(=O)CCNC(N)=O"
0;0;"N#CCCNC(=O)CN(CCC#N)C(=O)CNC(=O)CN"
0;0;"N#CCN(CC(=O)NCC(=O)NCC(N)=O)C(=O)CN"
0;0;"CC(O)C(=O)NCC(=O)N(CC#N)CC(N)=O"
0;0;"N#CCCN(CCC#N)C(=O)CCNC(=O)CNC(N)=O"
0;0;"CC(O)CNCC(=O)NCC(=O)N(CC#N)CCC#N"
0;0;"CCN(CCC#N)C(=O)CNC=O"
0;0;"N#CCCN(CCO)C(=O)CNC(N)=O"
0;0;"N#CCN(CCC(N)=O)C(N)=O"
0;0;"CCN(CC(N)=O)C(=O)CCN(C(N)=O)C(C)C#N"
0;0;"CC(C#N)N(CC#N)C(=O)CNC(=O)CCNC(N)=O"
0;0;"CCN(CC(N)=O)C(=O)CNC(N)=O"
0;0;"CCN(CC#N)C(=O)CCN(C=O)CC(=O)NCCC#N"
0;0;"COC(=O)C(C)NC(=O)CN(CCC#N)C(N)=O"
0;0;"CC=NCC(=O)NCC(=O)N(CC#N)CC(N)=O"
0;0;"N#CCN(CC(N)=O)C(=O)CNC(=O)CN"
0;0;"CC(C#N)NC(=O)CCN(CC(=O)NCC(N)=O)C(N)=O"
0;0;"N#CCN(CCC(N)=O)C(=O)CN(CCC(N)=O)C(N)=O"
0;0;"N#CCCN(CC(N)=O)C(=O)CN(CC#N)C(N)=O"
0;0;"N#CCCN(CCC(=O)O)C(=O)CNC(=O)CNC(N)=O"
0;0;"CCN(CCC#N)C(=O)CNC(=O)CNC(=N)NC(=N)N"
0;0;"N#CCCN(CC(N)=O)C(=O)CNC(=O)CNC(=O)CN"
0;0;"N#CCCN1CCC(=O)NCC1=O"
0;0;"CC(N)C(=O)NCC(=O)N(CC#N)CCC#N"
0;0;"N#CCCNC(=O)CCN(CC(N)=O)C(N)=O"
0;0;"CCN(C(=O)CCN(CC(N)=O)C(N)=O)C(C)C#N"
0;0;"N#CCN(CCC(=O)N(CC#N)CC#N)C(N)=O"
0;0;"CC(C#N)NC(=O)CNC(=O)CCN(CC(N)=O)C(N)=O"
0;0;"CC(C#N)N(CCC#N)C(=O)CN(CC(N)=O)C(N)=O"
0;0;"CC(C#N)N(CCC(N)=O)C(=O)CN(CCC#N)C(N)=O"
0;0;"CC(=O)C(C#N)NCC(=O)NCC(=O)N(CC#N)CC#N"
0;0;"N#CCN(CC#N)C(=O)CCN(CCC(N)=O)C(N)=O"
0;0;"CC(O)C=NCC(=O)N(CCC#N)CC(=O)NCC#N"
0;0;"N#CCCN(CC(=O)NCC(N)=O)C(N)=O"
0;0;"CCN(CC#N)C(=O)CN(CC#N)C(N)=O"
0;0;"CC(C#N)NC(=O)CN(CC(N)=O)C(N)=O"
0;0;"N#CCN(C=O)CCC(=O)NCCC(N)=O"
0;0;"CC(C#N)N(CC(=O)NCC(N)=O)C(N)=O"
0;0;"N#CCC(C#N)NC(=O)CNC(=O)CN(CC#N)C(N)=O"
0;0;"N#CCN(CC(=O)NCC(=O)NC(C#N)CO)C(N)=O"
0;0;"N#CCNC(=O)CN(CC#N)C(=O)CN"
0;0;"CC(O)C(C#N)NC(=O)CCN(CC#N)C(N)=O"
0;0;"N#CCN(CC(=O)N(CC#N)CC(N)=O)C(N)=O"
0;0;"CCN(CCC(N)=O)C(=O)CCN(C=O)CC#N"
0;0;"CCN(CC#N)C(=O)CNC(=O)CCN(C=O)C(C)C#N"
0;0;"CC(C#N)N(CCC(N)=O)C(=O)CCN(CC#N)C(N)=O"
0;0;"CC(C#N)N(C(=O)CNC(=O)CN)C(C#N)CC#N"
0;0;"N#CCCN(C(=O)CNC(=O)CN)C(CC(N)=O)C(N)=O"
0;0;"CC(=O)C=NCC(=O)N(CC#N)CC(=O)NCCC#N"
0;0;"N#CCN(CC(=O)NCC(=O)O)C(=O)CNC(=O)CN"
0;0;"C=CC=NCC(=O)N(CCC#N)CC(=O)NCC(N)=O"
0;0;"N#CCCNC(=O)CCN(C=O)C(CC(N)=O)C(N)=O"
0;0;"CCN(CC(N)=O)C(=O)CNC(=O)CCSC"
0;0;"CC(C#N)N(CC#N)C(=O)CN(CCC#N)C(N)=O"
0;0;"CSCCC(=O)NCC(=O)N(CCO)CCC#N"
0;0;"N#CCCN(CC(N)=O)C(=O)CNC(=O)CNCC#N"
0;0;"N#CCCN(CC(N)=O)C(=O)CCN(CC(N)=O)C(N)=O"
0;0;"C=CC(C#N)N(CC(=O)NCCC#N)C(=O)CNC(N)=O"
0;0;"N#CCCN(CC(=O)NCC#N)C(N)=O"
0;0;"COC(=O)CCN(CC(=O)NCC#N)C(=O)CNC(N)=O"
0;0;"N#CCCN(CC(=O)N(CCC(N)=O)CC(N)=O)C(N)=O"
0;0;"CCN(CC#N)C(=O)CCN(CCC(N)=O)C(N)=O"
0;0;"N#CCNC(=O)CN(CCO)C(=O)CNC(N)=O"
0;0;"N#CCCN(CCC#N)C(=O)CNC(=O)CNC(N)=O"
0;0;"N#CCCNC(=O)CN1CCC(N)=NC1=O"
0;0;"CC(N)C(=O)N(CCC#N)CC(=O)NCCC(N)=O"
0;0;"N#CCCN(CC(=O)NCCC(N)=O)C(=O)CN"
0;0;"N#CCCN(CC(=O)NCC#N)C(=O)CNC(=O)CN"
