smiles; heat of formation [kcal/mol]
N#CCCNC(=O)CCN(CC(=O)NCC(N)=O)C(N)=O;-169.53352
N#CCCNC(=O)CCN(CC(=O)NCC(=O)O)C(=N)N;-137.40367
N#CCCNC(=O)CCN(CC(=O)NCC(=O)O)C(N)=O;-214.09043
N#CCCNC(=O)CCN(CC(=O)O)C(=N)N;-91.24955
N#CCCNC(=O)CCN(CC(=O)O)C(=N)NC(=N)N;-73.98627
N#CCC(NC(=O)CCN(CC(=O)O)C(=N)N)C(=O)O;-182.34454
N#CCCNC(=O)CCN(CC(=O)O)C(N)=O;-158.71962
N#CCCNC(=O)CC(NCC(=O)O)C(=O)NCCC#N;-139.63014
N#CCCN(C=O)C(C#N)CNC(=N)N;41.15705
N#CCCNC(=O)CCNC(=N)N;-5.62849
N#CCCN(C=O)CCNC(=N)N;6.75696
N#CCCN(C(=O)CCNC(=N)N)c1cc[nH]c(=O)n1;-12.04639
N#CCCN(C(=O)CCNC(=N)N)c1ncc(CO)o1;-54.40212
N#CCCN(C(=O)CCNC(=N)N)c1ncco1;6.58799
N#CCCN(C(=O)CCNC(=N)N)c1[nH]cnc1CC#N;57.15918
N#CCCN(C(=O)CCNC(=N)N)c1[nH]cnc1C#N;70.59707
N#CCCN(C(=O)CCNC(=N)N)c1[nH]cnc1C(N)=O;-8.28672
N#CCCN(C(=O)CCNC(=N)N)c1[nH]cnc1CO;-6.28333
N#CCCN(C(=O)CCNC(=N)N)c1[nH]cnc1C(=O)O;-53.05406
N#CCCN(C(=O)CCNC(=N)N)c1[nH]c(=O)[nH]c1C#N;15.50697
N#CCCNC(=O)CCN(C(=N)N)C(CC(N)=O)C(N)=O;-100.44044
N#CCCN(C(=O)CCNC(=N)N)C(CC(N)=O)C(N)=O;-89.47151
N#CCCN(C(=O)CCNC(=N)N)C(CC(=O)O)C(=O)O;-180.09999
N#CCCNC(=O)CCN(C(=N)N)C(CC(=O)O)C(=O)O;-184.21309
N#CCCNC(=O)CCN(C(=N)N)C(C#N)CC#N;54.12247
N#CCCN(C(=O)CCNC(=N)N)C(C#N)CC#N;61.09954
N#CCCN(C(=O)CCNC(=N)N)C(C#N)CNC(=N)N;48.91214
N#CCCN(C(=O)CCNC(=N)N)C(C#N)CO;-14.82098
N#CCCNC(=O)CCN(C(=N)N)C(C#N)CO;-15.78821
N#CCCN(C(=O)CCNC(=N)N)C(C#N)C(O)CO;-60.9155
N#CCCN(C(=O)CCNC(=N)N)C(C#N)C(=O)O;-49.6334
N#CCCN(C(=O)CCNC(=N)N)C(C(N)=O)C(N)=O;-89.78979
N#CCCN(C(=O)CCNC(=N)N)C(CO)C(N)=O;-100.76522
N#CCCN(C(=O)CCNC(=N)N)C(CO)C(=O)O;-139.34802
N#CCCNC(=O)CCNC(=N)NC(=N)N;15.72701
N#CCCN(C(=O)CCNC(=N)NC(=N)N)c1ncco1;25.45272
N#CCCN(C(=O)CCNC(=N)NC(=N)N)C(C#N)CO;3.81634
N#CCCNC(=O)CCN(C(=N)NC(=N)N)C(C#N)CO;9.0057
N#CCCNC(=O)CC(NC(=N)N)C(=O)NCCC#N;-29.63843
N#CCCNC(=O)CCNC(N)=O;-71.68144
N#CCCN(C(=O)CCNC(N)=O)c1cc[nH]c(=O)n1;-74.69564
N#CCCN(C(=O)CCNC(N)=O)c1ncc(CO)o1;-107.51989
N#CCCN(C(=O)CCNC(N)=O)c1ncco1;-60.12636
N#CCCN(C(=O)CCNC(N)=O)c1[nH]cnc1CC#N;0.57406
N#CCCN(C(=O)CCNC(N)=O)c1[nH]cnc1C#N;3.04639
N#CCCN(C(=O)CCNC(N)=O)c1[nH]cnc1C(N)=O;-75.26818
N#CCCN(C(=O)CCNC(N)=O)c1[nH]cnc1CO;-73.6597
N#CCCN(C(=O)CCNC(N)=O)c1[nH]cnc1C(=O)O;-117.02888
N#CCCN(C(=O)CCNC(N)=O)c1[nH]c(=O)[nH]c1C#N;-56.86558
N#CCCN(C(=O)CCNC(N)=O)C(CC(N)=O)C(N)=O;-159.71009
N#CCCNC(=O)CCN(C(N)=O)C(CC(N)=O)C(N)=O;-170.14057
N#CCCNC(=O)CCN(C(N)=O)C(C#N)CC#N;-3.40396
N#CCCN(C(=O)CCNC(N)=O)C(C#N)CC#N;-4.37515
N#CCCN(C(=O)CCNC(N)=O)C(C#N)CNC(=N)N;-20.57926
N#CCCN(C(=O)CCNC(N)=O)C(C#N)CO;-83.96441
N#CCCNC(=O)CCN(C(N)=O)C(C#N)CO;-87.2327
N#CCCN(C(=O)CCNC(N)=O)C(C#N)C(O)CO;-134.8934
N#CCCN(C(=O)CCNC(N)=O)C(C#N)C(=O)O;-117.0346
N#CCCN(C(=O)CCNC(N)=O)C(C(N)=O)C(N)=O;-150.345
N#CCCN(C(=O)CCNC(N)=O)C(CO)C(N)=O;-159.36442
N#CCCN(C(=O)CCNC(N)=O)C(CO)C(=O)O;-205.28045
N#CCCNC(=O)CC(NC(N)=O)C(=O)NCCC#N;-97.92581
N#CCCN(C=O)C(C#N)CO;-27.33483
N#CCCN(C=O)C(C#N)C(O)Cc1ccccc1;-11.388
N#CCCNC(=O)CCN(C=O)CCC#N;-35.24822
N#CCCNC(=O)CCN(C=O)CCC(N)=O;-117.73413
N#CCCNC(=O)CCN(C=O)C(CC(N)=O)C(N)=O;-155.74837
N#CCCNC(=O)CCN(C=O)CCC(=O)O;-160.82544
N#CCCNC(=O)CCN(C=O)C(CC(=O)O)C(=O)O;-244.26584
N#CCCNC(=O)CCN(C=O)CC#N;-28.30854
N#CCCN(C(=O)CCN(C=O)CC#N)c1ncco1;-25.07734
N#CCCN(C(=O)CCN(C=O)CC#N)c1[nH]cnc1C#N;45.45863
N#CCCNC(=O)CCN(C=O)C(C#N)Cc1ccccc1;-12.43481
N#CCCNC(=O)CCN(C=O)C(C#N)CC#N;-3.91124
N#CCCN(C(=O)CCN(C=O)CC#N)C(C#N)CC#N;35.93886
N#CCC(NC(=O)CCN(C=O)C(C#N)CC#N)C(N)=O;-47.83715
N#CCCN(C(=O)CCN(C=O)CC#N)C(C#N)CO;-42.53053
N#CCCN(C(=O)CCN(C=O)CC#N)C(C#N)C(=O)O;-73.85335
N#CCCN(C(=O)CCN(C=O)CC#N)C(CO)C(N)=O;-117.22095
N#CCCN(C(=O)CCN(C=O)CC#N)C(CO)C(=O)O;-161.04296
N#CCCNC(=O)CCN(C=O)C(C#N)CO;-76.60921
N#CCCNC(=O)CCN(C=O)CC(N)=O;-114.53101
N#CCCN(C(=O)CCN(C=O)CC(N)=O)c1ncco1;-100.60268
N#CCCN(C(=O)CCN(C=O)CC(N)=O)C(C#N)CO;-125.75971
N#CCCNC(=O)CCN(C=O)CC(=O)NCCC#N;-90.72981
N#CCCNC(=O)CCN(C=O)CC(=O)NCC#N;-76.90553
N#CCCNC(=O)CCN(C=O)CC(=O)NCC(N)=O;-150.51484
N#CCCNC(=O)CCN(C=O)CC(=O)NCC(=O)O;-193.62456
N#CCCNC(=O)CCN(C=O)CC(=O)O;-149.78977
N#CCCN(C(=O)CCN(C=O)CC(=O)O)c1ncco1;-143.08062
N#CCCN(C(=O)CCN(C=O)CC(=O)O)C(C#N)CO;-167.01511
N#CCCNC(=O)CCN(C(=O)CN)C(C#N)CC#N;-0.80153
N#CCCNC(=O)CCN(C(=O)CN)C(C#N)CO;-82.40625
N#CCCNC(=O)CCNC(=O)CNC(=N)N;-46.72646
N#CCCNC(=O)CCNC(=O)CNC(=N)NC(=N)N;-28.31114
N#CCC(NC(=O)CCNC(=O)CNC(=N)N)C(N)=O;-103.14249
N#CCCNC(=O)CCNC(=O)CNC(N)=O;-118.18388
N#CCC(NC(=O)CCNC(=O)CNC(N)=O)C(N)=O;-167.4559
N#CCCNC(=O)CCN(C(=O)C(N)CO)C(C#N)CO;-128.59436
N#CCCN(C=O)C(C#N)C(O)CO;-72.25537
N#CCCN(C=O)C(C#N)C(O)C(O)CO;-126.70283
N#CCCN(C=O)C(C#N)C(=O)O;-62.54635
N#CCCN(C=O)CC(N)=O;-57.23816
N#CCCN(C=O)C(C(N)=O)C(N)=O;-96.87959
N#CCCN(C=O)CCO;-60.98401
N#CCCN(C=O)CC(O)Cc1ccccc1;-46.93389
N#CCCN(C=O)C(CO)C(N)=O;-102.78885
N#CCCN(C=O)CC(O)CO;-110.97779
N#CCCN(C=O)CC(O)C(O)CO;-162.72057
N#CCCNC(=O)CC(=O)C(=O)NCCC#N;-69.01253
N#CCCNC(=O)CC(O)C(=O)NCCC#N;-94.59317
N#CCCN(C=O)C(CO)C(=O)O;-148.6812
N#CCCN(C=O)CC(=O)N(CCC#N)CCC#N;-1.89301
N#CCCN(C=O)CC(=O)N(CCC#N)C(C#N)CC#N;34.77554
N#CCCN(C=O)CC(=O)N(CCC#N)CC(N)=O;-75.34165
N#CCCN(C=O)CC(=O)N(CCC#N)CC(=O)O;-117.11768
N#CCCN(C=O)CC(=O)NCCC(N)=O;-108.45431
N#CCCN(C=O)CC(=O)N(CCC(N)=O)CC(N)=O;-152.31702
N#CCCN(C=O)CC(=O)N(CCC(N)=O)CC(=O)O;-193.04443
N#CCCN(C=O)CC(=O)NC(CC(N)=O)C(N)=O;-149.96846
N#CCCN(C=O)CC(=O)NCCC(=O)O;-154.31824
N#CCCN(C=O)CC(=O)N(CCC(=O)O)CC(=O)O;-238.54774
N#CCCN(C=O)CC(=O)NC(CC(=O)O)C(=O)O;-239.41655
N#CCCN(C=O)CC(=O)NCC#N;-24.68765
N#CCCN(C=O)CC(=O)NC(C#N)Cc1ccccc1;-8.48221
N#CCCN(C=O)CC(=O)N(CC#N)CCc1ccccc1;-2.2503
N#CCCN(C=O)CC(=O)N(CC#N)CCC#N;4.42756
N#CCCN(C=O)CC(=O)NC(C#N)CC#N;0.54815
N#CCCN(C=O)CC(=O)N(CC#N)CC#N;13.42503
N#CCCN(C=O)CC(=O)N(CC#N)C(C#N)CC#N;43.56881
N#CCCN(C=O)CC(=O)N(CC#N)CC(N)=O;-64.13109
N#CCCN(C=O)CC(=O)N(CC#N)CC(=O)O;-104.12424
N#CCCN(C=O)CC(=O)NC(C#N)CO;-76.05543
N#CCCN(C=O)CC(=O)NCC(N)=O;-102.46978
N#CCCN(C=O)CC(=O)N(CC(N)=O)CC(N)=O;-141.79833
N#CCCN(C=O)CC(=O)N(CC(N)=O)CC(=O)O;-186.04724
N#CCCN(C=O)CC(=O)NCC(=O)NCC#N;-65.94956
N#CCCN(C=O)CC(=O)NCC(=O)N(CC#N)CC#N;-30.66622
N#CCCN(C=O)CC(=O)NCC(=O)NC(C#N)CC#N;-39.72869
N#CCCN(C=O)CC(=O)NCC(=O)NCC(N)=O;-144.53821
N#CCCN(C=O)CC(=O)NCC(=O)NCC(=O)O;-189.01338
N#CCCN(C=O)CC(=O)NCC(=O)O;-146.04079
N#CCCN(C=O)CC(=O)N(CC(=O)O)CC(=O)O;-227.57238
N#CCCN(C=O)CC(=O)O;-98.82774
N#CCCNC(=O)CN;-15.89699
N#CCCNC(=O)CN1CCC(N)=NC1=O;-41.31336
N#CCCN(C(=O)CN1CCC(N)=NC1=O)c1ncco1;-32.78009
N#CCCN(C(=O)CN1CCC(N)=NC1=O)C(C#N)CO;-55.53384
N#CCCNC(=O)CN1CCC(=O)NCC1=O;-103.83635
N#CCCNC(=O)CN1CC(N)=NC1=O;-34.52364
N#CCCN(C(=O)CN1CC(N)=NC1=O)c1ncco1;-22.03062
N#CCCN(C(=O)CN1CC(N)=NC1=O)C(C#N)CC#N;34.73647
N#CCCN(C(=O)CN1CC(N)=NC1=O)C(C#N)CO;-43.97015
N#CCCN(C(=O)CN1CC(N)=NC1=O)C(C#N)C(=O)O;-76.67827
N#CCCN(C(=O)CN1CC(N)=NC1=O)C(CO)C(N)=O;-121.30648
N#CCCN(C(=O)CN1CC(N)=NC1=O)C(CO)C(=O)O;-172.76196
N#CCC(NC(=O)CN1CC(N)=NC1=O)C(N)=O;-77.74551
N#CCCNC(=O)CNc1nc(N)nc(CNC(N)=O)n1;-19.5972
N#CCCNC(=O)C(N)Cc1ccccc1;-1.24809
N#CCCN(C(=O)C(N)Cc1ccccc1)C(C#N)CC#N;62.87744
N#CCCN(C(=O)C(N)Cc1ccccc1)C(C#N)CO;-14.75771
N#CCCNC(=O)CNCCc1ccccc1;-1.13059
N#CCCNC(=O)CN=CCc1ccccc1;16.52106
N#CCCN(C(=O)CN=CCc1ccccc1)C(C#N)CO;10.46565
N#CCCNC(=O)CN(CCc1ccccc1)C(=N)N;20.90016
N#CCCN(C(=O)CN)C(Cc1ccccc1)C(N)=O;-41.48425
N#CCCNC(=O)CN(CCc1ccccc1)C(N)=O;-43.8352
N#CCCNC(=O)CN(CCc1ccccc1)C(=O)CN;-42.08475
N#CCCNC(=O)CN=C(Cc1ccccc1)C(=O)O;-69.8484
N#CCCN(C(=O)CN)C(Cc1ccccc1)C(=O)O;-84.87632
N#CCCNC(=O)CN=CCc1cnc[nH]1;25.88355
N#CCCN(C(=O)CN=CCc1cnc[nH]1)C(C#N)CC#N;89.8967
N#CCCN(C(=O)CN=CCc1cnc[nH]1)C(C#N)CO;15.1826
N#CCCNC(=O)CN=CCCc1ccccc1;16.65988
N#CCC(NC(=O)CN=CCCc1ccccc1)C(N)=O;-32.34085
N#CCCNC(=O)CN=CCCC1(C#N)NC(=O)N=C1N;18.32944
N#CCCNC(=O)CN=CCCC(C#N)(C#N)NC(N)=O;17.83113
N#CCCNC(=O)CNCCCC(C#N)(C#N)NC(N)=O;4.65807
N#CCCNC(=O)CN=CCCC(N)=O;-55.55839
N#CCCN(C(=O)CN=CCCC(N)=O)C(C#N)CC#N;7.3377
N#CCCN(C(=O)CN=CCCC(N)=O)C(C#N)CO;-62.49092
N#CCC(NC(=O)CN=CCCC(N)=O)C(N)=O;-101.77822
N#CCCNC(=O)CN=CC(=CCO)c1ccccc1;-15.7915
N#CCCNC(=O)CN=CCCC(=O)O;-97.21071
N#CCCN(C(=O)CN=CCCC(=O)O)C(C#N)CC#N;-28.89395
N#CCCN(C(=O)CN=CCCC(=O)O)C(C#N)CO;-105.52352
N#CCCNC(=O)CN(CCC#N)CCc1ccccc1;30.15621
N#CCCNC(=O)CN(CCC#N)CCC#N;34.83806
N#CCCNC(=O)CN(CCC#N)CCC(N)=O;-47.13449
N#CCCNC(=O)CN(CCC#N)CCC(=O)NCC#N;-8.93439
N#CCCNC(=O)CN(CCC#N)CCC(=O)O;-83.48403
N#CCCNC(=O)CN(CCC#N)C(C#N)CNC(=N)N;63.59962
N#CCCNC(=O)CN(CCC#N)CCNC(=N)N;28.08089
N#CCCNC(=O)CN(CCC#N)C(C#N)CO;-5.77468
N#CCCNC(=O)CN(CCC#N)C(C#N)C(O)CO;-48.03467
N#CCCNC(=O)CN(CCC#N)C(C#N)C(=O)O;-48.24793
N#CCCNC(=O)CN(CCC#N)CC(N)=O;-35.29049
N#CCCNC(=O)CN(CCC#N)CC(O)CO;-82.5656
N#CCCNC(=O)CN(CCC#N)CC(O)C(O)CO;-136.33068
N#CCCNC(=O)CN(CCC#N)CC(=O)C(=O)O;-107.65829
N#CCCNC(=O)CN(CCC#N)CC(=O)NCCC#N;-11.00353
N#CCCNC(=O)CN=CCCNC(=N)N;10.22952
N#CCCNC(=O)CN(CCC#N)C(=N)N;30.69106
N#CCCNC(=O)CNCCCNC(=N)N;-9.72696
N#CCCN(C(=O)CN=CCCNC(=N)N)C(C#N)CO;11.88115
N#CCCNC(=O)CN(CCC#N)C(=N)NC(=N)N;44.89368
N#CCCNC(=O)CN=CC(CNC(=N)N)C(O)C(=O)O;-118.57026
N#CCCNC(=O)CN(CCC#N)C(N)=O;-36.94438
N#CCCNC(=O)CN(CCC#N)C(=O)CCNC(=N)N;-19.67934
N#CCCNC(=O)CN(CCC#N)C(=O)CCNC(N)=O;-86.82494
N#CCCNC(=O)CN(CCC#N)C(=O)CN;-38.16109
N#CCCNC(=O)CN(CCC#N)C(=O)CNCC#N;1.85325
N#CCCNC(=O)CN(CCC#N)C(=O)CN=CCO;-56.60722
N#CCCNC(=O)CN(CCC#N)C(=O)CN=CC(=O)O;-103.12986
N#CCCNC(=O)CN(CCC#N)C(=O)CNC(=N)N;-19.48118
N#CCCNC(=O)CN(CCC#N)C(=O)CNC(N)=O;-88.75546
N#CCCNC(=O)CN(CCC#N)C(=O)CNC=O;-70.11442
N#CCCNC(=O)CN(CCC#N)C(=O)C(N)CO;-78.56737
N#CCCNC(=O)CN(CCC#N)C(=O)CNC(=O)CN;-81.14806
N#CCCNC(=O)CNC=CC(N)=O;-46.76118
N#CCCNC(=O)CN(CCC(N)=O)CCC(N)=O;-111.21456
N#CCCN(C(=O)CNC=CC(N)=O)C(C#N)CC#N;12.08865
N#CCCN(C(=O)CNC=CC(N)=O)C(C#N)CO;-56.73399
N#CCCNC(=O)CN(CCC(N)=O)CC(N)=O;-118.21382
N#CCCNC(=O)CN(CCC(N)=O)C(=N)N;-47.83092
N#CCCNC(=O)CN(CCC(N)=O)C(=N)NC(=N)N;-36.66446
N#CCC(NC(=O)CN(CCC(N)=O)C(=N)N)C(N)=O;-99.84646
N#CCCN(C(=O)CN)C(CC(N)=O)C(N)=O;-110.43131
N#CCCNC(=O)CN(CCC(N)=O)C(N)=O;-121.76785
N#CCCNC(=O)CN(CCC(N)=O)C(=O)CNC(=N)N;-92.16724
N#CCCNC(=O)CN(CCC(N)=O)C(=O)CNC(N)=O;-159.8219
N#CCCNC(=O)CN=CC(CO)CNC(=N)N;-37.92134
N#CCCNC(=O)CNC(CCO)=C(O)C#N;-65.74123
N#CCCNC(=O)CN=CC(CO)(CO)CNC(=N)N;-83.31182
N#CCCNC(=O)CN(CCC(=O)NCC#N)C(=N)N;-8.36448
N#CCCNC(=O)CN(CCC(=O)NCC#N)C(N)=O;-88.64265
N#CCCNC(=O)CN(CCC(=O)NCC(N)=O)C(=N)N;-82.45939
N#CCCNC(=O)CN(CCC(=O)NCC(N)=O)C(N)=O;-159.91658
N#CCCNC(=O)CN(CCC(=O)NCC(=O)O)C(=N)N;-144.15584
N#CCCNC(=O)CN(CCC(=O)NCC(=O)O)C(N)=O;-214.28631
N#CCCNC(=O)CN=CC(CO)NC(=N)N;-24.73997
N#CCCNC(=O)CNCCC(=O)O;-111.50762
N#CCCNC(=O)CNCCC(=O)OCc1cnc[nH]1;-75.72894
N#CCCN(C(=O)CNCCC(=O)O)C(C#N)CC#N;-50.14475
N#CCCNC(=O)CNCCC(=O)OCC(N)=O;-144.86353
N#CCCNC(=O)CN(CCC(=O)OCC(N)=O)C(=N)N;-135.99746
N#CCCNC(=O)CN(CCC(=O)OCC(N)=O)C(N)=O;-204.97493
N#CCCNC(=O)CNCCC(=O)OCC(O)C(N)=O;-201.07349
N#CCCNC(=O)CN(CCC(=O)O)C(=N)N;-95.58161
N#CCCNC(=O)CN(CCC(=O)O)C(=N)NC(=N)N;-75.43067
N#CCCNC(=O)CN(CCC(=O)O)C(N)=O;-159.07609
N#CCC(NC(=O)CNCCC(=O)O)C(N)=O;-163.35894
N#CCCNC(=O)CN(CCC(=O)O)C(=O)CN;-158.18854
N#CCCNC(=O)CN(CCC(=O)O)C(=O)CNC(=N)N;-134.5377
N#CCCNC(=O)CN(CCC(=O)O)C(=O)CNC(N)=O;-202.24098
N#CCCNC(=O)CN(CCC(=O)O)C(=O)C(N)CO;-197.68301
N#CCCNC(=O)CNC(=CC(=O)O)C(=O)O;-186.53407
N#CCCN(C(=O)CN)C(CC(=O)O)C(=O)O;-196.69388
N#CCCNC(=O)CNCC#N;12.79302
N#CCCNC(=O)CNC(C#N)Cc1ccccc1;28.76274
N#CCCN(C(=O)CN)C(C#N)Cc1ccccc1;37.47968
N#CCCNC(=O)CNC(C#N)CCC#N;38.77028
N#CCCNC(=O)CN(CC#N)CCC#N;39.47928
N#CCCN(C(=O)CNCC#N)C(CC(N)=O)C(N)=O;-75.24803
N#CCCN(C(=O)CN)C(C#N)C(=CCO)c1ccccc1;10.14681
N#CCCNC(=O)CNC(C#N)C(=CCO)c1ccccc1;-4.31921
N#CCCN(C(=O)CNCC#N)C(CC(=O)O)C(=O)O;-163.8471
N#CCCN(C(=O)CN)C(C#N)CC#N;48.52689
N#CCCN(C(=O)CNCC#N)C(C#N)Cc1ccccc1;66.15416
N#CCCN(C(=O)CNCC#N)C(C#N)CC#N;82.66241
N#CCCNC(=O)CNC(C#N)CCNC(=N)N;31.66326
N#CCC(NC(=O)CNC(C#N)CCNC(=N)N)C(N)=O;-24.40526
N#CCCN(C(=O)C(N)CC#N)C(C#N)CO;-4.35012
N#CCCN(C(=O)CNCC#N)C(C#N)CO;6.92558
N#CCCNC(=O)CN(CC#N)CC(=O)C(=O)O;-103.28055
N#CCCNC(=O)CNC(C#N)CNC(=N)N;25.91679
N#CCC(NC(=O)CNC(C#N)CNC(=N)N)C(N)=O;-17.20078
N#CCCNC(=O)CN=CCNC(=N)N;16.4191
N#CCCNC(=O)CN(CC#N)C(=N)N;33.64259
N#CCCNC(=O)CNCCNC(=N)N;-5.83479
N#CCCN(C(=O)CN(CC#N)C(=N)N)c1ncco1;41.64629
N#CCCN(C(=O)CN(CC#N)C(=N)N)c1[nH]cnc1C#N;108.28797
N#CCCN(C(=O)CN(CC#N)C(=N)N)C(C#N)CC#N;100.86243
N#CCCN(C(=O)CNCCNC(=N)N)C(C#N)CC#N;70.68421
N#CCCN(C(=O)CN=CCNC(=N)N)C(C#N)CC#N;84.7075
N#CCCN(C(=O)CN(CC#N)C(=N)N)C(C#N)CO;22.45981
N#CCCN(C(=O)CN=CCNC(=N)N)C(C#N)CO;9.27789
N#CCCN(C(=O)CN(CC#N)C(=N)N)C(C#N)C(=O)O;-10.7791
N#CCCN(C(=O)CN(CC#N)C(=N)N)C(CO)C(N)=O;-53.72959
N#CCCN(C(=O)CN(CC#N)C(=N)N)C(CO)C(=O)O;-96.09884
N#CCCNC(=O)CN(CC#N)C(=N)NC(=N)N;50.85149
N#CCC(NC(=O)CN(CC#N)C(=N)NC(=N)N)C(N)=O;7.54467
N#CCCNC(=O)CN(CC#N)C(N)=O;-32.08224
N#CCCN(C(=O)CN(CC#N)C(N)=O)c1ncco1;-24.45426
N#CCCN(C(=O)CN(CC#N)C(N)=O)C(C#N)CC#N;34.9451
N#CCCN(C(=O)CN(CC#N)C(N)=O)C(C#N)CO;-42.14676
N#CCCN(C(=O)CN(CC#N)C(N)=O)C(C#N)C(=O)O;-72.77135
N#CCCN(C(=O)CN(CC#N)C(N)=O)C(CO)C(N)=O;-117.03111
N#CCCN(C(=O)CN(CC#N)C(N)=O)C(CO)C(=O)O;-162.11889
N#CCCN(C(=O)CN)C(C#N)CO;-28.2478
N#CCCNC(=O)CNC(C#N)CO;-37.34914
N#CCCN(C(=O)CN)C(C#N)C(O)Cc1ccccc1;-11.53988
N#CCCNC(=O)CNC(C#N)C(O)Cc1ccccc1;-24.50362
N#CCCN(C(=O)CNC(C#N)CO)C(C#N)CC#N;34.7825
N#CCCNC(=O)CN(CC#N)C(=O)CCNC(=N)N;-18.20006
N#CCCNC(=O)CN(CC#N)C(=O)CCNC(N)=O;-85.45779
N#CCCNC(=O)CNC(C#N)C(=O)CCO;-75.53697
N#CCC(NC(=O)CNC(C#N)C(=O)CCO)C(N)=O;-119.51384
N#CCCNC(=O)CN(CC#N)C(=O)CN;-29.59142
N#CCCNC(=O)CN(CC#N)C(=O)CNC=CC(N)=O;-61.86521
N#CCCNC(=O)CN(CC#N)C(=O)CNCC#N;3.02936
N#CCCNC(=O)CN(CC#N)C(=O)CN=CCO;-59.96702
N#CCCNC(=O)CN(CC#N)C(=O)CN=CC(O)CO;-107.48067
N#CCCNC(=O)CN(CC#N)C(=O)CN=C(CO)CO;-112.3249
N#CCCNC(=O)CN(CC#N)C(=O)CN=CC(=O)O;-96.76812
N#CCCNC(=O)CN(CC#N)C(=O)CNC(=N)N;-14.8766
N#CCCNC(=O)CN(CC#N)C(=O)CNC(N)=O;-79.80043
N#CCCNC(=O)CN(CC#N)C(=O)CNC=O;-64.1444
N#CCCNC(=O)CN(CC#N)C(=O)C(N)CO;-77.39666
N#CCCNC(=O)CN(CC#N)C(=O)CNC(=O)CN;-68.61424
N#CCCNC(=O)CN(CC#N)C(=O)CNC(=S)CO;-62.67142
N#CCCN(C(=O)CN)C(C#N)C(O)CO;-75.04111
N#CCCNC(=O)CNC(C#N)C(O)CO;-89.91464
N#CCCN(C(=O)CN)C(C#N)C(O)C(O)CO;-126.33755
N#CCCNC(=O)CNC(C#N)C(O)C(O)CO;-133.13867
N#CCCNC(=O)CNC(C#N)C(O)C(O)C(O)CO;-174.36673
N#CCCNC(=O)CNC(C#N)C(=O)O;-74.41686
N#CCCN(C(=O)CNC(C#N)C(=O)O)C(C#N)CC#N;-2.17514
N#CCCNC(=O)CN(CC(N)=O)C(=N)N;-42.20718
N#CCCN(C(=O)CN(CC(N)=O)C(=N)N)c1ncco1;-33.20915
N#CCCN(C(=O)CN(CC(N)=O)C(=N)N)C(C#N)CO;-56.69721
N#CCCNC(=O)CN(CC(N)=O)C(=N)NC(=N)N;-22.35016
N#CCC(NC(=O)CN(CC(N)=O)C(=N)N)C(=O)O;-134.53672
N#CCCNC(=O)CN(CC(N)=O)C(N)=O;-110.35454
N#CCCN(C(=O)CN(CC(N)=O)C(N)=O)c1ncco1;-99.69581
N#CCCN(C(=O)CN(CC(N)=O)C(N)=O)C(C#N)CO;-122.18787
N#CCCNC(=O)CN(CC(N)=O)C(=O)CNC(=N)N;-90.76702
N#CCCNC(=O)CN(CC(N)=O)C(=O)CNC(N)=O;-150.60403
N#CCCNC(=O)CN(CC(N)=O)C(=O)C(O)CO;-206.02065
N#CCCNC(=O)CN=CCO;-47.09135
N#CCCNC(=O)CNCCO;-63.90264
N#CCCNC(=O)CN=CC(=O)Cc1ccccc1;-10.65106
N#CCCNC(=O)CN=C(CO)Cc1ccccc1;-29.62054
N#CCCNC(=O)CN=CC(O)Cc1ccccc1;-31.68145
N#CCCNC(=O)CNC(CO)Cc1ccccc1;-48.1572
N#CCCNC(=O)CNCC(O)Cc1ccccc1;-54.67354
N#CCCNC(=O)CN(CCO)CCC#N;-35.60169
N#CCCN(C(=O)CN=CCO)C(CC(N)=O)C(N)=O;-138.3549
N#CCCN(C(=O)CN=CCO)C(CC(=O)O)C(=O)O;-218.29536
N#CCCN(C(=O)CN=CCO)C(C#N)Cc1ccccc1;4.57633
N#CCCN(C(=O)CN=CCO)C(C#N)CC#N;17.05697
N#CCCN(C(=O)CNCCO)C(C#N)CC#N;-1.87127
N#CCCN(C(=O)CN=CCO)C(C#N)CO;-59.42429
N#CCCNC(=O)CN=C(COCC(N)=O)C(=O)O;-172.48904
N#CCCNC(=O)CN=CC(=O)CCO;-86.59358
N#CCCN(C(=O)CN=CC(=O)CCO)C(C#N)CC#N;-20.78653
N#CCCN(C(=O)CN=CC(=O)CCO)C(C#N)CO;-97.97755
N#CCCNC(=O)CN=CC(=O)CC(O)CO;-135.02418
N#CCCNC(=O)CN=CC(=O)CC(O)C(O)CO;-178.5333
N#CCCNC(=O)CN=CCOCC(O)C(=O)O;-182.13933
N#CCCNC(=O)CN=CC(O)CNC(=N)N;-30.99087
N#CCCNC(=O)CN(CCO)C(=N)N;-45.58184
N#CCCNC(=O)CN(CCO)C(=N)NC(=N)N;-27.92375
N#CCCN(C(=O)CN)C(CO)C(N)=O;-102.35859
N#CCCNC(=O)CN(CCO)C(N)=O;-112.76631
N#CCC(NC(=O)CNCCO)C(N)=O;-113.12347
N#CCCNC(=O)CNCC(O)C(N)=O;-114.01732
N#CCCNC(=O)CN=C(CO)CO;-100.62135
N#CCCNC(=O)CNC(CO)CO;-118.48079
