smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
CCN(CC#N)C(=O)CNC=O;1;2
Cc1cnc(N=C(C(O)CO)C(O)CO)o1;1;0
CC(=S)NCC(=O)N(CCc1ccccc1)CC(N)=O;1;1
CC(C(=O)O)N(C(N)=O)c1[nH]cnc1C(=O)O;1;9
CC(NC(=O)CNCCC#N)C(N)=S;1;1
CC=NC(C#N)C(=CCc1ccccc1)c1ccccc1;1;1
N=C(N)NCC(N=C(CO)CO)C(N)=O;1;0
N#CCCN(CCC(=O)OCC(O)C(N)=O)C(=N)N;1;4
COC(=O)CCN(C(=O)CN=CC(C)O)C(C#N)CC#N;1;14
NC(=O)C(NC=O)C(=CCO)c1ccccc1;1;3
C=CC(C#N)N(CC#N)C(=O)CNC(=N)NC(=N)N;1;1
CCN(C(=O)C(C)O)C(C#N)Cc1ccccc1;1;7
CC(NC(=O)CNCCC#N)C(N)=O;1;13
OCC(Cc1ccccc1)=NC(CO)Cc1ccccc1;1;0
N#CCCC(C#N)NC(=O)CCN(C(=N)N)C(C#N)CO;1;3
N#CCCN(CCC#N)C(=O)CCNC(CO)C(N)=O;1;11
N#CC(CO)(N=CC(=O)O)C(O)CO;1;1
COC(=O)CCN(C=O)CC(=O)N(CCC#N)CCC#N;1;17
N#CCCN(CC#N)c1[nH]cnc1C#N;1;9
N=C(N)NCCC=NC(CO)Cc1ccccc1;1;1
N=C(N)NCCN(C(=O)CCNC(N)=O)c1ncco1;1;2
CCN(CC(N)=O)C(=O)CN=CC(=O)CC(O)CO;1;1
NCC(=O)NC(C(N)=S)C(O)CO;1;3
N#CCN(C=O)c1ncco1;1;5
NC(=O)CNC(=O)CNC(=O)CNCCO;1;10
CC(NC(=O)CCN(CCC#N)C(N)=O)C(=O)O;1;5
O=C(O)CCN(CCC(=O)O)c1ncco1;1;7
CC(NC(=O)CC(=O)C(=O)NC(C)C(=O)O)C(=O)O;1;5
N=C(N)NCC(C=NC(C(N)=O)C(O)CO)CO;1;1
CC(O)C=NCC(=O)NCC(=O)NCC(=O)O;1;1
NC(=O)CC(NCC(=S)NCCC(=O)O)C(N)=O;1;0
CC(O)CNc1[nH]c(=O)[nH]c1C(N)=O;1;6
N=C(N)NCC(=O)NC(CO)Cc1ccccc1;1;1
CC(C#N)NC(CC(=O)O)C(=O)O;5;13
NC(=O)CN(CC(N)=O)C(=O)CNCCO;2;10
CCN(CC(=O)OC(C)C(=O)SC)C(=N)N;1;0
CSC(=O)C(CCO)N=CC(O)C(O)C(C)O;1;0
N#Cc1[nH]c(=O)[nH]c1N;6;15
CC(=Nc1ncnc2[nH]c(=O)[nH]c12)C(=O)O;1;0
C=CC(Nc1[nH]cnc1CC(=O)O)C(=O)O;1;4
N#CCc1nc[nH]c1N(C(N)=O)C(C#N)C(=O)O;1;7
CC(NC(=O)CCNC(CO)C(N)=O)C(N)=O;3;9
NC(=O)CCN(CC(N)=O)CC(=O)OCc1cnc[nH]1;3;9
NC(=O)CCC=NCCC(=O)O;1;1
N#CC(CCC(C#N)NC(N)=O)NC(N)=O;1;1
CSCCC=Nc1[nH]cnc1C;1;1
CC(O)C(C#N)NC(=O)CN(CC(N)=O)C(=N)NC(=N)N;1;1
CCN(CC(N)=O)C(=O)CCN(C(=N)N)C(C)C#N;2;2
NC(=O)CNCC(=O)O;2;13
CC(O)C(=O)N(CCC#N)C(C#N)C(O)C(O)CO;1;5
O=C(O)C(N=CCc1ccccc1)C(O)CO;1;1
N#CC(CO)NC(=O)CNCCC(=O)OCc1cnc[nH]1;1;13
CC(O)C(=O)N(c1ncnc2[nH]cnc12)C(C#N)CO;1;11
N=C(N)NCC(=O)NC(C(N)=O)C(O)Cc1ccccc1;2;1
NC(=O)CCN(C=O)CCC(=O)Nc1[nH]cnc1C(=O)O;1;3
O=C(CN=CCCc1ccccc1)NC(CO)C(=O)O;1;1
N#CCN(CCC(=O)NCC(=O)O)C(=N)N;1;2
CC(C#N)N(CC#N)C(=O)CNC(=S)C(O)CO;1;1
CCN(CCC#N)C(=O)CN=C(CO)C(O)C(O)CO;1;0
N#CCCN(C(=O)CCNC(=N)N)C(C(N)=O)C(N)=O;1;2
N=C(N)NCCCNCC(=O)N(CC(=O)O)CC(=O)O;1;4
C=CC(C#N)N(CCC(N)=O)C(=O)CN(CC#N)C(N)=O;1;1
N#CC(CO)N(C=O)CCO;1;3
N#CC(CO)NC(=O)c1ncn(C(=N)N)c1NC(N)=O;1;2
N#CC(CNC(=N)N)N=CC(O)C(O)C(O)CO;1;1
CC(C)=Nc1ncc(C)o1;1;1
O=C(O)CNc1ncnc2[nH]c(=O)[nH]c12;1;6
N#CC(CO)N(C(=N)NC(=N)N)C(C#N)Cc1ccccc1;1;3
C=CC(C#N)NC(=O)CNC(=O)CCN(C=O)CCC#N;1;2
N#CC(C(O)C(O)CO)N(CC(N)=O)C(=O)C(N)CO;1;30
CC(O)C=NC(CO)Cc1ccccc1;1;1
N#CC(C(=O)O)N(C(N)=O)c1[nH]cnc1Cc1ccccc1;1;7
C=Cc1nc(NC(=N)N)nc(N(CC#N)CC(=O)O)n1;1;3
N#CC=CN(CC(=O)O)c1cc[nH]c(=O)n1;1;0
N#CCN(CC#N)C(=O)CNC(=S)C(CO)NC(N)=O;1;1
N#CCN(CCC(=O)N(CC#N)CC#N)C(=N)NC(=N)N;1;1
N#CCCN(CCC(=O)NCCC(=O)O)C(C#N)CC#N;2;8
COC(=O)CCN(CCC#N)CC(=O)OC;1;18
N#CCN(CC(N)=O)C(=O)CNC(=O)CN=CCO;1;1
NC(=O)CNC(=O)CNC(Cc1ccccc1)C(N)=O;2;11
C=CC=NC(C(=O)O)C(O)Cc1ccccc1;1;1
CCN(CCC#N)C(=O)C(Cc1ccccc1)N=CC(C)=O;1;1
NC(=O)CNC(=O)CNC(Cc1ccccc1)C(N)=S;1;3
NC(=O)C(Nc1[nH]cnc1C(=O)O)C(O)CO;1;5
CC(C)=NC(C#N)C(O)C(O)C(O)C(O)CO;1;0
CC(NCCCNC(=N)N)C(N)=O;1;4
N#CCN(C(=O)CCN(CC(N)=O)C(=N)N)c1ncco1;1;5
N#CCCN(CCC#N)c1c(C(=O)O)nc[nH]c1=O;1;9
CC(C=NC(CO)C(O)CO)NC(=N)N;1;1
N#CCCN(C(=N)N)c1ncc(Cc2ccccc2)o1;1;5
N=C(N)N(CC(=O)O)CC(=O)N(CCO)CCC(=O)O;1;1
CC(O)C(C#N)NC(CCO)=C(O)C#N;1;0
C=C(c1ccccc1)C(C#N)N(CC)C(=O)C(C)N;1;34
C=C(c1ccccc1)C(C#N)N(CC)C(=O)C(C)O;1;7
N#CCCN(CCC#N)CCC(=O)N(CC#N)CCC#N;1;4
N#CCCN(C(=O)CNCCC(=O)O)C(C#N)CC#N;1;15
NC(=O)CN=CCc1ccccc1;1;1
C=C(c1ccccc1)C(NCCO)C(=O)O;2;7
NC(=O)C(N=CC(=CCO)c1ccccc1)C(N)=O;1;1
N#CCN(CCC(=O)NC(C#N)CO)C(N)=O;1;3
NC(=S)CNC(=O)CNC(=S)c1[nH]c(=O)[nH]c1N;1;0
CSCCC=NCC(=O)NC(CC(N)=O)C(N)=O;1;1
N=CNC(C(N)=O)C(O)CO;2;0
COC(=O)CCN(C=CC#N)CC(=O)N(CC#N)CC#N;1;0
N#CC(CO)NC(=O)CNC(=CC(=O)O)C(=O)O;1;1
CC1OC2N=C(N(CC#N)CCC#N)OC2C1O;1;4
CCN(CC(N)=O)C(=O)CN1CCC(N)=NC1=O;2;0
CC(C#N)NC(=O)CNC(=S)c1[nH]c(=O)[nH]c1N;1;1
N#CCNC(=S)CCN(CC(N)=O)CC(=O)O;1;1
Cc1nc[nH]c1NCCc1ccccc1;1;6
COC(=O)CCN(CC(=O)O)C(=O)CNC(=O)CN;1;29
C=CC(NC=N)C(N)=O;2;0
COC(=O)CCN(CC(=O)NC(C#N)CO)C(=O)CN;1;29
C=Cc1nc(N)nc(NC(C#N)C(O)C(O)CO)n1;10;4
N=C(N)NCCC(O)C=O;1;18
CCNC(C#N)C(O)C(O)CO;1;9
CCN(CC(N)=O)C(=O)CN=C(C)C(=O)O;1;0
N#CC(=N)N(C(C#N)CNC(=N)N)C(CC(=O)O)C(=O)O;1;0
N#CC(O)CCN(CC(O)C#N)CC(O)C#N;1;5
CC(=O)C(C#N)Nc1ncnc(C#N)c1NC(N)=O;1;5
CSC(=O)C(O)Cc1ccccc1;1;2
CC(C#N)N(C(=O)CNC=CC#N)C(C#N)CC#N;2;0
CC(O)CNc1[nH]cnc1CC(N)=O;1;7
CC(C#N)N(CCC(=O)NCCC(N)=O)C(=N)NC(=N)N;2;1
CC(O)C(C#N)Nc1[nH]cnc1C(N)=O;1;7
N#CC=CN(C(C#N)CO)C(CC(=O)O)C(=O)O;1;0
O=C(C=Nc1ncnc2[nH]cnc12)Cc1ccccc1;1;1
N#CC(CO)N(CCO)C(=O)C(O)Cc1ccccc1;1;7
CC(=O)C=Nc1c(C(=O)O)nc[nH]c1=O;1;1
NC(=O)CN1CCC(=O)NCC1=O;1;0
C=CC(C#N)NC(=O)CNC(=S)CNc1ncco1;1;4
N=CNc1ccn(C2OCC(O)C2O)c(=O)n1;2;1
CC=NC(Cc1ccccc1)C(=O)N(CC#N)CCO;1;1
CC(N)C(=O)N(CCC(=O)NCC(N)=O)C(C#N)CC#N;1;31
CCN(CCC#N)C(=O)CNC(=O)CN(CC#N)C(=N)N;1;2
CCN(C(=O)CCN(C=O)CCC(N)=O)C(C)C#N;1;2
CC(C#N)N(CC(=O)O)C(=O)CCN(CC#N)CCC#N;1;8
N#CCCN(CC(=O)O)C(=O)CN(CCC(N)=O)C(=N)N;1;2
N#CCNC(=S)CNC(N)=O;1;1
CCC(=S)NCCC(=O)O;1;0
N#CC(C(=O)O)N(C(N)=O)c1[nH]cnc1C(N)=O;1;7
NC(=O)CN(C=O)c1ncco1;1;4
CC(O)C(=O)NCC#N;1;6
CC(O)C(=O)N(CC(=O)O)c1cc[nH]c(=O)n1;1;8
CC(NC(=O)CNCCC(=O)OCC(N)=O)C(N)=O;2;11
NC(=O)C(N=CC(O)C(O)Cc1ccccc1)C(N)=O;1;1
C=CC=NCC(=O)N(CC#N)C(CC(=O)OC)C(=O)OC;1;14
CC(O)C=NCC(=O)N(CCC#N)CCC(=O)O;1;1
N#CCCN(C(=O)CNC(=N)N)C(CO)C(N)=O;1;2
N#CCCC=NCC(=O)NC(C#N)C(O)CO;1;1
CC(O)C(C#N)NC(=O)CCN(C=O)C(C)C#N;1;3
CC(NC(=O)CNCCC(=O)OCC(N)=O)C(N)=S;1;0
C=Cc1nc(N=C(C)CO)nc(N(CC#N)CCC#N)n1;1;0
CC(NCC#N)C(=O)O;2;14
N#CC(CO)NCCC(=O)NCCC(=O)O;1;13
NC(=O)CN(CC(=O)O)C(=O)CNC(CO)C(N)=O;1;9
CC(O)C(=O)Nc1ncnc(C(N)=O)c1NC(=O)C(C)O;1;3
N#CCN(CCC(=O)O)C(=O)CN1CCC(N)=NC1=O;2;0
C=CC(Nc1[nH]cnc1C(=O)O)C(=O)O;2;4
C=CC(C#N)NC(=O)CNC(=S)C(CO)NCC(N)=O;1;1
N#CCN(CC(=O)N(CC#N)CC(O)C(O)CO)C(=N)N;1;4
N#CC(O)CCN(CCC(O)C#N)C(=N)N;1;5
O=C(O)CNC(=S)CC(O)C(=S)NCC(=O)O;1;0
O=CCCNc1[nH]cnc1C=O;2;13
O=CN(CCO)c1cc[nH]c(=O)n1;1;5
C=C(c1ccccc1)C(O)C(=O)OCC(N)=O;1;6
N#CCCN(C(=N)N)c1ncco1;1;7
NC(=O)N(CC(=O)O)c1nc(=O)[nH]c2[nH]cnc12;1;6
CC(O)C(C#N)Nc1ncnc2[nH]c(=O)[nH]c12;1;8
N#CCN(CC#N)C(=O)CNCCC(=O)OCC(N)=O;1;13
CSCCC(C#N)NC(=O)CN(CC(N)=O)C(N)=O;1;1
CCN(CC(=O)N(CC#N)CCC#N)C(=O)C(C)N;1;33
C=Cc1nc[nH]c1N=C(C)C;1;1
NC(=O)CC(C(N)=O)N(C=O)CCO;1;2
CC(C#N)NC1=NC2OC(C(O)C(C)O)C(O)C2O1;1;4
NCC(=O)N(CCC(=O)O)C(Cc1ccccc1)C(N)=O;1;30
CSCCC(=O)N(CC#N)CC(=O)OCC(N)=O;1;6
N#CCCN(CCc1ccccc1)CC(=O)Nc1ncco1;1;6
N#Cc1nc[nH]c1NC(=O)CN(CC(N)=O)C(=N)N;1;3
NC(=O)CCN(CC(=O)NCC(N)=O)C(=O)C(N)CO;1;28
CC(C#N)NC(C#N)CO;2;12
C=C(c1ccccc1)C(C#N)NC(=O)CN=CCO;1;1
Nc1[nH]cnc1C(=S)NCC(=O)O;1;1
CC(O)C(=O)N(CC(O)CO)c1[nH]cnc1C(N)=O;1;6
CC(CO)=NCC(=O)NCC(=O)NC(C#N)CO;1;0
NC(=O)C(O)COC(=O)C(O)C(O)Cc1ccccc1;1;6
C=C(c1ccccc1)C(N=CC(O)C(O)C(C)O)C(=O)O;1;1
N#CCCN(CCO)c1nc(N)nc(CNC(N)=O)n1;10;18
N#CC(CO)NC(=N)C(=N)NC(C#N)CO;1;0
Cc1cnc(N=CC(CO)CC(C#N)(C#N)NC(N)=O)o1;1;1
NC(=O)CC(C(N)=O)N(CCO)C(=O)C(N)CO;1;28
NC(=O)C(CO)NC(C(N)=O)C(O)CO;1;6
N#CC(N=CCCC(=O)O)C(O)C(O)C(O)CO;1;1
CCN(C(=O)CN1CCC(N)=NC1=O)c1cc[nH]c(=O)n1;1;2
CC(CO)=NCC(=O)N(CCC#N)C(CC(N)=O)C(N)=O;1;0
N#CC(CO)N(CCO)C(=O)C(N)Cc1ccccc1;1;33
N#CCCN(CC(N)=O)CC(=O)NCC(=O)NCC(N)=O;1;2
NC(=O)c1nc[nH]c1NC(CO)C(N)=O;2;6
C=CC(C#N)N(CCC#N)C(CC(N)=O)C(N)=O;1;3
CCNCC(=O)O;21;12
C=Cc1nc(NC(N)=O)nc(N(CC#N)CC(=O)O)n1;1;5
CC(NC(=O)CCN(C=O)CC(N)=O)C(=O)O;1;1
N#CCCC(C#N)NC(=O)CCN(CC(N)=O)C(=N)N;1;2
O=C(O)CCNC(=S)CNc1ncco1;1;3
CC(N)C(=O)N(CCO)CC(=O)N(CC#N)CCC#N;1;32
NC(=O)c1nc[nH]c1NC(CO)C(N)=S;1;3
COC(=O)C(Cc1ccccc1)N(CC#N)C(N)=O;1;19
COC(=O)CCN(C(=O)CNCCC#N)C(C)C#N;1;14
N#CC(Cc1ccccc1)NC(=O)CNC(=N)N;2;3
CCN(CC#N)C(=O)CN=C(CO)C(O)C(O)C(C)O;1;0
N#CCN(CC#N)C(=O)CCN(C(N)=O)C(C#N)CO;2;3
N=C(N)NCC(C=O)CO;1;14
N#CC=CN(CCO)CC(=O)NCC(=O)O;1;0
CC(C#N)N1CCC(=O)NCC1=O;1;2
N#CCN(CCC(=O)O)C(=O)CNC(=O)CN;1;31
CCN(C(=O)CNC(N)=O)C(C)C#N;1;1
CSCCC(=O)N(CC#N)CC(=O)NCC(=O)O;1;6
N#CC(CCNC(=N)N)NCC(=O)O;1;6
N=C(N)NCC(=O)N(CCC(=O)O)CCc1ccccc1;2;1
N#CC=CN(c1[nH]cnc1Cc1ccccc1)C(C#N)CO;1;0
C=Cc1nc(N=C(CO)CO)nc(N(CC#N)CC#N)n1;1;0
N#CCN(CCC(N)=O)C(=O)CN=CCc1ccccc1;1;1
COC(=O)C(=O)C(=CC(=O)O)C(=O)OC;1;15
CCN(CC#N)C(=O)CNC(=O)C(N)Cc1ccccc1;1;32
N#CCNC(=S)CCN(C(N)=O)c1[nH]cnc1C(N)=O;1;2
CC(C#N)NC(=O)CCN(C=O)C(C#N)CO;2;3
N#CCNC(=O)CN(CC#N)C(=O)CNC(N)=O;3;1
NC(=O)CCNc1ncc(Cc2ccccc2)o1;1;10
CSCCC(=O)N(CC#N)c1[nH]cnc1CC(N)=O;1;7
CC(C#N)N(C=O)CCC(=O)N(CCO)c1ncco1;1;6
NC(=O)CCC=NCC(=O)N(CCO)CC(=O)O;1;1
C=C(c1ccccc1)c1nc[nH]c1N(CCC#N)CCC#N;1;8
NC(=S)CCN(CC(N)=S)c1cc[nH]c(=O)n1;1;5
N#CC(CO)NCCC(=O)OC(CC(N)=O)C(N)=O;1;11
N#CCCNCCC(N)=O;2;15
CC(O)C(O)C(O)C=NC(CNC(=N)N)C(N)=O;1;1
CC(=NCC(=O)NCC(=O)NC(C#N)CC#N)C(=O)O;1;0
N#CCCNCCC(N)=S;1;1
CC(O)C=NCC(=O)NC(C#N)C(O)Cc1ccccc1;1;1
N=C(N)NC(=N)NCC(=O)N(CC(=O)O)CC(=O)O;2;1
C=CC(C#N)N(C(N)=O)c1[nH]cnc1C(=O)O;1;10
NC(=O)N(CC(=O)Nc1ncc(CO)o1)CC(N)=S;1;3
COC(=O)CCN(C(=O)C(C)N)C(CO)C(=O)O;1;27
N#CC=Cn1cnc(CO)c1NC=O;1;0
NC(=O)CCN(CC(=O)NC(CO)CO)C(N)=O;1;2
CC(O)C(O)C(O)C(CO)=Nc1ncc(CO)o1;1;0
CSC(=O)C(C)N=CC(=O)CC(O)CO;1;0
N#CCN(CC(=O)NC(C#N)CNC(=N)N)C(N)=O;1;1
CC(C#N)N(C=CC#N)CCC#N;1;0
N#CCCN(C(=O)CNC(=N)N)c1ncc(CO)o1;1;4
COC(=O)CCN(C(=O)CN=C(C)C(=O)O)C(C#N)CO;1;16
CC(O)c1nc(N)nc(N(CCC#N)CCC#N)n1;7;20
N#CCN(CCO)C(=O)CNC(=O)CNC(=N)NC(=N)N;2;1
CC=NC(C(=O)O)C(=CC)c1ccccc1;1;1
NC(=O)CCN(CC(N)=O)C(=O)CN(C=O)CC(N)=O;1;1
N#CCNC(=S)C(Cc1ccccc1)NCC(=O)O;1;2
NC(=O)CNC(=O)CN(CC(O)C(O)CO)C(N)=O;1;1
N#CCNC(=O)CNC(=N)N;2;2
N=C(N)NCCC=Nc1[nH]cnc1Cc1ccccc1;1;1
N#CCC(C#N)N=C(CO)CO;1;0
Cc1nc[nH]c1NC(=O)C(C)O;1;7
CC(C#N)NC(=O)CNC(=O)CN=CCCNC(=N)N;1;1
N#CCCN(CCC#N)C(=O)CNC(=O)CN=CCO;1;1
N#CCCNC(CC(=O)NCC(N)=O)C(=O)NCC(N)=O;1;12
N#CCNC(=O)CNC(=O)CN=CC(O)CNC(=N)N;1;1
O=C(O)CN(CC(O)CO)C(=O)C(O)Cc1ccccc1;1;4
C=CC(C#N)N(C=O)c1[nH]cnc1C#N;1;4
NC(=O)Nc1ccn(C2OCC(O)C(O)C2O)c(=O)n1;1;3
N#CC(CCNC(=N)N)NCC(=O)NCCC(=O)O;1;5
N#CC(N)=C(C#N)NC(C#N)C(=O)O;1;3
O=CC(O)CC(O)C(O)C=O;2;13
N#CC(CCNC(=N)N)N=CC(O)CNC(=N)N;1;1
CCN(CC(=O)O)C(=O)CN=CC(=O)O;1;1
CC(O)C(C#N)NC(=O)CCN(C(N)=O)C(C#N)CO;1;3
N#CCCNC(=O)CN=CC(O)C(O)C(O)C(O)CO;1;1
CC(NC(=O)CCN(C(=N)N)C(C#N)CO)C(N)=O;2;3
CC(NCCC(=O)N(CCC#N)CCC(=O)O)C(=O)O;1;14
CC(=NCC(=O)NCC(=O)NCCC#N)C(=O)O;1;0
C=CC=NCC(=O)NC(C#N)C=C;1;1
N#CCn1c(=O)nc(N=CC(=O)CCO)c2nc[nH]c21;1;1
CC(C#N)NC(=O)CN(CC(N)=O)C(=N)N;1;2
OCC(O)C=Nc1[nH]cnc1C(O)CO;1;1
C=C(C=C(C(=O)O)c1ccccc1)c1ccccc1;1;5
CCN(CC#N)C(=O)CN(CCc1ccccc1)C(N)=O;1;2
C=CC=NCC(=O)N(CC#N)C(CC(N)=O)C(N)=O;1;1
NC(=O)CCNC(=O)CCN(CCC(N)=O)C(N)=O;1;0
N#CCNC(=O)CN(CC#N)C(=O)CNC(=S)CO;1;1
NC(=S)c1nc[nH]c1N(C=O)CCc1ccccc1;1;1
N=C(N)N(CCc1ccccc1)C(C=O)Cc1ccccc1;1;16
N#CC(CO)NC(=O)CNC(=O)CN;1;30
COC(=O)CN(CCC#N)C(=O)c1nc[nH]c1NC(N)=O;1;23
N#CCNC(=O)CNC(=O)CCNC(=N)N;1;2
N=C(N)NCCC(=O)OCc1nc[nH]c1NC(N)=O;1;2
O=C(O)CNC(=O)CNC(=S)C(CO)NCC(=O)O;1;0
NC(=O)C(O)C(=O)OCc1c[nH]c(=O)[nH]c1=O;1;4
NC(=O)CNC(=O)CCN(C=O)CCC(=O)O;1;1
CC(CO)=NC(C(=O)O)C(O)Cc1ccccc1;1;0
CC(O)C(=O)NCC(=O)N(CCC#N)CCC(N)=O;1;4
N=C(N)NCC(N=CC(=O)CC(O)C(O)CO)C(=O)O;1;1
CC(NC(=O)CNC(=O)CCN(C=O)CCC#N)C(N)=O;1;2
NC(=O)C=CNC(Cc1ccccc1)C(=O)NCC(=O)O;1;1
N=C(N)N(CCC(=O)NC(CO)C(=O)O)CC(=O)O;1;1
O=CNc1nc(CO)co1;1;3
CC(C#N)N(CC(N)=O)C(=O)CNC(=O)C(N)CO;1;30
NC(=O)N(CCC(N)=S)CC(=O)O;1;2
N=C(N)NCCC(=O)N(CCC(=O)O)CC(N)=O;1;0
CC(N)C(=O)N(CC#N)CCC(N)=O;1;31
CC(O)C(C#N)NC(=O)CCN(C(N)=O)C(C)C#N;1;3
N#CC(N)=C(C#N)NC(N)=O;1;3
N#Cc1nc[nH]c1N(C=O)CCNC(=N)N;1;2
NCC(=O)N(CCC(=O)O)CCc1ccccc1;2;31
CC(O)C(O)C(O)C=NC(C(=O)O)C(O)C(O)CO;1;1
N#CC=CN(CCC#N)c1[nH]cnc1CC#N;1;0
N#CC(CO)NCCC(=O)NC(C#N)(CO)CO;1;12
NCC(=O)N(CCC(=O)O)C(Cc1ccccc1)C(=O)O;3;31
COC(=O)C=C(NC(C)C(=O)SC)C(=O)OC;1;4
N#CCNC(=O)CNC(=O)CNCCC(=O)OCC(N)=O;1;13
N#CC(C(=CCO)c1ccccc1)N(C(N)=O)c1ncco1;1;5
N#CC=Cn1cncc1C(O)COC(=O)CNC(=N)N;1;1
NC(=O)C(N=CC(=O)CCO)C(O)Cc1ccccc1;1;1
CC(O)C(=O)N(CCC(=O)N(CC#N)CCO)C(C)C#N;1;6
N#CC(CO)N(CCC(=O)Nc1nc(CO)co1)C(=N)N;1;4
NC(=O)CCNC(=O)CNC(C(N)=O)C(=O)O;1;5
NC(=S)c1[nH]c(=O)[nH]c1NC(C(=O)O)C(N)=S;1;2
CC(NC(=O)CCN(C(N)=O)C(C#N)CC#N)C(=O)O;2;5
N#CCN(CC(=O)OCCN(CC(N)=O)C(N)=O)C(=N)N;1;2
CC(OC(=O)CNC(N)=O)C(N)=O;1;4
CCN(C(=O)CNC(N)=O)c1[nH]cnc1C#N;1;6
O=C(O)C1CCCN1;2;10
CC(=O)C=NC(Cc1ccccc1)C(=O)NCC#N;1;1
N#CCCNC(=O)CN(CC(O)CO)C(N)=O;1;4
CC(C(N)=O)N(CCC#N)C(=O)CCN(C=O)CC(=O)O;1;2
C=CC(C#N)N(CC#N)C(=O)CCN(CCC#N)C(N)=O;1;1
C=CC(=O)OCC(NC(=O)CCSC)C(N)=O;1;8
COC(=O)CC(NCC(=O)NC(C)C(=O)O)C(=O)OC;1;16
COC(=O)C(Cc1ccccc1)=Nc1ncc(C)o1;1;16
N#CC(CCC(C#N)(C#N)NC(N)=O)N=CCc1cnc[nH]1;1;1
N#CC=CN(CCC(=O)NCC#N)C(CC(=O)O)C(=O)O;1;0
NC(=O)N(CCc1ccccc1)CC(=S)NCC(=O)O;1;1
N#CC(CO)N(C(N)=O)c1cc[nH]c(=O)n1;1;6
CCN(CCC=O)c1ncnc2[nH]cnc12;1;26
CC(CO)=NCC(=O)NC(C#N)CC#N;1;0
N=C(N)NC(=N)NCC(=O)Nc1[nH]cnc1C(O)CO;1;2
N#CCc1nc[nH]c1NC(=O)C(=O)Nc1[nH]cnc1CC#N;1;8
O=C(O)C(=O)Cc1ccccc1;1;17
CC(OC(=O)CCNC(C#N)(CO)CO)C(N)=O;1;5
CC(O)C(=O)Nc1[nH]cnc1CC(N)=O;1;6
O=C(O)CN(CC(=O)O)C(=O)CNCCc1ccccc1;3;13
N=C(N)NCCC(=S)NCCC(=O)O;1;0
CC(C(N)=O)N(CC#N)C(=O)CCN(CC(=O)O)C(=N)N;1;2
N#CCNCC(O)Cc1ccccc1;1;14
CC(O)C(C#N)NCC(=O)N(CCC(N)=O)CC(=O)O;1;8
N#CC(=N)Nc1nc(=O)n(CC(N)=O)c2[nH]cnc12;1;0
C=Cc1nc(N)nc(NCC(=S)NCCC(=O)O)n1;1;0
CCN(CCC#N)C(=O)CN=CC(=O)O;1;1
C=C(c1ccccc1)C(C#N)N(CC(=O)O)C(=O)CN=CC;1;1
CC=C(c1ccccc1)C(C#N)N(CCC#N)CCC#N;1;4
CC(NC(=O)CCN(CC#N)CCC#N)C(=O)O;1;8
CC(O)C=NCC(=O)NCCC#N;1;1
N#CCN(C(N)=O)c1[nH]cnc1C(=O)NCCC(N)=O;1;6
N#CCN(CCC(=O)O)C(=O)C(=O)Cc1ccccc1;1;13
CC(C)=NCC(=O)N(CC#N)C(CC(=O)O)C(=O)O;1;1
CCN(CCC#N)C(=O)CN=CC(O)C(O)C(O)CO;1;1
CSCCC(=O)N(CC#N)c1[nH]c(=O)[nH]c1C#N;1;8
N#CCCNC(=O)CCNC(N)=O;1;1
N#CC(C#N)NC(C#N)C(=O)O;1;5
N#CC(CO)NC(=O)CCN(C=O)CCC(N)=O;1;3
NC(=O)C(O)Cc1ccccc1;1;4
CC(NC(C#N)CCC(C#N)(C#N)NC(N)=O)C(N)=O;1;11
N#CCCC(C#N)NCC(=O)N(CC#N)CC(=O)O;1;14
CCN(C(N)=O)C(CC(N)=O)C(N)=O;1;0
N#CC(COC(=O)C(O)C(N)=O)N(CC(N)=O)C(N)=O;1;2
NC(=O)CN=CC(O)Cc1ccccc1;1;1
N=CNc1ncnc2c1ncn2C1OCC(O)C1O;2;1
NCC(=O)N(CC(N)=S)C(CO)C(N)=S;1;2
C=C(c1ccccc1)C(C#N)NC(=O)CN(CC#N)C(=N)N;1;3
NC(=O)C(CO)NC(=O)CN=CC(=O)CC(O)CO;1;1
N#CCCNC(=O)CNC(=S)c1nc[nH]c1NC(N)=O;1;2
N#CCNCC(=O)NC(C#N)C(O)CO;1;14
CC(C#N)NCCC(=O)N(CCC(=O)O)CC(O)CO;1;13
COC(=O)CCN(C(=O)CNC(N)=O)C(C#N)CC#N;1;18
CC(C(=O)O)=C(C(=O)C(=O)O)c1ccccc1;1;3
N#CCNC(=O)CN(C(=N)N)C(C#N)Cc1ccccc1;2;3
COC(=O)CC(C(=O)OC)N(C=O)CCC#N;1;17
N#CCCNC(=O)CNC(=O)CNCC(O)C(O)CO;1;14
CC(=O)C=NC(Cc1ccccc1)C(=O)NC(C)C(=O)O;1;1
N#CC=CN(CCC#N)C(CO)C(N)=O;1;0
N#CC(CO)NC(=O)CN=CCO;1;1
NC(=O)N(CCC(=S)NCCC(=O)O)CC(=O)O;1;0
C=C(c1ccccc1)C(C#N)N(C=CC#N)CC;1;0
N=C(N)NCC(O)C=Nc1cc[nH]c(=O)n1;1;1
C=CC=NCC(=O)N(CC#N)CC(=O)NCC#N;1;1
N#CC(NC(CC(=O)O)C(=O)O)C(O)C(O)CO;2;8
