smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
C=C(C=Nc1ncnc2[nH]cnc12)c1ccccc1;1;1
N#CCN(C(=O)CNC(N)=O)c1[nH]cnc1C(N)=O;1;6
N#CCC(C#N)NC(=O)CN=CCNC(=N)N;1;1
N#CCNC(C#N)CC#N;1;13
N#CCCNC(=S)c1ncnc(N)c1N;1;5
NC(=O)C(NC=O)C(N)=O;1;0
N#CCC(C#N)NC(=O)CN=CCc1ccccc1;1;1
N=C(N)NC(=N)NCC=O;1;4
N#CCC(C#N)NC(=N)C(=N)NC(C#N)CC#N;1;0
N#CC(C#N)N=CC(O)CO;1;1
N#CCCN(CC#N)c1[nH]cnc1C#N;1;9
N#CCC(C#N)Nc1nc(N)nc(CNC(N)=O)n1;2;1
N#CCC(C#N)NC(=O)CN=CC(=O)O;1;1
NC(=S)CNC(=S)c1nc[nH]c1N;1;1
N#CC(Cc1ccccc1)N(C=O)CC(=O)O;1;3
N#CC=CN(CC#N)c1[nH]cnc1C(N)=O;1;0
NC(=O)C(C(N)=O)N(C=O)CCC(N)=S;1;0
NC(=O)CNC(=O)C(=O)NCC(N)=O;1;0
CC=C(C=NCC(=O)NCC(=O)O)c1ccccc1;1;1
NC(=O)CNC(=S)c1nc[nH]c1N;1;1
COC(=O)CC(NC(C#N)CC#N)C(=O)OC;1;18
O=c1nc(N=CC(O)CO)c2nc[nH]c2[nH]1;1;1
C=C(C=C(C=NCC#N)c1ccccc1)c1ccccc1;1;1
CC=C(C=Nc1nc(=O)[nH]c2[nH]cnc12)c1ccccc1;1;1
N#Cc1[nH]c(=O)[nH]c1N;1;15
N#CC(N)CNC(=N)N;1;12
N#CC=CN(CCC(N)=O)c1[nH]cnc1C(N)=O;1;0
N#CCCN(CC(=O)OC(CC(N)=O)C(N)=O)C(N)=O;1;5
NC(=O)CNC(=S)CNC(N)=O;1;0
N#CCCN(CC#N)C(=O)CNC(=O)CNC(=N)N;1;2
N#CC=CN(CC(=O)O)c1[nH]cnc1C(=O)O;1;0
N#CCNCCC(N)=O;1;15
N#CC(O)CC(N)=O;1;3
NC(=S)c1ncnc(N)c1N;1;7
NC(=O)CNCC(=O)O;1;13
N#CCCNC(=O)CNC(=N)NC(=N)N;2;1
CC=C(C=NC(C(N)=O)C(N)=O)c1ccccc1;1;1
CSCCC(N)=O;1;1
N#CC(Cc1ccccc1)N=CCNC(=N)N;1;1
N#CC(=N)Nc1[nH]cnc1Cc1ccccc1;1;0
N#CCc1nc[nH]c1N=CCc1ccccc1;1;1
C=CC=NC(C#N)CO;1;1
N#CCCN(CC#N)C(=O)CN=CCNC(=N)N;1;1
CC=C(C=NCCC#N)c1ccccc1;1;1
N#CCNC(=S)C(NC(N)=O)C(=S)NCC#N;1;1
CC(=S)NCCC(N)=O;1;0
COC(=O)CNC(N)=O;1;17
O=CNc1ncco1;1;4
NC(=O)CNC(=O)CNC(=S)c1nc[nH]c1N;1;1
O=CN(CC(=O)O)CC(=O)O;1;1
N#CCNCCc1ccccc1;1;16
C=C(C=NCC(=O)N(CC#N)CCC#N)c1ccccc1;1;1
N#CC=Cn1cnc(C#N)c1N(C=O)CCC#N;1;0
O=c1nc(N=CC(O)Cc2ccccc2)c2nc[nH]c2[nH]1;1;1
NC(=O)COC(=O)C(=O)OCC(N)=O;1;3
N#CCCN(CC(=O)O)C(=N)N;1;3
N#CCCN(CC#N)c1[nH]cnc1C(N)=O;1;8
O=c1nc(N=CCc2ccccc2)c2nc[nH]c2[nH]1;1;1
N#CC=Cn1cnc(C(N)=O)c1NC(N)=O;1;0
N#CCC(C#N)NC(=O)CNC(=S)CNC(=N)N;1;1
N#CC=CNCC(=O)NCC#N;2;0
N#CC=CNc1[nH]cnc1Cc1ccccc1;2;0
C=C(C=NCC(=O)NCC#N)c1ccccc1;1;1
CC(C#N)N=CC(O)Cc1ccccc1;1;1
N#CCCNC(=O)CNC(=O)CNC(=N)N;1;2
N#CCC(C#N)NC(=O)CNC(=O)CNC(=N)NC(=N)N;1;1
NC(=O)CN(C=O)CC(N)=O;1;1
NC1=NC(=O)NCC1;1;0
NC(=O)CCN=CC(=O)O;1;1
N#CC(N)C(=CCO)c1ccccc1;1;15
N#CCC(C#N)NC(=O)CN=CC(O)CO;1;1
N#CCCN(C=O)CC(=O)O;1;2
O=C(O)c1nc[nH]c1N=CC(O)C(O)CO;1;1
NC(=O)CCN=CC(=CCc1ccccc1)c1ccccc1;1;1
NC(=O)CN=CCc1ccccc1;1;1
N#CCCNC(=O)CNC(=O)CN;1;33
N#CC=CNCCC(=O)O;2;0
NC(=O)N(CCC(=O)O)CC(=O)O;1;4
N#CC(CO)Nc1[nH]cnc1C(=O)O;1;8
N#CC(Cc1ccccc1)NC(=O)CN=CC(O)CO;1;1
NC(=O)C(N=CC(=CCO)c1ccccc1)C(N)=O;1;1
N#CCCN(CC#N)C(=O)CN;1;33
NC(=O)C=CNC(CC(=O)O)C(=O)O;1;0
N#CCC(C#N)NC(=O)CNC(N)=O;2;1
NC(=S)CCNC(=S)c1nc[nH]c1N;1;1
NC(=O)CCNc1[nH]cnc1C(N)=O;2;7
C(Cc1ccccc1)=Nc1ncnc2[nH]cnc12;1;1
NC(=O)C(O)CO;1;4
N#CC=CN(CC#N)CC(=O)O;1;0
C=C(C=Nc1[nH]c(=O)[nH]c1C#N)c1ccccc1;1;1
N#CCCNCC(=O)N(CC#N)CCC#N;1;15
COC(=O)CC(NC(CC(N)=O)C(N)=O)C(=O)OC;1;16
CC(N)C#N;1;33
N#CC=CN(C(C#N)C#N)C(C#N)Cc1ccccc1;1;0
Nc1ncnc2[nH]cnc12;3;15
N#CCCN(CC#N)CCc1ccccc1;1;5
N#CCCNc1ncnc(C#N)c1NCCC#N;1;11
NC(=O)CCN=CC(O)Cc1ccccc1;1;1
O=CN(CCC(=O)O)c1[nH]cnc1C(=O)O;1;3
N#CCCN(CCC#N)c1[nH]cnc1C#N;1;9
N#CCN(CC#N)C(=N)C#N;1;0
COC(=O)C=CC(=O)OC;1;8
NC(=O)C(N=CC(=O)O)C(N)=O;1;1
N#CCCNc1[nH]c(=O)[nH]c1C#N;1;9
N=C(N)NCC(=O)N(CCc1ccccc1)CC(=O)O;1;1
N#CCC(C#N)N(CC#N)C(=O)CNC(N)=O;1;1
N#CCN=CC(=CCc1ccccc1)c1ccccc1;1;1
N#CCCNc1[nH]cnc1C(=O)O;2;9
N#CCNC(=S)CNC(N)=O;1;1
NC(=O)N(CC(=O)O)CC(N)=S;1;2
N#CCC(C#N)N=CC(O)C(O)CO;1;1
N=C(N)N(CCC(N)=S)CC(=O)O;1;2
CC(N)C(N)=S;1;1
N#CCN(C=O)c1[nH]cnc1C(N)=O;1;4
N#CCN(C=O)CCc1ccccc1;1;3
CC(N)C(N)=O;1;31
N#CCCN(C(=O)CNC(=N)N)c1[nH]cnc1C#N;1;4
N#CCN(CC(N)=O)C(=N)N;1;2
COC(=O)CCNCC(=O)N(CC#N)CC#N;1;14
N#Cc1ncnc(NC(=N)N)c1NC(=N)N;1;5
N#CC(Cc1ccccc1)NCCO;1;13
N=C(N)n1ccnc1;1;1
NC(=O)CNC(=O)CN=CC(O)C(O)CO;1;1
N#CCNC(=O)CNC(=S)CNC(N)=O;1;1
O=C(O)CNC(=S)CC(O)C(=S)NCC(=O)O;1;0
O=C(O)CO;3;2
N#CCCN(CCC#N)CC(=O)OCC(N)=O;1;6
NC(=O)N(CCC(N)=S)CC(N)=S;1;2
N#CCC(C#N)NC(=O)C(=O)NC(C#N)CC#N;1;4
Nc1ncnc(C(=S)NCC(=O)NCC(=O)O)c1N;1;4
N=C(N)N(CC(=O)O)CC(=O)O;3;0
N#CCCN(CC#N)c1c(C#N)ncn1C(=N)N;1;1
NC(=O)CN(CC(N)=O)C(=O)CNC(N)=O;1;0
N#CCCN(CCC#N)C(=O)CN;1;33
NC(=O)CCN=CC(O)CO;1;1
C=C(c1ccccc1)C(C#N)N=CC(O)CO;1;1
N#CCN(CC#N)C(=O)CNCCC(=O)OCC(N)=O;1;13
NC(=O)C(Cc1ccccc1)N=CC(O)C(O)CO;1;1
NC1=NC2OCC(O)C2O1;1;1
N#CCCN(CC(N)=O)C(=O)CNC(N)=O;1;1
NCC(=O)N(CC(=O)O)CC(=O)O;3;30
NC=O;1;4
CC(C#N)NC(=O)C(=O)NC(C)C#N;1;4
N#Cc1nc[nH]c1NC(=O)CNC(=N)NC(=N)N;1;2
N#CCCNc1ncnc(C(N)=O)c1NCCC#N;1;10
NC(=O)C(Cc1ccccc1)N=CC(O)Cc1ccccc1;1;1
Nc1[nH]cnc1C(=S)NCC(=O)O;1;1
N#CCN(C(=N)NC(=N)N)C(C#N)Cc1ccccc1;1;3
O=C(O)CCN(CCC(=O)O)c1[nH]cnc1C(=O)O;1;9
CC(C#N)NC(=N)C(=N)NC(C)C#N;1;0
N#CCCN(CC#N)C(=O)CN=CCO;1;1
N#CCc1nc[nH]c1N=CCO;1;1
N#CC(CO)NC(=N)C(=N)NC(C#N)CO;1;0
N#CCNC(=N)NC(=N)N;1;2
NC(=S)CN(C=O)c1[nH]cnc1C(N)=S;1;1
N#CCCN(C(N)=O)C(C#N)CC#N;1;1
N=C(N)NC(=N)NC(CC(=O)O)C(=O)O;1;1
N#CC(Cc1ccccc1)N=CC(=CCO)c1ccccc1;1;1
C=CC(=O)OC;1;8
CCNCC(=O)O;1;12
O=CC(=O)O;1;30
N#Cc1nc[nH]c1N=CC(O)C(O)CO;1;1
N#CCN(CC(=O)O)C(=O)CNC(=O)CN;1;31
N#Cc1[nH]c(=O)[nH]c1NC(=O)CNC(=N)N;1;2
N=C(N)NC(=N)NCCC(N)=O;1;1
NC(=O)CCN(CC(N)=O)CC(N)=O;1;1
COC(=O)CC(NCC(=O)N(CC#N)CC#N)C(=O)OC;1;18
N=CNc1ncnc2c1ncn2C(=N)N;1;1
N#CC(CO)N=CC(=O)O;1;1
CC=C(C=NC(C#N)C#N)c1ccccc1;1;1
NC(=O)CCN(C=O)CC(N)=O;1;1
N#CCNCC(=O)NC(C#N)Cc1ccccc1;1;16
N#CC=CNC(C#N)CC#N;2;0
N#CC(Cc1ccccc1)NC(=O)CNC(=N)N;2;3
N=C(N)N(CCC(N)=O)CC(N)=O;2;0
N#CCc1nc[nH]c1N=CC(O)Cc1ccccc1;1;1
NC(=O)CCNC(C(N)=O)C(N)=O;2;5
OCC(O)C(O)C=Nc1ncnc2[nH]cnc12;1;1
NC(=S)c1nc[nH]c1NCCc1ccccc1;1;4
N#CCNCC(=O)O;4;15
N#CCCNCC(N)=O;1;15
NCC(=O)NCCC(=O)O;1;31
N#CC(=N)N(CCC(=O)O)CC(=O)O;1;0
OCC(CO)(CO)CO;1;2
CC(O)C(N)=O;1;3
CC(O)C(N)=S;1;3
N#CCCNCC(N)=S;1;1
O=C(O)CNC(=S)C(O)Cc1ccccc1;1;1
N#CCN(CC#N)C(=O)CNC=CC(N)=O;1;0
NC1=NC(=O)N(CC(=O)O)C1;1;0
C=C(C=NC(Cc1ccccc1)C(N)=O)c1ccccc1;1;1
NC(=O)c1nc[nH]c1NCCC(N)=S;1;3
CC=NC(C#N)CO;1;1
N#CC=CN(CC#N)CCC#N;1;0
O=CN(CCC(=O)O)CC(=O)O;1;1
N#CCNC=CC(N)=O;1;0
NC(=O)COC(=O)CCNC(CC(=O)O)C(=O)O;1;10
N#CCCN(CC(=O)OCC(N)=O)C(=N)NC(=N)N;1;2
N#CCCNCCC(N)=S;1;1
NC(=S)CNc1[nH]cnc1C(N)=S;1;4
O=C(O)CN=CC(=CCO)c1ccccc1;1;1
N#CCCNC(=S)c1nc[nH]c1N;1;2
N=C(N)NC(=N)NCC(=O)N(CC(=O)O)CC(=O)O;1;1
CC(=S)NCC(=O)N(CCC#N)CC(=O)O;1;1
NC(=O)COC(=O)C=CC(=O)OCC(N)=O;1;4
N#Cc1ncnc(NC(N)=O)c1NC(N)=O;1;2
COC(=O)CN(CCC#N)C(=N)N;1;16
N#CCCNC(=O)CNC(=S)CO;1;1
NC(=O)CCN(C(N)=O)C(C(N)=O)C(N)=O;1;0
N#CCN(CC(N)=O)C(=O)CNC(=N)NC(=N)N;1;1
N=C(N)NCC(=O)NCC(=O)O;2;0
N#CCCNCC#N;4;15
N#CC(O)CCC(O)C#N;1;5
NC(=S)CCC(N)=S;2;3
N#CC(Cc1ccccc1)NC=CC(N)=O;1;1
NC(=O)NCC(=O)Nc1cc[nH]c(=O)n1;1;3
NC1=NC2OC(Cc3ccccc3)C(O)C2O1;1;2
Nc1nc2[nH]cnc2c(=O)[nH]1;1;15
N#CCNC(=O)CNC(=N)N;2;2
N#CCC(C#N)N=CC(=CCc1ccccc1)c1ccccc1;1;1
O=C(O)CCN=CCO;1;1
NC(=O)C=CNCC(=O)NCC(N)=O;1;0
N#CCCNCCO;1;14
N#CCC(C#N)N=C(N)C(=N)NC(C#N)CC#N;1;0
NC(=O)C(NC(Cc1ccccc1)C(N)=S)C(N)=O;1;1
OCC(O)C(O)C=Nc1[nH]cnc1Cc1ccccc1;1;1
N#CCc1nc[nH]c1NC(=O)CNC(=N)N;1;3
NC=NC(C(N)=O)C(N)=O;1;0
N#CCCNc1nc(N)nc(CNC(N)=O)n1;2;1
N#CC=CNC(C#N)C(=CCc1ccccc1)c1ccccc1;2;0
N#CC(C#N)N=CC(O)Cc1ccccc1;1;1
N#CC(CO)NCC(N)=O;1;12
N#CCCN(C(C#N)C#N)C(C#N)Cc1ccccc1;1;8
N#CCCN(CC(=O)OCC(N)=O)C(N)=O;1;5
N=C(N)NC(=N)NCC(=O)NC(CC(N)=O)C(N)=O;1;1
NC(=O)Nc1ncco1;1;2
N#CCCNC(Cc1ccccc1)C(=O)O;1;14
O=CC(O)C(O)C(O)C(O)CO;1;12
CC=Nc1[nH]cnc1CC#N;1;1
NC(=S)CNC(=S)CO;1;0
N=CNC(Cc1ccccc1)C(=O)O;2;1
C=CC(O)C#N;1;4
NC(=O)N(CCC(N)=S)c1[nH]cnc1C(N)=S;1;3
NC(=O)NCC(=O)O;3;4
N=C(NCC(N)=O)C(=N)NCC(N)=O;1;0
O=C(O)CNC(=O)CN=CC(O)Cc1ccccc1;1;1
N#CCN(CC#N)C(=O)CNC(=S)c1nc[nH]c1N;1;2
O=CNC(Cc1ccccc1)C(=O)O;1;2
N=C(N)NCC(=O)OC(CC(N)=O)C(N)=O;1;1
Nc1[nH]cnc1C(=CCc1ccccc1)c1ccccc1;2;13
NC(=S)CNc1ncnc2[nH]cnc12;1;4
OC(C=Nc1ncco1)Cc1ccccc1;1;1
COC(=O)CCNC(CC(N)=O)C(N)=O;1;18
O=C(O)c1nc[nH]c1N=CC(O)CO;1;1
C=C(c1ccccc1)C(C#N)NC(C#N)CC#N;1;9
N#CCCN(C(=O)CNC(=N)N)C(C#N)CC#N;1;3
N#CC(N)=C(C#N)NC(N)=O;1;3
CC=Nc1[nH]cnc1Cc1ccccc1;1;1
CC=C(C=NCC(=O)N(CC#N)CCC#N)c1ccccc1;1;1
NC(=O)C=CNCCC(=O)O;1;0
O=C(O)C=Nc1[nH]cnc1Cc1ccccc1;1;1
Nc1nc(N)nc(-c2nc(N)nc(N)n2)n1;2;17
N#Cc1nc[nH]c1N(C=O)CCc1ccccc1;1;4
N#CC(C#N)N=CC(=O)O;1;1
O=C(O)c1nc[nH]c1NCCc1ccccc1;2;6
N#CC(CO)NC(=N)NC(=N)N;1;2
N#CCc1nc[nH]c1N=CCNC(=N)N;1;1
N#CCC(C#N)NC(=O)CNC(=S)CNC(N)=O;1;1
N#Cc1[nH]c(=O)[nH]c1NC(N)=O;1;5
N=C(N)NCC=Nc1ncnc2[nH]cnc12;1;1
CSCCC=O;1;20
O=C(CO)Cc1ccccc1;1;22
NC(=O)CCN=CC(=CCO)c1ccccc1;1;1
O=C(O)CNC(=S)CCC(=S)NCC(=O)O;1;0
N#CCNC(Cc1ccccc1)C(=O)O;1;14
N#CCCNC(=O)CNC(=N)N;2;2
N=C(N)NCC(=O)NCCC(=O)O;1;0
N=C(N)NC(=N)NCC(=O)N(CC(N)=O)CC(N)=O;1;1
C=C(C=NC(C#N)C(=C)c1ccccc1)c1ccccc1;1;1
N=C(N)NC(C=O)CC=O;1;15
N#CCNC(=O)CNC(N)=O;2;1
CC=Nc1[nH]c(=O)[nH]c1C#N;1;1
N=C(N)NC(=N)N(CC=O)CC=O;1;4
O=C(O)C(Cc1ccccc1)N=CCO;1;1
O=CCCN(CC=O)CC=O;1;20
N#Cc1nc[nH]c1NC(C#N)Cc1ccccc1;1;9
N#CCc1nc[nH]c1NC(=O)C(=O)Nc1[nH]cnc1CC#N;1;8
NC(=O)CO;1;3
NCC(=O)NC(CC(N)=O)C(N)=O;2;29
O=C(O)CN=CC(O)C(O)CO;1;1
N=C(NCCC(=O)O)C(=N)NCCC(=O)O;1;0
N#Cc1nc[nH]c1N=CC(O)Cc1ccccc1;1;1
N#CCNC(=S)CCC(=S)NCC#N;1;1
N#CC(N)=Nc1[nH]cnc1C(N)=O;1;0
CCNCCC#N;1;15
NC(=O)CNc1[nH]cnc1C(N)=O;2;7
N#CCCNC(=O)CN=CC(O)Cc1ccccc1;1;1
N=C(N)NC(=N)N(CC(N)=O)CC(N)=O;1;1
COC(=O)CCNCCC(=O)O;1;12
NC(=O)NCCC(=O)O;1;4
CC(=S)NCC(=O)NC(C#N)CC#N;1;1
NC(=O)c1nc[nH]c1N=CC(=O)O;1;1
N#CC=Cn1cnc(C#N)c1N(C=O)CC#N;1;0
N#CC(C#N)N=CC(=CCO)c1ccccc1;1;1
N=C(N)NC(=N)N(CCC(N)=O)CC(=O)O;1;1
N#CC(CO)NC=O;1;3
CC(C#N)NC(C#N)C#N;1;6
NC(=O)C(O)Cc1ccccc1;1;4
N=C(N)N(CC(=O)O)CC(N)=S;1;2
N#CC=Cn1cnc(C(=O)O)c1NC=O;1;0
NC(=O)CN=CC(O)Cc1ccccc1;1;1
C=C(c1ccccc1)C(C#N)N=CC;1;1
N#CC(CO)NC(=O)CN;1;31
NC(=O)COC(=O)CCC(=O)OCC(N)=O;2;3
N#CCC(C#N)N=CCO;1;1
N#CCCNC(=O)CNC(=S)c1nc[nH]c1NC(N)=O;1;2
NC(=O)CCN(C=O)c1[nH]cnc1C(N)=O;1;3
N#CCCN(C(=O)CNC(N)=O)C(C(N)=O)C(N)=O;1;1
N#CCCN(CCC#N)C(C#N)(C#N)CCC=O;1;17
N#CCN(CC(=O)OCC(N)=O)C(=N)N;1;3
NC(=S)c1nc[nH]c1N;1;4
N#CCCNC(C(N)=O)C(N)=O;1;7
N#CC=CNC(C#N)C#N;2;0
NC(=S)CCNC=O;1;0
CC(=S)NCC(=O)NCC#N;1;1
N#CCC(C#N)N(C=O)CC#N;1;2
C=Cc1nc(N)nc(NC(C#N)Cc2ccccc2)n1;2;4
N#CCCNCC(=O)NC(C#N)Cc1ccccc1;1;16
C=CC=NCC(=O)N(CC#N)CC#N;1;1
N#CCNc1[nH]c(=O)[nH]c1C#N;1;9
NC(=O)CCN(CC(N)=O)c1[nH]cnc1C(N)=O;1;6
NC(=O)CC(NC(N)=O)C(N)=O;1;0
N#CC=CNC(C(N)=O)C(N)=O;2;0
C=CC=NC(C#N)C#N;1;1
O=C(Nc1ncco1)C(=O)Nc1ncco1;1;4
CC(=O)C=O;1;21
NC(=S)Cc1nc[nH]c1N;1;4
N#CC=CNCCC#N;2;0
N#CCCNC(=O)CN=CC(=CCO)c1ccccc1;1;1
NC(=O)NCC(=O)OC(Cc1ccccc1)C(N)=O;1;5
N#CCNCCO;1;14
N#CCCN(CC#N)CC(N)=O;1;3
N#CCCN(CC(=O)O)C(C#N)Cc1ccccc1;1;8
COC(=O)CC(NCC(=O)NCC(=O)O)C(=O)OC;1;16
O=C(O)c1nc[nH]c1N=CCc1ccccc1;1;1
O=C(O)CN=CC(O)Cc1ccccc1;1;1
N#CCC(C#N)NC(C#N)CO;1;12
N#CC(N)C(=CCc1ccccc1)c1ccccc1;1;14
N#CC(N)=C(C#N)NC(C#N)Cc1ccccc1;1;3
N#CCCNC(=S)CC(O)C(=S)NCCC#N;1;1
C#N;0;17
C#C;1;1
N#CCN(C=O)CC#N;1;2
O=CCO;3;28
COC(=O)CC(NCCC#N)C(=O)OC;1;18
NCC(=O)NCC(=O)O;1;31
N#CC(Cc1ccccc1)NC(=O)CNC(N)=O;2;2
N=CNc1c(C(=O)O)ncn1C(=N)N;1;1
NC(=O)NC(Cc1ccccc1)C(N)=S;1;3
NC(=O)NC(Cc1ccccc1)C(N)=O;1;1
C=CC=NCC(=O)N(CC#N)CCC#N;1;1
N#CC(=N)Nc1[nH]c(=O)[nH]c1C#N;1;0
O=C(O)CC(N=CC(=CCO)c1ccccc1)C(=O)O;1;1
NC(=O)NCCC(N)=S;1;2
N#CCNC(=S)c1nc[nH]c1N;1;2
N#CCNC(=O)CN=CCc1ccccc1;1;1
N=C(N)NCC=NCC(=O)NCC(N)=O;1;1
N#CCCN(CC(=O)OC(CC(N)=O)C(N)=O)C(=N)N;1;3
NC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O;1;5
NC(=S)CCNc1ncnc2[nH]cnc12;1;4
COC(=O)CCNC(Cc1ccccc1)C(N)=O;1;19
N=C(N)NCC=NCC(=O)O;1;1
NC(=O)C(Cc1ccccc1)NCC(=O)O;1;12
N#CCNC(=O)CNC(=S)CNC(=N)N;1;1
NC(=O)CCN(CCC(N)=O)CC(=O)O;1;5
N=C(N)NCCC(=O)O;2;0
O=C(O)CNc1ncnc2[nH]cnc12;1;6
NC(=O)C=CNCC(=O)NCC(=O)O;1;0
N#CCCN(C(N)=O)c1[nH]cnc1C(N)=O;1;6
N#CCCN(CC#N)C(=N)N;1;4
N=CNc1c(C(N)=O)ncn1C(=N)N;1;1
N#CC=CN(CCC#N)C(C#N)CC#N;1;0
NC1=NC(=O)NC1Cc1ccccc1;1;1
N#CCCN1CC(=O)NC1=O;1;1
N#CC=Cn1cnc(C#N)c1N(CC#N)CCC#N;1;2
C=C(C=Nc1[nH]cnc1C#N)c1ccccc1;1;1
COC(=O)CCNCC(=O)NC(C#N)Cc1ccccc1;1;15
N=C(N)NC(=N)Nc1ncco1;1;4
N#CCCN(CCC#N)C(C#N)Cc1ccccc1;1;5
N#CCCN(CCC#N)C(C#N)=C(N)C#N;1;3
CC=NCC(N)=O;1;1
N#CCN(CC#N)C(=O)CNC(=O)CNC(=N)NC(=N)N;1;1
CCNC(C#N)CC#N;1;13
COC(=O)CN(CCC#N)C(N)=O;1;18
N#CC=CNCC(=O)N(CC#N)CC#N;2;0
N#CCc1nc[nH]c1N=CC(=CCO)c1ccccc1;1;1
N=C(N)NC(=N)NCC(=O)Nc1nc(=O)[nH]c2[nH]cnc12;1;2
C=CC=Nc1[nH]cnc1C#N;1;1
N#CC=Cn1cnc(C(N)=O)c1NC=O;1;0
N#CC=CN(CCC(N)=O)CC(=O)O;1;0
NCCC(=O)O;2;30
COC(=O)CN(CC#N)C(N)=O;1;18
N#CCCN(CC#N)CC#N;1;4
N#CCNCC(=O)NC(C#N)CC#N;1;15
NC(=O)N(CCc1ccccc1)CC(=O)O;1;5
NC(=O)COC(=O)CNC(N)=O;1;4
CC=C(C=NCCC(=O)O)c1ccccc1;1;1
NC(=O)C=CNCC(=O)O;1;0
CC=Nc1cc[nH]c(=O)n1;1;1
N=C(N)NCC(=O)N(CC(=O)O)CC(=O)O;1;0
O=C(O)CCNC(=S)CCC(=S)NCCC(=O)O;1;0
N#CC(O)CO;1;6
N#CCCNC(=O)CN=CC(=O)O;1;1
N#CCC(C#N)NC(=N)NC(=N)N;1;2
O=C(O)CCNCC(=O)O;5;12
CC(=S)NCC(=O)O;1;0
C=CC=Nc1[nH]cnc1Cc1ccccc1;1;1
N#CCn1c(=O)nc(N)c2nc[nH]c21;1;17
O=CCCN(CC=O)c1[nH]cnc1C=O;1;16
C=CC=NCC(=O)NCC#N;1;1
N#CCCNC(C#N)C#N;1;7
N#CCN(CC#N)C(=O)CNC(=N)NC(=N)N;2;1
Nc1ncnc(C(=S)NCC(=O)O)c1N;1;4
N#CCCC#N;2;4
N#CCc1nc[nH]c1NC(=N)C(=N)Nc1[nH]cnc1CC#N;1;4
N#CCCN(CC#N)CC(=O)OCC(N)=O;1;6
NC(=O)CCNC(Cc1ccccc1)C(N)=O;1;12
N#CC(C#N)N=CC(O)C(O)CO;1;1
N#CCCN(CC(N)=O)C(=O)CNC(=N)N;1;2
O=C(O)C=NCC(=O)O;1;1
N=C(N)NCC(=S)NCC(=O)NCC(N)=O;1;0
O=C(O)C(Cc1ccccc1)N=CCc1ccccc1;1;1
N#CC=CN(CC#N)C(C#N)Cc1ccccc1;1;0
N#CCCN(C(=O)CN)C(C#N)CC#N;1;33
N#CC=CN(CCC(=O)O)CC(=O)O;1;0
N#CCN(CC#N)C(=O)CN=CC(O)C(O)CO;1;1
COC(=O)CC(NC(CC(=O)O)C(=O)O)C(=O)OC;1;16
N#CC=CNCC(=O)NCC(=O)O;2;0
Cc1nc[nH]c1N;2;13
N#CCCNC(C#N)Cc1ccccc1;2;14
NC(=O)CNC(=O)CN=CC(O)Cc1ccccc1;1;1
N#CCCNC(=O)CN=CC(O)CO;1;1
N=C(N)NC(=N)NCC(=O)Nc1[nH]cnc1C(=O)O;1;2
N#CCN(C(N)=O)c1[nH]cnc1C(=O)O;1;10
N=CNC(CC(N)=O)C(N)=O;2;0
N#CC=CNc1ncco1;2;1
NC=CC(N)=O;1;0
O=C(O)C(=O)O;2;4
O=CC(O)Cc1ccccc1;2;28
NC(=O)NCc1nc(N)nc(NCC(=O)O)n1;2;0
NC(=O)C(Cc1ccccc1)N=CC(O)CO;1;1
N=C(N)NCC=NC(CC(=O)O)C(=O)O;1;1
O=C(O)c1nc[nH]c1N=CC(O)Cc1ccccc1;1;1
C=C(C=NCCC#N)c1ccccc1;1;1
N#CC=CNCC#N;2;0
NC(=O)CC(NC(=O)CNC(N)=O)C(N)=O;1;0
N#CCN(CCc1ccccc1)C(=N)NC(=N)N;1;3
N=CNc1[nH]cnc1Cc1ccccc1;2;4
N#CCNC(C#N)C(=CCc1ccccc1)c1ccccc1;2;9
O=C(O)C(Cc1ccccc1)N=CC(O)C(O)CO;1;1
C=CC=Nc1[nH]c(=O)[nH]c1C#N;1;1
N#CC(N)C(=O)O;1;14
CC=Nc1ncco1;1;1
N#CCN=CC(=O)O;1;1
N#CCC(C#N)N(CC#N)C(=N)N;1;4
NC(=O)CCN(CC(N)=O)C(=O)CNC(N)=O;1;0
NC(=O)Nc1[nH]cnc1C(=O)O;1;9
N#CCCN(CC(=O)O)C(=N)C#N;1;0
O=CN(CCc1ccccc1)CC(=O)O;1;2
N#CC(C#N)NC(C#N)CO;1;6
N#CC(CO)NC(=N)N;1;4
O=CCc1ccccc1;2;23
N#Cc1nc[nH]c1N(CCc1ccccc1)C(N)=O;1;6
O=CNc1cc[nH]c(=O)n1;1;4
CC=NC(C#N)Cc1ccccc1;1;1
C=C(c1ccccc1)C(C#N)NC(C#N)C#N;1;6
COC(=O)C(O)Cc1ccccc1;1;19
N#CN;1;19
N=C(N)NC(=N)NCC(=O)Nc1cc[nH]c(=O)n1;1;2
N#CCNC(=O)CN=CCNC(=N)N;1;1
N=C(N)NCC(=O)NCC(=O)NCC(=O)O;1;0
O=C(O)C=CC(=O)O;4;6
C=CC=Nc1[nH]cnc1C(=O)O;1;1
NC(=O)C(Cc1ccccc1)NC(C(N)=O)C(N)=O;2;4
NCC(=O)NCC(N)=O;2;29
CC=NCC(=O)O;1;1
N=CNC(CC(=O)O)C(=O)O;2;0
