smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
N=C(N)NC(=N)NC(Cc1ccccc1)C(=O)O;1;2
NC(=O)CNC(Cc1ccccc1)C(=O)O;1;12
NC(=O)CCN(CC(N)=O)C(=O)CN=CC(=O)CCO;1;1
N#CC=CNCC(=O)NCC(N)=O;2;0
N#CCN(CC(=O)O)C(=O)CN=CCNC(=N)N;1;1
O=CCCN(CC=O)C(C=O)CC=O;1;20
N#CC=CNc1[nH]c(=O)[nH]c1C#N;2;0
N#CCN(C=O)c1[nH]cnc1C(N)=O;1;4
N#CCNC(=O)CNC(C#N)C(O)Cc1ccccc1;1;11
NC(=O)C(O)COC(=O)C(=O)OCC(O)C(N)=O;1;4
CC(O)C=NCC(=O)N(CCC#N)CC(N)=O;1;1
N#CCCN(C(=N)NC(=N)N)c1ncco1;1;5
COC(=O)CCNCC(=O)N(CC(=O)O)CC(=O)O;1;12
CC(O)C=NC(C#N)C(O)CO;1;1
N#CCN(CC#N)C(=O)CNC=O;1;2
CC(OC(=O)CN(CCC(N)=O)CCC(N)=O)C(N)=O;1;4
CC(=O)C=NCC(=O)NCC(=O)NCC#N;1;1
N=C(N)NCCC=NCC(=O)NCC(=O)NCC(=O)O;1;1
N#CC=CNCC(=O)NCC(=O)NCC(N)=O;2;0
O=C(NC1=NC2OCC(O)C2O1)C(=O)Nc1ncco1;1;4
N#CC=CN(CCC#N)CC(=O)N(CCC#N)CC(=O)O;1;0
N#CCCNCC(=O)N(CC(N)=O)CC(=O)O;1;13
N=C(NCCC(N)=O)C(=N)NCCC(N)=O;1;0
N#CC(NC(=N)NC(=N)N)C(O)CO;1;2
CC(C#N)N=CC(=O)CCO;1;1
N=CNc1ncc(CO)o1;2;1
C=C(C=NC(C#N)CO)c1ccccc1;1;1
N#CC(CNC(=N)N)N=CC(=CCO)c1ccccc1;1;1
CC(C#N)N(CC#N)CCC#N;1;4
N=C(N)Nc1ncco1;1;3
N#CCN(CC#N)C(=O)CCNC(C#N)CO;1;13
N#CCC(C#N)N(CC#N)C(=O)CN(CC#N)C(N)=O;1;1
N#CCCN(CC(=O)OCc1cnc[nH]1)C(=N)N;1;4
NC(=O)CNC(=O)c1nc[nH]c1NC(N)=O;1;5
O=C(O)CNC(=O)CN=CCc1ccccc1;1;1
N#CCN(CCO)C(=N)C#N;1;0
CSC(=O)C(O)CCO;1;1
O=C(C=Nc1ncnc2[nH]cnc12)CCO;1;1
COC(=O)CCNCC(N)=S;1;0
N#CCc1nc[nH]c1NCC(O)CO;1;10
N#CCC(C#N)NC(=O)CN=CCNC(=N)N;1;1
N#CCCN(C(N)=O)c1[nH]cnc1CC#N;1;6
CSCCC(=O)N(CC(=O)O)C(C)C#N;1;8
N#CC(NC(Cc1ccccc1)C(N)=O)C(=O)O;1;6
C=CC=C(C=C(C(=O)CO)c1ccccc1)c1ccccc1;1;3
N=C(N)NCCC=Nc1[nH]c(=O)[nH]c1C(=O)O;1;1
CSCCC(=O)N(CCC#N)c1cc[nH]c(=O)n1;1;7
CSCCC=Nc1nc(=O)n(CC#N)c2[nH]cnc12;1;1
CC(OC(=O)CN(CCC#N)C(=O)CNC(=N)N)C(N)=O;1;3
CC=C(c1ccccc1)C(C#N)NCC(=O)NCC(=O)O;1;12
N=C(N)NCCC=NC(CO)C(=O)O;1;1
N#CCCN(CC(=O)Nc1ncco1)C(=N)NC(=N)N;1;4
N#CCCC=O;1;17
O=CNc1ncnc2c1ncn2C1OCC(O)C1O;1;4
NC(=O)COC(=O)CCNCC(=O)NCCC(=O)O;1;11
N#CCCN=CC(O)C(O)CO;1;1
N#CCN(CC#N)C(=O)CN=CC(=O)O;1;1
CC(C#N)N(CC(N)=O)C(=O)CN(CCC#N)C(N)=O;1;1
N#CCN(CC(=O)NCCC(=O)O)C(N)=O;1;5
NCC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=S;1;4
N#CCCn1c(C#N)c(NC(=O)CNC(=N)N)[nH]c1=O;1;2
N#CCNC(=O)CN=C(CO)CO;1;0
NC(=O)CNC(=O)CN=CC(=O)O;1;1
NC(=O)CC(OC(=O)CCNC(N)=O)C(N)=O;1;4
N#CCCN(CC(=O)O)C(=O)CCNC(C#N)CO;1;13
COC(=O)CC(NC(C)C(=O)O)C(=O)OC;1;16
N#CCN(CC(=O)N(CCO)CC(=O)O)C(N)=O;1;3
C=CC=NCC(=O)NC(CC(=O)O)C(=O)O;1;1
N#Cc1nc[nH]c1N1CC(N)=NC1=O;1;4
N#CCCN(CC#N)C(=O)CN=CC(O)Cc1ccccc1;1;1
NCC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O;2;30
N#CC=CN(CCC#N)CCC(=O)OCC(N)=O;1;0
N#CCN(C(=N)NC(=N)N)C(CC(=O)O)C(=O)O;1;1
N#CCCNC(=S)CCNc1[nH]cnc1C(=O)O;1;2
N#CC(NCC(=O)O)C(=CCO)c1ccccc1;1;10
N#CCNCCNC(=N)N;1;8
N#CCN(CC(=O)O)C(=O)CNC(=O)CNC=O;1;2
CC(NC(=O)CN(CCC#N)C(=N)NC(=N)N)C(N)=O;1;1
N#CCCN(C(N)=O)C(CC(N)=O)C(N)=O;1;1
CSCCC=Nc1[nH]cnc1C#N;1;1
NC(=O)CCNC(=O)CNC(=S)Cc1nc[nH]c1N;1;1
O=C(C=Nc1[nH]cnc1C(=O)O)CCO;1;1
N#CCCN(CC(N)=O)C(=O)CN=CCO;1;1
N#CCN(CC(=O)Nc1[nH]cnc1C(=O)O)C(=N)N;1;3
C=C(c1ccccc1)C(C#N)N(C=O)CC#N;1;3
N#CC=CN(CCC#N)C(CC(=O)O)C(=O)O;1;0
C=C(c1ccccc1)C(N=CC(O)C(O)CO)C(=O)O;1;1
CSCCC(=O)NCC(=O)NC(C#N)CO;1;5
CCN(CC#N)C(=O)C(=O)N(CC)CC#N;1;4
N#CCCN(CC#N)C(=O)CNCC(O)CO;1;14
O=C(O)C(CO)N=CC(O)C(O)C(O)Cc1ccccc1;1;1
N#CC(Cc1ccccc1)NC(=O)CNC(=S)CO;1;2
NC(=O)CC(N=CC(O)Cc1ccccc1)C(N)=O;1;1
CC(=O)C=Nc1nc(=O)[nH]c2c(NC(N)=O)ncnc12;1;1
N#CCNC(=O)CNC(C#N)C(O)C(O)CO;1;10
COC(=O)CN(CCC#N)C(=O)CNC(=O)CNC(N)=O;1;18
N#CCNC(=O)CN=CC(=CCO)c1ccccc1;1;1
CSCCC(=O)NCCC(N)=O;1;0
N#CC(CO)NC(=O)CNC(=S)CO;1;1
NC(=O)C(N=C(CO)Cc1ccccc1)C(N)=O;1;0
N#CCC(C#N)N=CCNC(=N)N;1;1
C=C(c1ccccc1)C(O)C(=O)OCC(N)=O;1;6
CSCCC(=O)NC(Cc1ccccc1)C(=O)O;1;7
N=C(N)NC(=N)NC(CO)C(=O)O;1;1
N#CC(C#N)N=C(CO)C(O)CO;1;0
NC(=O)C=CNc1ncnc2[nH]cnc12;1;1
N=C(N)NCCC=NC(CC(=O)O)C(=O)O;1;1
N#CCCNC(=O)CNC(=O)CN=CC(O)C(O)CO;1;1
N#CC(Cc1ccccc1)NCC(=O)O;4;14
N#CCCNCC(=O)N(CC#N)CC(=O)O;1;15
N#Cc1nc[nH]c1NCCc1ccccc1;2;10
N=C(N)NC(=N)NCC(=O)Nc1[nH]c(=O)[nH]c1C(N)=O;1;1
C=C(c1ccccc1)C(C#N)NC=O;1;3
N#CCCN(CCC#N)C(C#N)=C1N=CNC1=N;2;0
O=CC(=O)CC(O)CO;1;10
Nc1[nH]c(=O)[nH]c1C(=S)NCCC(=O)O;1;0
NC(=O)CCNC(=O)C(N)Cc1ccccc1;1;30
N#CCCN(Cc1nc(N)nc(NCC(=O)O)n1)C(N)=O;3;1
NC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O;2;1
N#CCCN(CCC#N)CC(=O)N(CC#N)CC(=O)O;2;8
N=C(N)NCC(N)C(N)=S;1;0
COC(=O)CC(C(=O)OC)N(CCC#N)CCC#N;1;18
N=C(N)NCC(N)C(N)=O;1;9
N#CC(Cc1ccccc1)N(CC(N)=O)C(N)=O;1;2
NC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=S;1;3
N=C(N)NC(=N)N(CC=O)CCC=O;1;4
N#CCCC=Nc1[nH]cnc1Cc1ccccc1;1;1
C=CC=C(C=Nc1[nH]cnc1C)c1ccccc1;1;1
N#CC1(C#N)CCC=N1;1;3
NC(=O)CC(N=CC(=O)O)C(N)=O;1;1
NC(=O)CN=C(CO)C(O)CO;1;0
O=C(O)C=Nc1nc(=O)[nH]c2[nH]cnc12;1;1
COC(=O)CCN(C=O)C(C)C#N;1;17
N#CN;1;19
N#CCNC(=O)CNC(=S)CO;1;1
C=CC=C(C=NC(C)C(=O)O)c1ccccc1;1;1
CC=C(c1ccccc1)C(C#N)NCC(=O)NCC(N)=O;1;10
N#CCC(C#N)NC(=O)CNC=O;1;2
N#CCNCC(=O)NC(Cc1ccccc1)C(N)=O;1;14
CC(C#N)NCCC(=O)N(CC#N)CCC(=O)O;1;14
NC(=O)CCNC(=O)CN=CCO;1;1
NC(=O)CCNc1ncco1;1;12
CC(O)C(=S)NCC(=O)N(CC#N)CC(=O)O;1;1
COC(=O)CC(NC(CO)C(N)=O)C(=O)OC;2;15
N#CCCNC(Cc1ccccc1)C(=S)NCC(N)=O;1;2
N#CC=Cn1cnc(C#N)c1N(CCC#N)C(N)=O;1;0
N#CCNC(=S)CCNc1[nH]cnc1C(N)=O;1;2
N#CC=Cn1cnc(C(=O)O)c1N(C=O)CC#N;1;0
C=C(c1ccccc1)C(C#N)NCC#N;2;11
CC(NC(N)=O)C(N)=O;1;0
N#CC(Cc1ccccc1)N(CCO)C(=N)N;1;6
CC1OC2N=C(NC(=N)NC(=N)N)OC2C1O;1;0
N#CC(Nc1cc[nH]c(=O)n1)C(O)CO;1;10
N#Cc1[nH]c(=O)[nH]c1N=CC(O)C(O)C(O)CO;1;1
NC(=O)CNC=O;1;1
N#CCN(CCO)C(=O)c1nc[nH]c1NC(N)=O;1;7
N#CC(N)C(O)C(O)C(O)CO;1;20
C=C(C=NCC(=O)NCC(=O)O)c1ccccc1;1;1
C=CC=Nc1[nH]c(=O)[nH]c1C(N)=O;1;1
NC(=S)C(N)CO;1;1
N#CCCn1c(C#N)c(NC(=N)C#N)[nH]c1=O;1;0
NC(C(=O)O)C(=CCO)c1ccccc1;1;12
C=CC=Nc1nc(C=C)nc(N(CC#N)CC#N)n1;1;1
CC(C#N)N(C=CC#N)C(C#N)CC#N;1;0
CC(O)C(=S)NCC(=O)N(CC#N)C(C#N)CC#N;1;1
C=CC=C(C=Nc1nc2[nH]cnc2c(=O)[nH]1)c1ccccc1;1;1
N#CCCNC(=S)CNC(=N)N;1;1
CSCCC(=O)NC(C)C#N;1;4
N#CC=CN(CCc1ccccc1)CC(N)=O;1;0
N#CC=CNCC(=O)NCC(=O)NCC#N;2;0
C=Cc1nc(N=CC(C)O)nc(N(CC#N)CCC#N)n1;1;1
N=C(N)NC(=N)NCC(=O)NCC(=O)OCc1cnc[nH]1;1;3
N#CC(CNC(=N)N)N=C(CO)CO;1;0
N#CC(CO)N=CC(O)C(O)CO;1;1
N=C(N)NCCC=Nc1[nH]c(=O)[nH]c1C(N)=O;1;1
C=C(c1ccccc1)c1nc[nH]c1N=CCCSC;1;1
CC=Nc1[nH]cnc1CC(=O)O;1;1
C=CC(N)C(N)=S;1;0
N#CCCN=CCCC(C#N)(C#N)NC(N)=O;1;1
C=CC(N)C(N)=O;1;13
O=C(O)CC(N=C(CO)C(O)CO)C(=O)O;1;0
CC=C(C=NCC(=O)N(CC#N)CC#N)c1ccccc1;1;1
N#CCC(C#N)NCCC(=O)N(CC#N)CCO;1;13
COC(=O)CCNC(CC(=O)O)C(=O)O;1;18
N#CC(C#N)N=CCCC(C#N)(C#N)NC(N)=O;1;1
N#CCCNC(CC(=O)O)C(=O)O;2;13
N#CCN(CC#N)C(=O)CNC(=N)N;2;3
C=Cc1nc(NC=O)nc(N(CCC#N)CC(=O)O)n1;1;2
CC(=S)NCC(=O)NCCC(=O)O;1;0
N#CC(NC(Cc1ccccc1)C(N)=O)C(O)CO;1;9
N#CCN(CCC(N)=O)C(N)=O;1;1
NC(=O)Nc1[nH]cnc1C(=S)NCC(=O)O;1;1
N#CC=CN(c1[nH]cnc1C#N)C(C#N)Cc1ccccc1;1;0
CC(C#N)NCCC(=O)NCC(N)=O;1;12
C=CC(=O)OCC(O)C(N)=O;1;8
CC(=O)C=NCC(=O)NCC(=O)NCC(=O)O;1;1
CC=C(c1ccccc1)C(C#N)NCCC(=O)O;1;11
NC(=O)CCNCC(O)Cc1ccccc1;1;12
NC(=O)CNC(=O)CN=C(CO)C(O)CO;1;0
N#CC(NC(N)=O)C(=CCO)c1ccccc1;1;4
OCC(O)C(O)C=Nc1ncco1;1;1
CSCCc1nc(N)nc(NC(C#N)CC#N)n1;2;3
N#CCCNC(=O)CNC(C#N)C(=O)O;1;7
C=C(c1ccccc1)C(Nc1[nH]cnc1C(N)=O)C(N)=O;2;5
NC(=O)CNC(=O)CN=CCO;1;1
N#CCCN(CC(=O)NCC#N)C(=N)N;2;2
N#CC(Cc1ccccc1)N=CCCNC(=N)N;1;1
NC(=O)N(CCC(N)=S)C(C(N)=S)C(N)=S;1;2
N#CCCN(CC#N)C(=O)CNC=O;1;2
N#CCCN(C(=O)CNC(N)=O)c1cc[nH]c(=O)n1;1;4
NC=Nc1ncco1;1;1
COC(=O)CCNC(=O)CNC(N)=O;1;17
N#CCCN(CC(N)=O)C(=O)CN=C(CO)C(O)CO;1;0
CC(C#N)N=CCCNC(=N)N;1;1
NC(=O)C=CNc1nc(=O)[nH]c2[nH]cnc12;1;1
N#CCCN(CC#N)C(=O)CNC(=O)CNC=O;1;2
N=C(N)NCC=NCC(=O)NC(CC(=O)O)C(=O)O;1;1
NC(=O)C(Cc1ccccc1)N=CC(O)C(O)C(O)CO;1;1
N#CCCN(C(=N)NC(=N)N)C(C#N)CC#N;1;2
O=C(O)C=NCC(=O)NC(CC(=O)O)C(=O)O;1;1
NC(=O)NCC(=O)Nc1nc(=O)[nH]c2[nH]cnc12;1;2
N#CC(NCCC(=O)O)C(=CCO)c1ccccc1;1;10
O=CNCC(=O)N(CCC(=O)O)CC(=O)O;1;1
NC(=O)CCN(CCC(=O)O)CC(=O)O;1;5
N#CC(N=CCc1ccccc1)C(=O)O;1;1
O=CN(CCC(=O)O)C(CC(=O)O)C(=O)O;1;1
N#CCCN(CC#N)CC(=O)Nc1[nH]c(=O)[nH]c1C#N;1;7
COC(=O)CC(C(=O)OC)N(CC(=O)NCC#N)C(=N)N;1;15
O=C(O)CCN(CCc1ccccc1)CC(=O)O;2;5
C=CC=C(C=NCCC#N)c1ccccc1;1;1
CSCCC(=O)N(CC#N)CC(N)=O;1;2
N#CCc1nc[nH]c1N=CC(O)CO;1;1
N#CC(N)=C(N)C#N;1;6
CC(C#N)NCCC(=O)N(CC(N)=O)CC(=O)O;1;12
O=C(O)C(CO)N=CC(O)Cc1ccccc1;1;1
CC=NC(CO)C(N)=O;1;1
N#CCN(CC(N)=O)C(=O)CNC(=O)CNC(N)=O;1;1
N#CCN1CC(N)=NC1=O;1;0
CC(O)C=NC(Cc1ccccc1)C(=O)O;1;1
C=CC(O)C(C=O)CC(C#N)(C#N)NC(N)=O;1;10
N#CCN(C(=N)N)C(CC(N)=O)C(N)=O;1;2
N#CCN(CC#N)C(=O)CNCC(O)C(O)CO;1;14
N=C(N)NCC(=O)N(CC(N)=S)c1[nH]cnc1C(=O)O;1;3
N#CCCN(CC(=O)NC(C#N)CO)C(=N)NC(=N)N;1;1
CCN(CC(=O)O)C(=O)c1nc[nH]c1NC(N)=O;1;9
C=C(C=C(C=O)c1ccccc1)c1ccccc1;2;27
N#CC(N)CN(CC(N)C#N)C(=N)N;1;12
N#CCN(CC(=O)N(CCO)CC(N)=O)C(N)=O;1;3
NC(=O)Cc1nc[nH]c1N=C(CO)C(O)CO;1;0
N#CCCN(CCC(N)=O)C(=O)CNC(N)=O;1;1
CSCCC=Nc1[nH]c(=O)n(CCC#N)c1C#N;1;1
N#CC(NCC(=O)NCC(N)=O)C(O)CO;1;8
CC=C(c1ccccc1)C(C#N)Nc1[nH]c(=O)[nH]c1C#N;1;7
O=C(OCc1cnc[nH]1)C(=O)OCc1cnc[nH]1;1;8
N#CCCN(CC#N)CC(=O)N(CC#N)CC(=O)O;2;8
N#CC(CNC(=N)N)N=C(CO)C(O)CO;1;0
N#CCCN(CC(N)=O)C(=O)CCNC(C#N)CO;1;11
NC(=O)CN=C(CO)Cc1ccccc1;1;0
NC(=O)CN(C(N)=O)c1[nH]cnc1C(=O)O;1;9
C=C(C=NCC(=O)O)c1ccccc1;1;1
N#CCCNC(=O)CN(CCC#N)C(=O)CN;1;31
CCNC(C)C#N;1;14
N#CCC(C#N)N(CC#N)C(=O)CNC(=N)NC(=N)N;2;1
C=C(c1ccccc1)C(C#N)N(CCC#N)C(=O)CN;1;34
N#CCCC=NCC(=O)N(CC#N)CCc1ccccc1;1;1
N#CCCNC(=O)CNC(=CC(=O)O)C(=O)O;1;1
N#CCCN(CCC#N)CC(=O)O;5;7
N#CC(C#N)NC(C#N)Cc1ccccc1;1;7
C=C(c1ccccc1)C(C#N)NCC(=O)NCC(=O)O;1;12
N#CCN(C=O)C(CC(N)=O)C(N)=O;1;2
C=CC=C(C=O)c1ccccc1;1;27
NC(Cc1ccccc1)C(=O)NCC(=O)O;1;32
NC(=O)Nc1[nH]cnc1C(=O)NC(CC(=O)O)C(=O)O;1;9
N#CC(N=CCCNC(=N)N)C(=CCO)c1ccccc1;1;1
N=C(N)NCC=Nc1ncc(Cc2ccccc2)o1;1;1
N#CCNc1nc(N)nc(-c2nc[nH]c2NC(N)=O)n1;3;2
CC(NC(=O)CN(CCC#N)C(N)=O)C(=O)O;1;5
N=C(N)NCCC(=S)NCC(=O)NCC(N)=O;1;0
COC(=O)CCN(C=CC#N)CCC#N;1;0
N#CCNC1=NC2OCC(O)C2O1;1;4
N=CNc1ncnc2[nH]cnc12;3;4
N=C(N)NCCC(=O)OCC(O)C(N)=O;1;1
N#CCCN(CC#N)c1ncnc2c1ncn2C(=N)N;1;1
N#CCC(C#N)NCCC(=O)N(CC#N)CCC(=O)O;1;14
N#CC(O)c1ncnc(NC(=N)N)c1NC(=N)N;1;5
N#CC(C#N)(CCC=NCC(N)=O)NC(N)=O;1;1
NC(=S)CCNc1[nH]cnc1Cc1ccccc1;1;4
NC(=O)CCN(CC(N)=O)c1ncnc2[nH]cnc12;1;7
CC(C#N)NCCC(=O)NC(CC(N)=O)C(N)=O;1;12
CCN(CCC#N)C(=O)CCNC(C#N)CO;1;13
C=CC(C#N)N=C(Cc1ccccc1)C(=O)O;1;0
NC(=O)C(N)CO;1;30
N#Cc1nc[nH]c1N(C=O)C(C#N)CO;1;4
N=C(N)NC(=N)NCC(=O)Nc1[nH]cnc1CC(=O)O;1;2
CC(=O)C=NCC(=O)N(CCC#N)CC(=O)O;1;1
NC(=O)C=CNC(C(N)=O)C(N)=O;1;0
C=C(c1ccccc1)C(NC(=O)CN)C(N)=O;2;30
C=C(c1ccccc1)C(NC(=O)CN)C(N)=S;1;4
COC(=O)CCN(C(=O)CN)C(CC(N)=O)C(N)=O;1;29
N#CCC(C#N)NC(=CC(=O)O)C(=O)O;1;1
C=C(c1ccccc1)C(NCC#N)C(=O)O;1;11
CCN(CC(=O)O)C(=O)CN;1;30
C=CC=C(C=NCCC(N)=O)c1ccccc1;1;1
N#CC=CN(CC(N)=O)CC(=O)O;1;0
N#CC(N)(CO)C(O)CO;1;13
CC(C#N)NCCC(=O)NCC(=O)N(CC#N)CC#N;1;12
N#CC=CN(CC#N)C(C#N)CC#N;1;0
O=CN(CC(=O)O)C(CC(=O)O)C(=O)O;1;1
N#CCC(C#N)N(CCC(=O)OCC(N)=O)C(=O)CN;1;30
Cc1nc[nH]c1NC(=O)CN(CC#N)C(=N)N;1;3
Nc1[nH]cnc1C(O)Cc1ccccc1;2;13
CSCCC=Nc1ncnc2[nH]c(=O)[nH]c12;1;1
CC(=S)NCC(=O)N(CCC(N)=O)CC(=O)O;1;0
N=C(N)NC(=N)NCC(=O)Nc1ncco1;1;4
CSCCC=NCC(=O)N(CCC(=O)O)CC(=O)O;1;1
O=C(O)CCNCCC(=O)O;5;12
N#CCCN(CCC#N)C(=O)CNC(=N)N;2;3
N#CCCN(CC(=O)NC(C#N)C(O)CO)C(N)=O;1;4
N=C(N)NC(=N)N(CCO)CC(=O)O;1;1
N#CC(=N)Nc1ncnc2[nH]cnc12;2;0
N#CCN(CC(=O)OCC(C#N)NC(N)=O)C(N)=O;1;5
NC=Nc1[nH]cnc1C(=O)O;1;4
N#CC=CN(CCC#N)C(Cc1ccccc1)C(N)=O;1;0
COC(=O)CCC(=O)OC;2;16
N#CC=CNc1[nH]cnc1C#N;2;0
N#CC(N=CCNC(=N)N)C(O)C(O)CO;1;1
NC(=S)C(Cc1ccccc1)Nc1[nH]cnc1C(=O)O;1;3
O=C(C=NC(Cc1ccccc1)C(=O)O)CCO;1;1
N#CCCN=CC(O)Cc1ccccc1;1;1
N#CCCC=Nc1[nH]cnc1CC(N)=O;1;1
N=C(N)N(CCC(N)=O)CC(=O)OCC(O)c1cnc[nH]1;1;2
N#CCCNCC(=O)NCC(=O)N(CCC#N)CC(=O)O;1;13
N=C(N)N(CCC(=S)NCC(N)=O)CC(=O)O;1;0
CCN(CC#N)C(=O)C(N)Cc1ccccc1;1;34
CSCCC=NCC(=O)N(CC#N)CC(N)=O;1;1
NCC(=O)NCC(=O)NCC(=O)O;1;31
O=C(O)CCN(CC(=O)O)C(CC(=O)O)C(=O)O;1;4
NC(=O)c1nc[nH]c1NC(CO)C(N)=O;2;6
NC(=O)CNC(=O)CCC(=O)NCC(N)=O;1;0
N#CC(N)=Nc1[nH]cnc1C#N;1;0
NC(=O)NCC(=O)NCCC(=O)OCC(O)c1cnc[nH]1;1;9
CC(OC(=O)CN(CC#N)C(=N)NC(=N)N)C(N)=O;1;2
NC(=O)C(N=CC(O)C(O)C(O)CO)C(N)=O;1;1
N#CC(N=CC(O)C(O)C(O)C(O)CO)C(O)CO;1;1
NC(=O)CC(NC(=O)CN=CC(=O)O)C(N)=O;1;1
CCN(CCC#N)CC(N)=O;1;3
O=C(O)CCN=CC(O)C(O)C(O)C(O)CO;1;1
N#CCC(C#N)NC(=O)CNC(=O)CN(CC#N)C(=N)N;1;2
N#CC(CO)NC(=O)CN=CCNC(=N)N;1;1
N=C(N)NCC(C=O)(CO)CO;1;16
NC(=O)C=CNc1ncnc2[nH]c(=O)[nH]c12;1;1
N#CCCN(C(=O)CNC(=N)N)c1[nH]cnc1C(=O)O;1;4
N#CCCN(CCC#N)CCC#N;1;4
CSCCc1nc(N)nc(N(CC#N)CCC#N)n1;2;19
NC(=O)CNCCC(=O)O;3;13
N#CCCN(CCC(=O)OCC(N)=O)C(N)=O;1;5
N=C(NCC(N)=O)C(N)=NCC(N)=O;1;0
COC(=O)CN(CC#N)C(=O)CNC(N)=O;1;18
CC(C#N)NC(=O)CNC(=S)CO;1;1
N#CCN(CC#N)C(=O)CN=C(Cc1ccccc1)C(=O)O;1;0
CC(C#N)N(CC#N)C(=O)CNC(N)=O;1;1
OCc1nc[nH]c1N=CC(O)CO;1;1
CSCCC(=O)N(CCC(N)=O)CCC(N)=O;1;0
N#CC(=N)N(CCC(N)=O)CC(N)=O;1;0
N#CCCN(CC(=O)N(CCC(N)=O)CC(=O)O)C(N)=O;1;5
N=C(N)NCC=NC(CO)C(=O)O;1;1
NC(=S)CCNCC(=O)NCC(=O)O;1;0
NC(=O)CN(CC(=O)O)c1nc(N)nc(CNC(N)=O)n1;4;16
C=C(c1ccccc1)C(C#N)NC(=O)CN=CC(C)O;1;1
N#CCN(CC#N)C(=O)CCC(=O)N(CC#N)CC#N;1;4
NC(=O)NCC(=O)Nc1[nH]cnc1CO;1;6
O=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12;1;30
N#CCC(C#N)NC(=O)CN=CC(O)C(O)C(O)CO;1;1
N#CCCN(CC(=O)N(CC#N)CC#N)C(=O)CN;1;33
O=C(O)c1[nH]c(=O)[nH]c1N=CCc1ccccc1;1;1
N#CC(CO)N(CC(N)=O)C(=O)c1nc[nH]c1NC(N)=O;1;7
CC(C#N)N(C(=O)CN)C(C#N)Cc1ccccc1;1;34
CC(O)C=NCC(=O)N(CCC(=O)O)CC(=O)O;1;1
N#CCN(CC(=O)N(CCO)CC(N)=O)C(=N)N;1;3
N#Cc1nc[nH]c1NC(=O)C(O)Cc1ccccc1;1;9
Nc1nc(=O)n(CCc2ccccc2)c2[nH]cnc12;1;15
N#CC(N=CC(O)C(O)C(O)C(O)CO)C(=O)O;1;1
N#CCN(CC#N)C(N)=O;1;1
N#CCCC=NCC(=O)NCCC#N;1;1
C=CC=C(C=C(C=O)c1ccccc1)c1ccccc1;1;27
N#CCN(CC(=O)Nc1[nH]cnc1C#N)C(=N)NC(=N)N;1;2
N=C(N)NC(C=NCCC(N)=O)Cc1ccccc1;1;1
N#CCCNC(=O)CNC(=O)CCNC(C#N)CC#N;1;14
NC(=O)Cc1nc[nH]c1NC(=CC(=O)O)C(=O)O;1;2
N#CC=Cn1cnc(CC#N)c1NC(=O)CNC(N)=O;1;0
N#CCCn1c(C#N)c(N=CCO)[nH]c1=O;1;1
N#CCN(CC(=O)O)C(=O)CNC(N)=O;2;5
CC(C#N)NC(C#N)Cc1ccccc1;2;14
N#CCNC(=O)CNC(=S)CCNC(N)=O;1;1
NC(=O)COC(=O)CN(CCc1ccccc1)C(N)=O;1;5
NC(=O)Nc1[nH]cnc1C(=S)NCCC(N)=S;1;1
NC(=O)CC(O)C(=S)NCC(=O)O;1;0
CC=C(C=NC(C#N)C#N)c1ccccc1;1;1
CSCCC(=O)N(CCC#N)C(CC(=O)O)C(=O)O;1;8
N#CC(O)C(=O)O;1;4
NC(=O)Cc1nc[nH]c1NC(N)=O;1;5
COC(=O)CC(C(=O)OC)N(C(N)=O)C(C#N)CO;1;18
NC(=S)CNc1[nH]cnc1CC(N)=S;1;4
C=CC=C(C=Nc1[nH]cnc1CC(=O)O)c1ccccc1;1;1
NC(=O)CN(CCC(N)=S)CCC(N)=S;1;2
N#CCCNCC(=O)NCC#N;1;15
N#CCCNC(=O)CCNC(Cc1ccccc1)C(N)=O;1;13
N#CCC(C#N)NC=O;1;2
C=C(c1ccccc1)C(C#N)Nc1cc[nH]c(=O)n1;1;7
NC(=S)CCNC(=S)c1ncnc(N)c1N;1;4
Cc1nc[nH]c1N=CC(O)Cc1ccccc1;1;1
NC(=O)CC(NC(=O)C(N)Cc1ccccc1)C(N)=O;1;30
N#CCC(C#N)N=CC(O)Cc1ccccc1;1;1
CSCCC(=O)N(CC#N)C(C#N)CC#N;1;4
N#CCC(C#N)NC(=O)CNC(C#N)CNC(=N)N;1;5
N#CCCNC(Cc1ccccc1)C(N)=O;1;14
N#CCCN=C(C#N)c1nc[nH]c1NC(=N)C#N;1;0
C=C(C=C(C=NCC(N)=O)c1ccccc1)c1ccccc1;1;1
O=C(O)CCNc1nc(=O)[nH]c2[nH]cnc12;1;6
N#CC(NC(=N)NC(=N)N)C(O)C(O)CO;1;2
NC(=O)CC(OC(=O)CCNCC(=O)O)C(N)=O;1;11
NC(=O)CNC(=S)C(Cc1ccccc1)NCC(=O)O;1;1
N#CCC(C#N)NC(=O)CNC(=O)CN=CC(=O)O;1;1
